,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
107,INTRO,Yung Beef,2021-04-15,True,spotify:track:6rPTgMKyULHjgnnoT4CeDr,34,Rodri,https://open.spotify.com/track/6rPTgMKyULHjgnnoT4CeDr,0.442,0.584,2,-9.434,1,0.46,0.851,1.38e-05,0.113,0.352,82.253,audio_features,6rPTgMKyULHjgnnoT4CeDr,https://api.spotify.com/v1/tracks/6rPTgMKyULHjgnnoT4CeDr,https://api.spotify.com/v1/audio-analysis/6rPTgMKyULHjgnnoT4CeDr,185510,4
108,#BrooklynBloodPop! - Roku Remix,"['Rojuu', 'SyKo']",2021-05-31,False,spotify:track:7GjyiMXLwwSV5I3y3eVxO4,60,Rodri,https://open.spotify.com/track/7GjyiMXLwwSV5I3y3eVxO4,0.657,0.755,8,-5.134,0,0.273,0.018,9.46e-06,0.198,0.46,140.038,audio_features,7GjyiMXLwwSV5I3y3eVxO4,https://api.spotify.com/v1/tracks/7GjyiMXLwwSV5I3y3eVxO4,https://api.spotify.com/v1/audio-analysis/7GjyiMXLwwSV5I3y3eVxO4,82714,4
109,Nike Tiburón,PXXR GANGG,2019-11-22,True,spotify:track:3hBUXKlvQByNXTTdbzSGX0,38,Rodri,https://open.spotify.com/track/3hBUXKlvQByNXTTdbzSGX0,0.841,0.388,10,-11.942,0,0.527,0.0788,1.52e-06,0.126,0.327,130.021,audio_features,3hBUXKlvQByNXTTdbzSGX0,https://api.spotify.com/v1/tracks/3hBUXKlvQByNXTTdbzSGX0,https://api.spotify.com/v1/audio-analysis/3hBUXKlvQByNXTTdbzSGX0,254909,4
110,Contigo Me Voy,"['Kaydy Cain', 'EL IMA']",2021-06-22,False,spotify:track:4yuaPv20zZirxf1ufuygzP,64,Rodri,https://open.spotify.com/track/4yuaPv20zZirxf1ufuygzP,0.746,0.66,11,-5.97,0,0.144,0.403,0.0,0.0885,0.809,87.978,audio_features,4yuaPv20zZirxf1ufuygzP,https://api.spotify.com/v1/tracks/4yuaPv20zZirxf1ufuygzP,https://api.spotify.com/v1/audio-analysis/4yuaPv20zZirxf1ufuygzP,189535,4
111,Disconnected,"['James Hype', 'Tita Lau']",2021-12-10,False,spotify:track:3MK2rvp7XjarzRKFrPGMOb,64,Rodri,https://open.spotify.com/track/3MK2rvp7XjarzRKFrPGMOb,0.842,0.811,2,-6.476,1,0.109,0.00579,0.176,0.0702,0.594,125.995,audio_features,3MK2rvp7XjarzRKFrPGMOb,https://api.spotify.com/v1/tracks/3MK2rvp7XjarzRKFrPGMOb,https://api.spotify.com/v1/audio-analysis/3MK2rvp7XjarzRKFrPGMOb,194524,4
112,Demons To Some Angels To Others,Cera Khin,2021-10-01,False,spotify:track:3Ph1ThoFVEqT4eiTV3hIq3,19,Rodri,https://open.spotify.com/track/3Ph1ThoFVEqT4eiTV3hIq3,0.571,0.841,11,-6.329,0,0.0417,2.59e-05,0.739,0.192,0.069,144.999,audio_features,3Ph1ThoFVEqT4eiTV3hIq3,https://api.spotify.com/v1/tracks/3Ph1ThoFVEqT4eiTV3hIq3,https://api.spotify.com/v1/audio-analysis/3Ph1ThoFVEqT4eiTV3hIq3,342498,4
113,Full Belly,Cera Khin,2021-09-24,False,spotify:track:3FO2udFq5htKXTN61UwDNU,24,Rodri,https://open.spotify.com/track/3FO2udFq5htKXTN61UwDNU,0.605,0.979,6,-6.055,1,0.171,0.000448,0.844,0.09,0.0473,150.003,audio_features,3FO2udFq5htKXTN61UwDNU,https://api.spotify.com/v1/tracks/3FO2udFq5htKXTN61UwDNU,https://api.spotify.com/v1/audio-analysis/3FO2udFq5htKXTN61UwDNU,317301,4
114,AER (All Engines Running),Fatima Hajji,2021-12-03,False,spotify:track:2X23kxJw0Tdi3al2xja4Gi,37,Rodri,https://open.spotify.com/track/2X23kxJw0Tdi3al2xja4Gi,0.593,0.996,10,-6.18,0,0.0874,0.000639,0.867,0.193,0.101,135.005,audio_features,2X23kxJw0Tdi3al2xja4Gi,https://api.spotify.com/v1/tracks/2X23kxJw0Tdi3al2xja4Gi,https://api.spotify.com/v1/audio-analysis/2X23kxJw0Tdi3al2xja4Gi,204444,4
115,Violines,Fatima Hajji,2013-05-13,False,spotify:track:2pdKI7EjvnHoyUU7cpbbMV,33,Rodri,https://open.spotify.com/track/2pdKI7EjvnHoyUU7cpbbMV,0.669,0.944,7,-9.281,1,0.394,0.104,0.174,0.343,0.34,140.999,audio_features,2pdKI7EjvnHoyUU7cpbbMV,https://api.spotify.com/v1/tracks/2pdKI7EjvnHoyUU7cpbbMV,https://api.spotify.com/v1/audio-analysis/2pdKI7EjvnHoyUU7cpbbMV,333617,4
116,Donde Vas - Original Mix,Fatima Hajji,2021-07-16,False,spotify:track:3SJq5TjZOB01Q1nG2bzAYO,33,Rodri,https://open.spotify.com/track/3SJq5TjZOB01Q1nG2bzAYO,0.569,0.997,7,-5.551,1,0.105,0.00131,0.753,0.263,0.108,135.005,audio_features,3SJq5TjZOB01Q1nG2bzAYO,https://api.spotify.com/v1/tracks/3SJq5TjZOB01Q1nG2bzAYO,https://api.spotify.com/v1/audio-analysis/3SJq5TjZOB01Q1nG2bzAYO,360000,4
117,Groove 1.0,"['Abel The Kid', 'Raul Ortiz']",2001-10-20,False,spotify:track:6meQ1w79f2KSC2AibFAE16,28,Rodri,https://open.spotify.com/track/6meQ1w79f2KSC2AibFAE16,0.727,0.995,7,-6.479,0,0.0794,0.0025,0.472,0.295,0.244,145.009,audio_features,6meQ1w79f2KSC2AibFAE16,https://api.spotify.com/v1/tracks/6meQ1w79f2KSC2AibFAE16,https://api.spotify.com/v1/audio-analysis/6meQ1w79f2KSC2AibFAE16,369058,4
118,Groove 2.0 the Music,"['Abel The Kid', 'Raul Ortiz']",2002-05-20,False,spotify:track:6FnfWDH1LJEckq3b5pzR8u,21,Rodri,https://open.spotify.com/track/6FnfWDH1LJEckq3b5pzR8u,0.747,0.993,9,-3.879,0,0.138,0.0536,0.916,0.0815,0.146,147.0,audio_features,6FnfWDH1LJEckq3b5pzR8u,https://api.spotify.com/v1/tracks/6FnfWDH1LJEckq3b5pzR8u,https://api.spotify.com/v1/audio-analysis/6FnfWDH1LJEckq3b5pzR8u,376165,4
119,Groove 3.0 Hallelujah,"['Abel The Kid', 'Raul Ortiz']",2003-06-20,False,spotify:track:4MD8MruHP7LJCzeOL4pOBQ,24,Rodri,https://open.spotify.com/track/4MD8MruHP7LJCzeOL4pOBQ,0.752,1.0,9,-3.987,0,0.0805,0.000174,0.82,0.0867,0.0604,148.0,audio_features,4MD8MruHP7LJCzeOL4pOBQ,https://api.spotify.com/v1/tracks/4MD8MruHP7LJCzeOL4pOBQ,https://api.spotify.com/v1/audio-analysis/4MD8MruHP7LJCzeOL4pOBQ,349912,4
120,"No Light, No Light - MTV Unplugged, 2012",Florence + The Machine,2012-01-01,False,spotify:track:4PTPbE3HvhxB9z3SYMBfz6,40,Rodri,https://open.spotify.com/track/4PTPbE3HvhxB9z3SYMBfz6,0.383,0.231,0,-10.257,1,0.0396,0.834,0.0,0.703,0.156,95.67,audio_features,4PTPbE3HvhxB9z3SYMBfz6,https://api.spotify.com/v1/tracks/4PTPbE3HvhxB9z3SYMBfz6,https://api.spotify.com/v1/audio-analysis/4PTPbE3HvhxB9z3SYMBfz6,252667,3
121,Qué no daría yo - Directo,Pastora Soler,2010-09-07,False,spotify:track:5DSHlxgIdt9eXs86Xyohjm,28,JeanCha,https://open.spotify.com/track/5DSHlxgIdt9eXs86Xyohjm,0.592,0.596,4,-5.192,0,0.0764,0.333,0.000233,0.671,0.202,78.634,audio_features,5DSHlxgIdt9eXs86Xyohjm,https://api.spotify.com/v1/tracks/5DSHlxgIdt9eXs86Xyohjm,https://api.spotify.com/v1/audio-analysis/5DSHlxgIdt9eXs86Xyohjm,332827,4
122,Yelo,C. Tangana,2020-01-09,False,spotify:track:3OUPJPD1OmFd8gL7ztY9v8,53,Pablo,https://open.spotify.com/track/3OUPJPD1OmFd8gL7ztY9v8,0.826,0.67,11,-3.806,1,0.0348,0.421,8.21e-06,0.205,0.792,135.038,audio_features,3OUPJPD1OmFd8gL7ztY9v8,https://api.spotify.com/v1/tracks/3OUPJPD1OmFd8gL7ztY9v8,https://api.spotify.com/v1/audio-analysis/3OUPJPD1OmFd8gL7ztY9v8,189357,4
123,Humo y Alcohol - Feat. Jerv.AGZ & C. Tangana,"['Sticky M.A.', 'Jerv.AGZ', 'C. Tangana']",2018-02-23,True,spotify:track:2aaKChuWrI14YOmjN0gU9D,28,Pablo,https://open.spotify.com/track/2aaKChuWrI14YOmjN0gU9D,0.641,0.743,5,-5.783,0,0.0542,0.0818,0.0,0.399,0.444,159.998,audio_features,2aaKChuWrI14YOmjN0gU9D,https://api.spotify.com/v1/tracks/2aaKChuWrI14YOmjN0gU9D,https://api.spotify.com/v1/audio-analysis/2aaKChuWrI14YOmjN0gU9D,267000,4
124,La Última Canción,Rels B,2020-12-26,False,spotify:track:2mRwodUOATBk5spcUsEidB,69,Pablo,https://open.spotify.com/track/2mRwodUOATBk5spcUsEidB,0.793,0.605,1,-4.952,0,0.119,0.426,0.0,0.334,0.268,91.068,audio_features,2mRwodUOATBk5spcUsEidB,https://api.spotify.com/v1/tracks/2mRwodUOATBk5spcUsEidB,https://api.spotify.com/v1/audio-analysis/2mRwodUOATBk5spcUsEidB,184749,4
125,"Si Mañana Me Muero (feat. Pablo Chill-E, Julianno Sosa, Drago200, Harry Nach, Uzii Gaang & Khaled)","['Yung Beef', 'Pipo Beatz', 'Pablo Chill-E', 'Julianno Sosa', 'Drago200', 'Harry Nach', 'Uzii Gaang', 'Khaled']",2020-12-04,True,spotify:track:7FHvE7vpyQKK0NiULTxs0b,53,Pablo,https://open.spotify.com/track/7FHvE7vpyQKK0NiULTxs0b,0.782,0.783,5,-5.938,1,0.0672,0.284,0.0471,0.282,0.669,119.991,audio_features,7FHvE7vpyQKK0NiULTxs0b,https://api.spotify.com/v1/tracks/7FHvE7vpyQKK0NiULTxs0b,https://api.spotify.com/v1/audio-analysis/7FHvE7vpyQKK0NiULTxs0b,444000,4
126,Hurricane,Ran-D,2018-08-13,False,spotify:track:7rKS9FoVpE1mLrbxCnlokX,55,Pablo,https://open.spotify.com/track/7rKS9FoVpE1mLrbxCnlokX,0.575,0.979,8,-1.561,0,0.396,0.0321,0.0,0.34,0.366,155.032,audio_features,7rKS9FoVpE1mLrbxCnlokX,https://api.spotify.com/v1/tracks/7rKS9FoVpE1mLrbxCnlokX,https://api.spotify.com/v1/audio-analysis/7rKS9FoVpE1mLrbxCnlokX,295647,4
127,Battleborn,"['Ran-D', 'Frequencerz', 'Adaro']",2020-05-01,False,spotify:track:5qaBcAcCuRaXAfQIVhwkws,51,Pablo,https://open.spotify.com/track/5qaBcAcCuRaXAfQIVhwkws,0.329,0.968,5,-2.636,0,0.345,0.125,0.0,0.169,0.146,155.03,audio_features,5qaBcAcCuRaXAfQIVhwkws,https://api.spotify.com/v1/tracks/5qaBcAcCuRaXAfQIVhwkws,https://api.spotify.com/v1/audio-analysis/5qaBcAcCuRaXAfQIVhwkws,260983,4
128,Home,Headhunterz,2019-09-12,False,spotify:track:0zolxiS5uiL5towOJrsJi4,51,Pablo,https://open.spotify.com/track/0zolxiS5uiL5towOJrsJi4,0.552,0.829,6,-4.988,0,0.0845,0.187,5.44e-05,0.283,0.367,150.039,audio_features,0zolxiS5uiL5towOJrsJi4,https://api.spotify.com/v1/tracks/0zolxiS5uiL5towOJrsJi4,https://api.spotify.com/v1/audio-analysis/0zolxiS5uiL5towOJrsJi4,234166,4
129,Tourment d' amour,"['La Fine Equipe', 'Saneyes']",2011-06-27,False,spotify:track:1pur8kv69XmZqA3uoMEYnH,53,Ana,https://open.spotify.com/track/1pur8kv69XmZqA3uoMEYnH,0.749,0.477,4,-6.06,0,0.198,0.153,1.08e-05,0.823,0.882,95.968,audio_features,1pur8kv69XmZqA3uoMEYnH,https://api.spotify.com/v1/tracks/1pur8kv69XmZqA3uoMEYnH,https://api.spotify.com/v1/audio-analysis/1pur8kv69XmZqA3uoMEYnH,133893,4
130,Que Sera,Wax Tailor,2005-02-22,False,spotify:track:6TSDRzJGwbK9cajVbtqlPV,57,Ana,https://open.spotify.com/track/6TSDRzJGwbK9cajVbtqlPV,0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,audio_features,6TSDRzJGwbK9cajVbtqlPV,https://api.spotify.com/v1/tracks/6TSDRzJGwbK9cajVbtqlPV,https://api.spotify.com/v1/audio-analysis/6TSDRzJGwbK9cajVbtqlPV,164093,4
131,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,"['Asaf Avidan', 'The Mojos', 'Wankelmut']",2012-08-03,False,spotify:track:68rcszAg5pbVaXVvR7LFNh,70,Ana,https://open.spotify.com/track/68rcszAg5pbVaXVvR7LFNh,0.826,0.668,3,-6.329,0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,audio_features,68rcszAg5pbVaXVvR7LFNh,https://api.spotify.com/v1/tracks/68rcszAg5pbVaXVvR7LFNh,https://api.spotify.com/v1/audio-analysis/68rcszAg5pbVaXVvR7LFNh,215187,4
132,Petit pays,"['Gaël Faye', 'Francis Muhire']",2013-02-04,False,spotify:track:0uYQzkuCFewRsriDK7oDIz,48,Ana,https://open.spotify.com/track/0uYQzkuCFewRsriDK7oDIz,0.565,0.683,7,-9.374,1,0.167,0.835,0.0,0.199,0.738,99.997,audio_features,0uYQzkuCFewRsriDK7oDIz,https://api.spotify.com/v1/tracks/0uYQzkuCFewRsriDK7oDIz,https://api.spotify.com/v1/audio-analysis/0uYQzkuCFewRsriDK7oDIz,257240,4
133,You & Me,MEUTE,2018-05-30,False,spotify:track:1MdbDBwEEecnlLiyWChJFh,56,Ana,https://open.spotify.com/track/1MdbDBwEEecnlLiyWChJFh,0.661,0.548,10,-4.053,0,0.0407,0.652,0.265,0.0913,0.0954,75.068,audio_features,1MdbDBwEEecnlLiyWChJFh,https://api.spotify.com/v1/tracks/1MdbDBwEEecnlLiyWChJFh,https://api.spotify.com/v1/audio-analysis/1MdbDBwEEecnlLiyWChJFh,306423,4
134,Uprising,Muse,2009-09-10,False,spotify:track:4VqPOruhp5EdPBeR92t6lQ,74,Ana,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4
135,Creep - mint Singles,"['R3HAB', 'GATTÜSO']",2020-03-20,True,spotify:track:5LRxdeykOfvKb1aWGrrGyo,59,Ana,https://open.spotify.com/track/5LRxdeykOfvKb1aWGrrGyo,0.766,0.611,11,-9.251,1,0.0542,0.112,0.000606,0.187,0.128,126.0,audio_features,5LRxdeykOfvKb1aWGrrGyo,https://api.spotify.com/v1/tracks/5LRxdeykOfvKb1aWGrrGyo,https://api.spotify.com/v1/audio-analysis/5LRxdeykOfvKb1aWGrrGyo,161190,4
136,telepatía,Kali Uchis,2020-12-04,False,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,81,Ana,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4
137,Territory,The Blaze,2017-04-07,False,spotify:track:2W3EgJst61RLZtPPm3EQim,66,Ana,https://open.spotify.com/track/2W3EgJst61RLZtPPm3EQim,0.563,0.44,9,-11.943,0,0.0822,0.286,0.683,0.269,0.213,120.009,audio_features,2W3EgJst61RLZtPPm3EQim,https://api.spotify.com/v1/tracks/2W3EgJst61RLZtPPm3EQim,https://api.spotify.com/v1/audio-analysis/2W3EgJst61RLZtPPm3EQim,276373,4
138,Spiritual but Not Religious,Oliver Koletzki,2017-05-19,False,spotify:track:6fxq63aKjMmi1WMI9iKX5w,53,Ana,https://open.spotify.com/track/6fxq63aKjMmi1WMI9iKX5w,0.671,0.497,0,-9.787,0,0.0552,0.171,0.536,0.101,0.114,95.005,audio_features,6fxq63aKjMmi1WMI9iKX5w,https://api.spotify.com/v1/tracks/6fxq63aKjMmi1WMI9iKX5w,https://api.spotify.com/v1/audio-analysis/6fxq63aKjMmi1WMI9iKX5w,246707,4
139,Goodbye,Apparat,2011,False,spotify:track:7M0fsXo6rpXOKkveYooBob,0,Ana,https://open.spotify.com/track/7M0fsXo6rpXOKkveYooBob,0.482,0.457,1,-13.99,0,0.0449,0.406,0.618,0.297,0.202,87.166,audio_features,7M0fsXo6rpXOKkveYooBob,https://api.spotify.com/v1/tracks/7M0fsXo6rpXOKkveYooBob,https://api.spotify.com/v1/audio-analysis/7M0fsXo6rpXOKkveYooBob,256787,4
140,I Am the Antichrist to You,Kishi Bashi,2013-04-30,False,spotify:track:4d3pqEn7wgILCKDhUbv1wx,0,Ana,https://open.spotify.com/track/4d3pqEn7wgILCKDhUbv1wx,0.329,0.265,3,-13.619,1,0.0429,0.748,0.0319,0.101,0.304,168.693,audio_features,4d3pqEn7wgILCKDhUbv1wx,https://api.spotify.com/v1/tracks/4d3pqEn7wgILCKDhUbv1wx,https://api.spotify.com/v1/audio-analysis/4d3pqEn7wgILCKDhUbv1wx,236246,5
141,Lover's Eyes,John & The Volta,2014-03-24,False,spotify:track:6HyniUAFbvAUKC20rNrSvO,5,Ana,https://open.spotify.com/track/6HyniUAFbvAUKC20rNrSvO,0.538,0.646,0,-6.123,1,0.0349,0.00136,0.322,0.324,0.512,120.03,audio_features,6HyniUAFbvAUKC20rNrSvO,https://api.spotify.com/v1/tracks/6HyniUAFbvAUKC20rNrSvO,https://api.spotify.com/v1/audio-analysis/6HyniUAFbvAUKC20rNrSvO,221600,4
142,Paralized,John & The Volta,2014-03-24,False,spotify:track:3EpA2bm37w6ho1iPn9YFQ8,31,Ana,https://open.spotify.com/track/3EpA2bm37w6ho1iPn9YFQ8,0.53,0.521,11,-5.381,0,0.0297,0.00222,0.834,0.0841,0.351,106.022,audio_features,3EpA2bm37w6ho1iPn9YFQ8,https://api.spotify.com/v1/tracks/3EpA2bm37w6ho1iPn9YFQ8,https://api.spotify.com/v1/audio-analysis/3EpA2bm37w6ho1iPn9YFQ8,210147,4
143,I Wanna Be Yours,Arctic Monkeys,2013-09-09,False,spotify:track:5XeFesFbtLpXzIVDNQP22n,81,Ana,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
144,Héroes del Sábado,La Maravillosa Orquesta del Alcohol,2017-09-29,False,spotify:track:5Wcz0MyZQa7tgPu62WMqzl,54,Ana,https://open.spotify.com/track/5Wcz0MyZQa7tgPu62WMqzl,0.531,0.686,10,-6.309,1,0.0359,0.263,0.0,0.0975,0.316,135.97,audio_features,5Wcz0MyZQa7tgPu62WMqzl,https://api.spotify.com/v1/tracks/5Wcz0MyZQa7tgPu62WMqzl,https://api.spotify.com/v1/audio-analysis/5Wcz0MyZQa7tgPu62WMqzl,244767,4
145,Octubres rotos,Desakato,2008-01-02,False,spotify:track:096dO4loq3XcU3TBDCjvfW,24,Ana,https://open.spotify.com/track/096dO4loq3XcU3TBDCjvfW,0.583,0.88,2,-5.188,1,0.0361,0.00016,0.000406,0.182,0.301,134.973,audio_features,096dO4loq3XcU3TBDCjvfW,https://api.spotify.com/v1/tracks/096dO4loq3XcU3TBDCjvfW,https://api.spotify.com/v1/audio-analysis/096dO4loq3XcU3TBDCjvfW,201107,4
146,Angels,The xx,2012-09-10,False,spotify:track:1zuKjpp4t7BS8JPKi6mkQr,0,Rodri,https://open.spotify.com/track/1zuKjpp4t7BS8JPKi6mkQr,0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,audio_features,1zuKjpp4t7BS8JPKi6mkQr,https://api.spotify.com/v1/tracks/1zuKjpp4t7BS8JPKi6mkQr,https://api.spotify.com/v1/audio-analysis/1zuKjpp4t7BS8JPKi6mkQr,171653,4
147,Tal Vez Te Acuerdes de Mí (feat. Nina) - Sesiones Moraima,"['Andrés Suárez', 'Nina']",2019-01-04,False,spotify:track:1BTW41We9BwKKjchLHcGu8,43,Rodri,https://open.spotify.com/track/1BTW41We9BwKKjchLHcGu8,0.47,0.121,6,-12.682,0,0.0741,0.804,0.0,0.109,0.243,82.994,audio_features,1BTW41We9BwKKjchLHcGu8,https://api.spotify.com/v1/tracks/1BTW41We9BwKKjchLHcGu8,https://api.spotify.com/v1/audio-analysis/1BTW41We9BwKKjchLHcGu8,159653,4
148,I'll Keep Coming,Low Roar,2014-08-05,False,spotify:track:5Pf5HwjqLAbYDVBQU7H7Oz,50,Rodri,https://open.spotify.com/track/5Pf5HwjqLAbYDVBQU7H7Oz,0.332,0.596,9,-5.607,0,0.0521,0.0372,0.413,0.298,0.0996,140.104,audio_features,5Pf5HwjqLAbYDVBQU7H7Oz,https://api.spotify.com/v1/tracks/5Pf5HwjqLAbYDVBQU7H7Oz,https://api.spotify.com/v1/audio-analysis/5Pf5HwjqLAbYDVBQU7H7Oz,352347,4
149,Las Nanas de Jara,"['Ciudad Jara', 'Rozalén']",2020-02-07,False,spotify:track:1E1X2hrrvXBuGv4f5HMFAp,38,Rodri,https://open.spotify.com/track/1E1X2hrrvXBuGv4f5HMFAp,0.388,0.517,0,-8.959,1,0.0592,0.821,7.88e-05,0.106,0.599,159.969,audio_features,1E1X2hrrvXBuGv4f5HMFAp,https://api.spotify.com/v1/tracks/1E1X2hrrvXBuGv4f5HMFAp,https://api.spotify.com/v1/audio-analysis/1E1X2hrrvXBuGv4f5HMFAp,198931,3
150,Champion Of The World - Live at NPR's Tiny Desk,Coldplay,2020-03-16,False,spotify:track:46mtcgDcwjjcherBLHMWH3,33,Rodri,https://open.spotify.com/track/46mtcgDcwjjcherBLHMWH3,0.273,0.426,7,-9.75,1,0.0389,0.932,0.000447,0.682,0.368,78.15,audio_features,46mtcgDcwjjcherBLHMWH3,https://api.spotify.com/v1/tracks/46mtcgDcwjjcherBLHMWH3,https://api.spotify.com/v1/audio-analysis/46mtcgDcwjjcherBLHMWH3,216333,5
151,Jesus Christ 2005 God Bless America,The 1975,2020-04-03,False,spotify:track:3tk5DaXxxUoV7b5nOdCDBv,42,Rodri,https://open.spotify.com/track/3tk5DaXxxUoV7b5nOdCDBv,0.541,0.287,2,-15.897,1,0.0345,0.878,0.00822,0.339,0.581,78.947,audio_features,3tk5DaXxxUoV7b5nOdCDBv,https://api.spotify.com/v1/tracks/3tk5DaXxxUoV7b5nOdCDBv,https://api.spotify.com/v1/audio-analysis/3tk5DaXxxUoV7b5nOdCDBv,264007,4
152,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,False,spotify:track:7EQigqw8SToxlAXF2YMqjg,40,Rodri,https://open.spotify.com/track/7EQigqw8SToxlAXF2YMqjg,0.329,0.6,6,-10.064,1,0.0711,0.698,0.35,0.083,0.0382,121.402,audio_features,7EQigqw8SToxlAXF2YMqjg,https://api.spotify.com/v1/tracks/7EQigqw8SToxlAXF2YMqjg,https://api.spotify.com/v1/audio-analysis/7EQigqw8SToxlAXF2YMqjg,386088,4
153,De Momento Abril,La Bien Querida,2009-04-06,False,spotify:track:1kjJLQhV2NDCWCf0ParWAJ,52,Rodri,https://open.spotify.com/track/1kjJLQhV2NDCWCf0ParWAJ,0.71,0.658,1,-8.31,1,0.0285,0.0358,0.00913,0.147,0.929,100.017,audio_features,1kjJLQhV2NDCWCf0ParWAJ,https://api.spotify.com/v1/tracks/1kjJLQhV2NDCWCf0ParWAJ,https://api.spotify.com/v1/audio-analysis/1kjJLQhV2NDCWCf0ParWAJ,184480,3
154,Anticiclón,"['Leiva', 'Ferreiro']",2012-12-18,False,spotify:track:0khtJ6lTJGnRZArVm9rqIt,43,Rodri,https://open.spotify.com/track/0khtJ6lTJGnRZArVm9rqIt,0.483,0.712,0,-5.639,1,0.0535,0.0961,0.0,0.522,0.311,151.911,audio_features,0khtJ6lTJGnRZArVm9rqIt,https://api.spotify.com/v1/tracks/0khtJ6lTJGnRZArVm9rqIt,https://api.spotify.com/v1/audio-analysis/0khtJ6lTJGnRZArVm9rqIt,229392,4
155,Peligrosamente Dark (feat. Silvana Estrada),"['Leiva', 'Silvana Estrada']",2021-12-03,False,spotify:track:15pq95Ie1omSW3e1oCCynv,51,Rodri,https://open.spotify.com/track/15pq95Ie1omSW3e1oCCynv,0.756,0.324,7,-7.904,1,0.0294,0.325,0.0,0.232,0.528,105.971,audio_features,15pq95Ie1omSW3e1oCCynv,https://api.spotify.com/v1/tracks/15pq95Ie1omSW3e1oCCynv,https://api.spotify.com/v1/audio-analysis/15pq95Ie1omSW3e1oCCynv,173453,4
156,Volver a Disfrutar,El Canto Del Loco,2003,False,spotify:track:3PuXuPcU0W4iHnd3C78FIr,51,Rodri,https://open.spotify.com/track/3PuXuPcU0W4iHnd3C78FIr,0.344,0.966,1,-2.352,1,0.105,0.112,0.0,0.14,0.647,206.903,audio_features,3PuXuPcU0W4iHnd3C78FIr,https://api.spotify.com/v1/tracks/3PuXuPcU0W4iHnd3C78FIr,https://api.spotify.com/v1/audio-analysis/3PuXuPcU0W4iHnd3C78FIr,191347,4
157,Ready Pa Morir,"['Yung Beef', 'Steve Lean']",2015-12-25,True,spotify:track:6kFpUyaEiuKriL9bhHLZqR,60,Rodri,https://open.spotify.com/track/6kFpUyaEiuKriL9bhHLZqR,0.679,0.485,6,-9.509,0,0.324,0.382,0.0,0.099,0.254,72.896,audio_features,6kFpUyaEiuKriL9bhHLZqR,https://api.spotify.com/v1/tracks/6kFpUyaEiuKriL9bhHLZqR,https://api.spotify.com/v1/audio-analysis/6kFpUyaEiuKriL9bhHLZqR,191347,4
158,Me Gustaron Tus Nai,"['Soto Asa', 'Yung Beef']",2018-10-05,True,spotify:track:2LXUOXihEoNt7aYYu5XjZ6,54,Rodri,https://open.spotify.com/track/2LXUOXihEoNt7aYYu5XjZ6,0.842,0.615,11,-4.681,1,0.163,0.114,0.000295,0.0933,0.512,89.929,audio_features,2LXUOXihEoNt7aYYu5XjZ6,https://api.spotify.com/v1/tracks/2LXUOXihEoNt7aYYu5XjZ6,https://api.spotify.com/v1/audio-analysis/2LXUOXihEoNt7aYYu5XjZ6,182759,4
159,Si Tu Kiere,Soto Asa,2021-09-10,False,spotify:track:2pjoPgjETrC1LQm64aVTGp,63,Rodri,https://open.spotify.com/track/2pjoPgjETrC1LQm64aVTGp,0.732,0.51,1,-6.428,0,0.402,0.227,0.00921,0.11,0.566,196.229,audio_features,2pjoPgjETrC1LQm64aVTGp,https://api.spotify.com/v1/tracks/2pjoPgjETrC1LQm64aVTGp,https://api.spotify.com/v1/audio-analysis/2pjoPgjETrC1LQm64aVTGp,180992,4
