,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift
1686,WA,F,1424.0,419.0,446.0,477.0,506.0,16767.0,9.2
1687,AL,F,733.0,316.0,378.0,374.0,412.0,19790.0,10.0
1688,SC,F,1333.0,162.0,451.0,234.0,476.0,4738.0,8.625
1689,FL,M,658.0,373.0,392.0,417.0,436.0,14942.0,5.789473684
1690,KS,M,498.0,273.0,302.0,304.0,346.0,12893.0,5.0
1691,OR,F,641.0,291.0,300.0,356.0,391.0,12815.0,14.0
1692,AZ,F,558.0,298.0,301.0,327.0,345.0,14056.0,14.77777778
1693,MI,F,558.0,344.0,366.0,357.0,414.0,14032.0,10.0
1694,MO,F,1783.0,577.0,603.0,609.0,653.0,14056.0,20.0
1695,CO,F,543.0,428.0,431.0,421.0,434.0,14056.0,15.0
1696,NE,M,1344.0,639.0,360.0,676.0,758.0,14056.0,7.214285714
1697,MI,F,1335.0,597.0,682.0,644.0,724.0,14056.0,22.25
1698,WI,M,493.0,213.0,248.0,357.0,294.0,10815.0,10.0
1699,FL,F,888.0,328.0,368.0,371.0,410.0,17342.0,5.714285714
1700,CA,F,1968.0,416.0,485.0,449.0,496.0,16541.0,9.4
1701,IN,M,1033.0,329.0,460.0,376.0,473.0,14056.0,15.0
1702,FL,M,934.0,324.0,391.0,404.0,478.0,17408.0,6.366666667
1703,MI,F,578.0,242.0,306.0,279.0,328.0,12451.0,9.857142857
1704,MS,M,406.0,240.0,243.0,255.0,265.0,6733.0,17.5
1705,NC,M,474.0,163.0,205.0,218.0,253.0,10597.0,9.133333333
1706,FL,M,721.0,302.0,339.0,335.0,365.0,12474.0,8.875
1707,NE,M,443.0,231.0,288.0,281.0,323.0,11042.0,10.0
1708,MI,F,841.0,334.0,409.0,378.0,462.0,17676.0,10.0
1709,FL,M,724.0,327.0,384.0,319.0,371.0,15784.0,12.5
1710,TX,F,924.0,414.0,443.0,427.0,438.0,14092.0,4.666666667
1711,SC,F,1056.0,405.0,498.0,444.0,485.0,15432.0,3.589285714
1712,OK,F,1017.0,312.0,700.0,647.0,673.0,18233.0,10.0
1713,MI,F,668.0,300.0,322.0,344.0,385.0,14056.0,10.0
1714,TX,F,417.0,277.0,300.0,258.0,326.0,10308.0,14.0
1715,CA,F,1232.0,203.0,229.0,241.0,267.0,10129.0,3.714285714
1716,FL,M,764.0,269.0,307.0,317.0,353.0,14056.0,15.0
1717,IN,F,877.0,419.0,473.0,450.0,496.0,16981.0,5.25
1718,CO,F,1109.0,513.0,587.0,606.0,636.0,20235.0,13.25
1719,CA,F,2099.0,588.0,609.0,610.0,643.0,19738.0,10.7
1720,CA,M,770.0,430.0,441.0,357.0,392.0,16795.0,11.0
1721,NM,F,740.0,240.0,288.0,294.0,324.0,10701.0,4.375
1722,IL,M,258.0,60.0,120.0,89.0,209.0,4884.0,5.555555556
1723,IA,F,240.0,232.0,280.0,271.0,315.0,10744.0,2.260869565
1724,NC,M,701.0,297.0,335.0,405.0,468.0,14056.0,15.5
1725,GA,F,1271.0,312.0,360.0,357.0,752.0,23282.0,15.09090909
1726,GA,F,802.0,479.0,488.0,531.0,555.0,16469.0,11.05882353
1727,WI,M,929.0,315.0,403.0,341.0,438.0,17069.0,5.142857143
1728,OR,F,2070.0,540.0,360.0,678.0,402.0,14056.0,5.5
1729,GA,M,387.0,191.0,221.0,285.0,325.0,11604.0,4.923076923
1730,WA,M,1133.0,596.0,596.0,591.0,610.0,19287.0,9.0
1731,GA,F,656.0,304.0,309.0,308.0,312.0,14056.0,7.35
1732,KY,F,439.0,328.0,335.0,350.0,356.0,9955.0,11.25
1733,CA,F,770.0,520.0,683.0,651.0,762.0,14056.0,11.28
1734,AZ,F,967.0,254.0,359.0,287.0,408.0,19177.0,6.333333333
1735,WI,M,342.0,174.0,228.0,217.0,262.0,8356.0,5.857142857
1736,IL,M,435.0,353.0,399.0,345.0,373.0,13341.0,10.0
1737,FL,F,578.0,248.0,280.0,309.0,338.0,12336.0,14.42857143
1738,NV,F,463.0,177.0,189.0,221.0,233.0,14056.0,14.0
1739,FL,M,810.0,295.0,373.0,374.0,430.0,19398.0,11.0
1740,OR,M,865.0,459.0,536.0,530.0,615.0,21364.0,10.0
1741,FL,M,1172.0,455.0,502.0,487.0,525.0,18415.0,10.0
1742,AR,F,1906.0,512.0,540.0,357.0,402.0,14056.0,8.125
1743,TX,M,916.0,505.0,571.0,496.0,402.0,14056.0,9.2
1744,TX,F,1234.0,312.0,456.0,441.0,561.0,21054.0,11.23529412
1745,MI,F,567.0,359.0,395.0,370.0,405.0,14794.0,10.0
1746,FL,F,752.0,346.0,367.0,374.0,413.0,14353.0,5.307692308
1747,OR,M,685.0,237.0,305.0,306.0,338.0,11659.0,10.0
1748,AZ,M,611.0,289.0,302.0,332.0,354.0,9529.0,10.30769231
1749,CA,M,1447.0,296.0,402.0,355.0,434.0,17489.0,10.0
1750,FL,M,782.0,435.0,437.0,443.0,451.0,14253.0,6.588235294
1751,WI,M,930.0,397.0,511.0,441.0,552.0,17794.0,11.44444444
1752,OK,F,208.0,210.0,261.0,261.0,305.0,11711.0,3.181818182
1753,IA,F,334.0,165.0,193.0,219.0,268.0,10461.0,12.61290323
1754,CA,M,1234.0,284.0,276.0,308.0,284.0,8270.0,5.75
1755,IL,F,1072.0,547.0,597.0,555.0,636.0,17662.0,18.6
1756,TX,F,696.0,409.0,439.0,439.0,470.0,18427.0,10.42857143
1757,CA,M,1734.0,607.0,635.0,638.0,674.0,22234.0,8.571428571
1758,IL,F,550.0,91.0,163.0,166.0,254.0,10050.0,5.5
1759,CO,M,759.0,270.0,307.0,316.0,352.0,14056.0,18.5
1760,CA,M,2105.0,535.0,555.0,557.0,578.0,17785.0,10.44444444
1761,CA,F,1368.0,379.0,416.0,487.0,528.0,23121.0,6.852941177
1762,FL,F,1167.0,267.0,274.0,323.0,349.0,14192.0,15.0
1763,NC,M,859.0,428.0,454.0,442.0,482.0,15841.0,20.0
1764,NV,M,1291.0,349.0,373.0,402.0,447.0,14894.0,10.5
1765,AZ,F,962.0,349.0,379.0,419.0,487.0,14056.0,5.733333333
1766,TX,F,420.0,171.0,234.0,247.0,293.0,10643.0,15.0
1767,FL,F,1571.0,473.0,496.0,518.0,526.0,21109.0,22.5
1768,WI,F,842.0,463.0,469.0,492.0,493.0,15371.0,9.913043478
1769,IL,F,517.0,303.0,344.0,348.0,416.0,15032.0,2.578947368
1770,SC,F,1299.0,577.0,589.0,590.0,596.0,19461.0,4.0
1771,KS,F,731.0,354.0,370.0,398.0,423.0,14555.0,5.304347826
1772,CA,F,670.0,182.0,194.0,239.0,252.0,8448.0,8.857142857
1773,AZ,F,593.0,230.0,319.0,272.0,317.0,11405.0,10.0
1774,TX,M,509.0,237.0,262.0,263.0,291.0,9830.0,5.333333333
1775,IL,M,570.0,273.0,322.0,341.0,406.0,15035.0,8.0
1776,CO,F,516.0,231.0,252.0,275.0,295.0,10607.0,10.0
1777,CA,F,960.0,288.0,272.0,329.0,314.0,13094.0,10.0
1778,SC,M,781.0,357.0,375.0,373.0,408.0,13977.0,8.769230769
1779,FL,F,1458.0,275.0,446.0,427.0,597.0,14056.0,5.5
1780,WA,F,978.0,312.0,329.0,369.0,384.0,12859.0,15.33333333
1781,CA,F,2111.0,463.0,551.0,529.0,580.0,22198.0,20.0
1782,GA,M,899.0,489.0,503.0,503.0,513.0,14056.0,10.5
1783,WA,F,666.0,358.0,432.0,394.0,486.0,14056.0,20.0
1784,OR,F,620.0,232.0,288.0,357.0,331.0,11354.0,9.729166667
1785,NE,M,612.0,359.0,404.0,380.0,400.0,14320.0,13.0
1786,IN,F,482.0,344.0,429.0,401.0,447.0,14056.0,10.0
1787,CA,F,770.0,357.0,425.0,430.0,500.0,18748.0,9.517241379
1788,IN,F,1395.0,575.0,580.0,687.0,704.0,24518.0,9.0
1789,TX,F,586.0,242.0,295.0,288.0,348.0,13539.0,9.142857143
1790,MI,M,628.0,310.0,344.0,337.0,369.0,12788.0,10.0
1791,CA,M,1601.0,329.0,351.0,453.0,492.0,14056.0,11.85714286
1792,KY,M,277.0,112.0,123.0,154.0,168.0,5611.0,10.0
1793,AZ,F,801.0,349.0,416.0,410.0,476.0,15610.0,12.22222222
1794,KS,M,220.0,181.0,238.0,220.0,272.0,9296.0,3.727272727
1795,CA,F,770.0,420.0,490.0,567.0,586.0,14056.0,8.47826087
1796,OR,M,492.0,198.0,229.0,247.0,284.0,9629.0,5.916666667
1797,WA,M,1449.0,605.0,618.0,635.0,657.0,17504.0,6.666666667
1798,NC,M,1044.0,269.0,299.0,278.0,329.0,12648.0,10.10526316
1799,FL,F,969.0,356.0,390.0,401.0,460.0,18690.0,10.0
1800,AZ,M,1390.0,386.0,412.0,457.0,482.0,25272.0,12.55555556
1801,IN,F,537.0,341.0,393.0,388.0,428.0,13705.0,4.848484849
1802,MO,F,652.0,236.0,309.0,303.0,372.0,14056.0,15.0
1803,CA,F,770.0,564.0,600.0,595.0,592.0,14056.0,8.95
1804,FL,F,1155.0,328.0,399.0,399.0,458.0,15451.0,12.5
1805,IL,M,1358.0,447.0,481.0,470.0,501.0,14056.0,7.545454545
1806,CA,F,770.0,364.0,425.0,407.0,487.0,17677.0,3.777777778
1807,NC,M,1285.0,608.0,636.0,640.0,676.0,23458.0,17.625
1808,IL,M,1435.0,423.0,473.0,485.0,517.0,18160.0,9.384615385
1809,KY,M,556.0,247.0,288.0,274.0,322.0,10031.0,10.0
1810,CA,F,770.0,290.0,374.0,347.0,442.0,24936.0,10.0
1811,CA,F,885.0,207.0,171.0,263.0,220.0,6142.0,18.2
1812,FL,F,824.0,263.0,289.0,313.0,352.0,13532.0,20.0
1813,MI,M,727.0,148.0,383.0,260.0,463.0,18187.0,17.0
1814,TX,F,570.0,226.0,249.0,276.0,301.0,10637.0,10.0625
1815,MI,M,1770.0,312.0,720.0,357.0,730.0,24238.0,12.0
1816,LA,F,590.0,252.0,282.0,309.0,329.0,11072.0,7.545454545
1817,MO,F,238.0,176.0,225.0,233.0,287.0,10253.0,14.42857143
1818,IN,M,521.0,252.0,297.0,293.0,343.0,10057.0,18.18181818
1819,CA,F,770.0,521.0,572.0,574.0,619.0,21808.0,17.0
1820,NC,F,844.0,263.0,286.0,323.0,352.0,12936.0,15.53571429
1821,FL,F,693.0,373.0,457.0,413.0,463.0,16854.0,15.0
1822,KS,M,237.0,194.0,222.0,218.0,261.0,9190.0,12.5
1823,CA,M,2102.0,342.0,412.0,416.0,463.0,16054.0,15.0
1824,WI,F,571.0,243.0,307.0,295.0,349.0,13144.0,9.166666667
1825,CA,F,1693.0,423.0,467.0,457.0,492.0,17493.0,10.0
1826,TX,M,1938.0,171.0,174.0,197.0,205.0,7708.0,10.06060606
1827,FL,M,775.0,236.0,296.0,308.0,363.0,15628.0,3.956521739
1828,NC,F,1024.0,360.0,364.0,396.0,429.0,15002.0,7.5
1829,IL,F,886.0,482.0,465.0,447.0,433.0,13887.0,16.66666667
1830,MO,F,915.0,377.0,432.0,445.0,492.0,16206.0,10.33333333
1831,OR,F,1163.0,617.0,631.0,633.0,655.0,24280.0,8.916666667
1832,GA,F,717.0,339.0,388.0,381.0,424.0,14609.0,12.5
1833,NC,F,405.0,187.0,182.0,216.0,214.0,7303.0,11.33333333
1834,GA,M,1025.0,425.0,493.0,470.0,519.0,17688.0,13.0
1835,WI,F,438.0,342.0,360.0,339.0,373.0,11227.0,4.545454546
1836,MS,M,1449.0,312.0,360.0,357.0,402.0,14056.0,5.25
1837,MS,M,440.0,270.0,288.0,315.0,364.0,11109.0,4.705882353
1838,CA,F,1812.0,415.0,452.0,435.0,464.0,16451.0,4.615384615
1839,OR,M,779.0,215.0,223.0,357.0,262.0,9279.0,4.037037037
1840,GA,M,928.0,243.0,310.0,396.0,472.0,17216.0,17.5
1841,WI,F,660.0,308.0,326.0,351.0,370.0,11996.0,9.111111111
1842,WA,M,732.0,411.0,425.0,434.0,445.0,13863.0,16.28571429
1843,IN,F,225.0,191.0,198.0,185.0,226.0,7426.0,3.15
1844,MI,F,376.0,253.0,304.0,281.0,321.0,10637.0,4.555555556
1845,GA,F,920.0,323.0,375.0,404.0,449.0,15305.0,17.375
1846,OR,F,700.0,360.0,390.0,394.0,424.0,13620.0,15.77777778
1847,MI,M,764.0,221.0,385.0,305.0,458.0,16824.0,3.966666667
1848,KS,M,738.0,458.0,509.0,479.0,503.0,17494.0,6.5
1849,GA,F,821.0,361.0,413.0,407.0,442.0,16822.0,20.33333333
1850,SC,M,475.0,285.0,302.0,275.0,301.0,9446.0,10.0
1851,CA,F,1392.0,343.0,381.0,484.0,516.0,19194.0,15.0
1852,CA,F,956.0,205.0,272.0,272.0,325.0,13234.0,6.085714286
1853,CA,F,770.0,311.0,469.0,427.0,502.0,13577.0,8.0
1854,WA,M,1009.0,557.0,562.0,615.0,619.0,17660.0,5.333333333
1855,MS,F,398.0,243.0,277.0,270.0,309.0,9897.0,9.5
1856,IN,M,448.0,239.0,291.0,274.0,320.0,11284.0,5.578947368
1857,IN,M,522.0,280.0,293.0,323.0,334.0,10311.0,13.41666667
1858,CA,F,1444.0,439.0,441.0,475.0,485.0,16815.0,6.8
1859,TX,F,462.0,214.0,266.0,274.0,311.0,10650.0,10.0
1860,FL,M,514.0,222.0,258.0,268.0,298.0,11184.0,15.0
1861,CO,F,774.0,360.0,367.0,392.0,396.0,16493.0,5.888888889
1862,AZ,F,1436.0,298.0,378.0,395.0,466.0,20792.0,7.571428571
1863,CA,M,633.0,269.0,273.0,291.0,299.0,9551.0,10.0
1864,CA,F,1869.0,559.0,560.0,577.0,600.0,20539.0,10.0
1865,CO,M,1213.0,363.0,416.0,436.0,493.0,18860.0,12.46076923
1866,TX,F,271.0,114.0,180.0,168.0,258.0,7545.0,13.6
1867,FL,M,740.0,314.0,318.0,348.0,348.0,11579.0,15.0
1868,AL,M,714.0,324.0,463.0,383.0,463.0,14056.0,4.571428571
1869,WA,F,457.0,259.0,323.0,308.0,370.0,12804.0,6.8
1870,IL,M,568.0,220.0,279.0,282.0,353.0,12599.0,4.7
1871,AZ,M,480.0,173.0,214.0,214.0,235.0,9091.0,9.714285714
1872,LA,F,1381.0,631.0,672.0,357.0,402.0,14056.0,15.0
1873,AZ,M,863.0,274.0,325.0,368.0,446.0,14056.0,10.0
1874,FL,F,837.0,321.0,341.0,397.0,431.0,13796.0,11.47619048
1875,CA,F,1429.0,312.0,253.0,315.0,329.0,9400.0,12.0
1876,CA,M,1637.0,345.0,405.0,403.0,454.0,15788.0,11.625
1877,MI,M,1559.0,557.0,621.0,604.0,666.0,25181.0,20.0
1878,MI,F,835.0,473.0,497.0,477.0,507.0,16227.0,9.375
1879,CA,F,1259.0,389.0,396.0,434.0,458.0,15213.0,13.16666667
1880,LA,F,599.0,271.0,335.0,302.0,352.0,11920.0,13.73333333
1881,CA,M,2123.0,458.0,480.0,517.0,539.0,16611.0,10.0
1882,FL,F,1503.0,396.0,572.0,519.0,659.0,25969.0,9.857142857
1883,AR,F,576.0,284.0,311.0,326.0,351.0,10860.0,12.4
1884,MI,F,922.0,448.0,481.0,504.0,526.0,20513.0,10.5
1885,WA,M,1598.0,510.0,514.0,557.0,568.0,17443.0,10.0
1886,TX,F,626.0,235.0,246.0,258.0,272.0,7918.0,10.0
1887,FL,F,546.0,250.0,258.0,262.0,270.0,10078.0,12.07692308
1888,KS,F,491.0,325.0,342.0,334.0,356.0,13143.0,4.333333333
1889,FL,F,607.0,285.0,344.0,331.0,362.0,12378.0,8.0
1890,CO,M,844.0,350.0,356.0,386.0,393.0,13175.0,8.344827586
1891,NE,F,275.0,192.0,252.0,286.0,338.0,11164.0,10.0
1892,CA,M,956.0,190.0,278.0,257.0,303.0,8899.0,9.666666667
1893,CA,F,770.0,418.0,417.0,448.0,444.0,13440.0,10.0
1894,CA,F,788.0,71.0,119.0,116.0,155.0,6409.0,8.2
1895,WA,M,1244.0,312.0,423.0,450.0,459.0,14816.0,15.0
1896,OR,F,407.0,186.0,220.0,232.0,271.0,9728.0,4.411764706
1897,TX,M,569.0,328.0,336.0,342.0,359.0,11879.0,7.333333333
1898,AR,M,855.0,257.0,267.0,357.0,374.0,14500.0,10.0
1899,OR,M,619.0,372.0,394.0,409.0,423.0,13208.0,11.4
1900,MO,F,634.0,322.0,378.0,355.0,406.0,14128.0,15.33333333
1901,IN,M,397.0,297.0,340.0,317.0,362.0,14056.0,3.7
1902,AZ,M,742.0,395.0,399.0,421.0,441.0,13179.0,10.0
1903,NV,M,607.0,356.0,397.0,393.0,431.0,13714.0,7.666666667
1904,WI,M,2083.0,264.0,338.0,393.0,493.0,19012.0,10.0
1905,GA,M,866.0,457.0,458.0,357.0,506.0,15079.0,10.0
1906,TX,F,831.0,597.0,601.0,625.0,629.0,18705.0,19.25
1907,CO,F,1782.0,537.0,704.0,650.0,749.0,14056.0,18.125
1908,WI,F,804.0,426.0,445.0,357.0,470.0,14328.0,20.0
1909,FL,F,845.0,289.0,372.0,358.0,436.0,16460.0,9.9375
1910,AZ,F,1084.0,365.0,411.0,434.0,462.0,17575.0,13.88888889
1911,CA,F,770.0,312.0,360.0,357.0,402.0,14056.0,11.66666667
1912,CA,M,1857.0,484.0,497.0,526.0,531.0,13912.0,20.0
1913,NC,F,877.0,293.0,336.0,362.0,405.0,13707.0,10.22222222
1914,FL,F,1086.0,384.0,433.0,457.0,502.0,17091.0,9.375
1915,SC,F,1015.0,478.0,500.0,516.0,533.0,17763.0,9.571428571
1916,CA,F,809.0,159.0,191.0,209.0,227.0,7074.0,4.585714286
1917,FL,F,902.0,410.0,413.0,460.0,461.0,15332.0,12.4
1918,IL,M,889.0,510.0,518.0,517.0,513.0,16731.0,16.4
1919,CO,F,1309.0,312.0,528.0,572.0,606.0,23951.0,10.0
1920,TX,M,438.0,215.0,264.0,240.0,267.0,14056.0,6.125
1921,CA,M,770.0,312.0,665.0,357.0,708.0,23204.0,14.66666667
1922,MI,F,1101.0,515.0,560.0,554.0,624.0,14056.0,7.9
1923,MI,F,704.0,471.0,494.0,481.0,511.0,16111.0,10.0
1924,CA,M,1519.0,346.0,381.0,406.0,429.0,14162.0,10.22222222
1925,CA,F,1465.0,312.0,341.0,369.0,519.0,14056.0,10.70588235
1926,CA,M,770.0,312.0,709.0,357.0,753.0,14056.0,8.833333333
1927,AL,F,384.0,139.0,203.0,212.0,271.0,8615.0,3.659090909
1928,FL,F,754.0,351.0,377.0,402.0,435.0,14518.0,9.8125
1929,SC,F,689.0,313.0,320.0,343.0,350.0,12601.0,13.16666667
1930,MS,F,403.0,197.0,230.0,293.0,365.0,19178.0,9.705882353
1931,WA,F,1734.0,353.0,405.0,396.0,430.0,15831.0,16.42857143
1932,AZ,F,850.0,309.0,371.0,356.0,409.0,14718.0,9.166666667
1933,CO,F,1174.0,460.0,550.0,525.0,603.0,21646.0,5.444444444
1934,MN,M,267.0,208.0,238.0,233.0,256.0,8548.0,17.1
1935,OR,M,661.0,322.0,346.0,356.0,378.0,12749.0,10.0
1936,CA,F,1368.0,379.0,416.0,487.0,528.0,14056.0,5.551724138
1937,GA,M,1166.0,541.0,577.0,589.0,609.0,18462.0,10.0
1938,FL,M,1385.0,404.0,464.0,495.0,545.0,21473.0,15.8
1939,CA,M,609.0,220.0,238.0,297.0,319.0,11902.0,9.166666667
1940,WA,M,634.0,266.0,320.0,323.0,372.0,12161.0,6.583333333
1941,FL,F,550.0,175.0,188.0,191.0,196.0,7958.0,5.25
1942,TX,M,331.0,219.0,258.0,269.0,301.0,9911.0,20.0
1943,WA,F,1373.0,379.0,539.0,445.0,529.0,19190.0,7.75
1944,GA,M,916.0,338.0,419.0,383.0,480.0,19463.0,20.0
1945,SC,F,438.0,201.0,257.0,242.0,272.0,8303.0,15.61538462
1946,KY,F,722.0,267.0,317.0,357.0,399.0,14988.0,4.852941177
1947,IL,F,770.0,312.0,360.0,357.0,402.0,14056.0,12.61538462
1948,TX,F,923.0,554.0,584.0,661.0,711.0,25962.0,9.230769231
1949,NE,F,901.0,409.0,472.0,459.0,504.0,14154.0,15.0
1950,CA,M,1345.0,446.0,488.0,477.0,503.0,14056.0,11.94444444
1951,LA,F,608.0,383.0,410.0,380.0,402.0,10899.0,7.25
1952,OK,M,290.0,173.0,228.0,244.0,303.0,10700.0,8.538461539
1953,IN,F,700.0,379.0,385.0,432.0,446.0,13332.0,8.157894737
1954,AL,F,486.0,237.0,283.0,281.0,315.0,10807.0,6.6
1955,CA,F,621.0,250.0,266.0,275.0,307.0,10599.0,10.16666667
1956,FL,M,1548.0,572.0,632.0,646.0,736.0,14056.0,10.0
1957,CA,M,1315.0,304.0,369.0,355.0,409.0,14056.0,10.0
1958,MO,M,889.0,408.0,483.0,468.0,528.0,16268.0,3.72
1959,GA,F,770.0,312.0,634.0,501.0,738.0,14056.0,11.1
1960,NV,M,1032.0,305.0,361.0,390.0,454.0,18324.0,6.919354839
1961,IL,F,1364.0,451.0,468.0,518.0,561.0,21988.0,10.0
1962,FL,M,566.0,218.0,242.0,249.0,272.0,11438.0,10.0
1963,OR,F,813.0,239.0,368.0,301.0,411.0,16248.0,6.571428571
1964,LA,M,465.0,198.0,239.0,260.0,292.0,14056.0,4.833333333
1965,MI,F,943.0,406.0,502.0,453.0,515.0,16625.0,3.518518519
1966,NE,F,675.0,284.0,288.0,317.0,402.0,18892.0,20.46153846
1967,TX,M,733.0,452.0,453.0,496.0,503.0,14468.0,9.0
1968,NC,F,1070.0,310.0,354.0,384.0,435.0,16741.0,8.682926829
1969,CA,F,675.0,344.0,520.0,438.0,589.0,23719.0,22.66666667
1970,WI,F,693.0,124.0,389.0,223.0,383.0,12596.0,4.5
1971,FL,M,895.0,334.0,366.0,399.0,460.0,19627.0,11.84615385
1972,CA,F,1884.0,518.0,580.0,542.0,636.0,19818.0,16.0
1973,AZ,F,891.0,312.0,429.0,440.0,449.0,14471.0,22.5
1974,CA,F,566.0,208.0,223.0,241.0,253.0,6854.0,10.0
1975,FL,M,1930.0,462.0,520.0,581.0,648.0,14056.0,9.363636364
1976,CA,M,770.0,412.0,421.0,461.0,500.0,14056.0,10.0
1977,WA,F,1801.0,533.0,601.0,570.0,630.0,14056.0,6.0
1978,GA,M,553.0,279.0,307.0,324.0,362.0,12145.0,8.0
1979,CA,F,770.0,527.0,561.0,578.0,610.0,19438.0,21.66666667
1980,IL,F,617.0,129.0,322.0,200.0,308.0,9955.0,5.88
1981,IL,M,1209.0,312.0,467.0,517.0,516.0,16254.0,3.21875
1982,IA,F,150.0,218.0,252.0,244.0,290.0,9942.0,5.833333333
1983,NC,F,562.0,373.0,375.0,378.0,388.0,10064.0,10.0
1984,CA,F,1073.0,359.0,392.0,432.0,453.0,16918.0,9.0
1985,MI,M,895.0,465.0,465.0,560.0,551.0,16892.0,10.0
1986,FL,F,772.0,312.0,338.0,349.0,376.0,14056.0,7.166666667
1987,IN,M,404.0,256.0,351.0,289.0,363.0,13067.0,6.189189189
1988,CA,F,1881.0,413.0,499.0,475.0,507.0,25215.0,22.8
1989,NC,F,770.0,289.0,358.0,387.0,470.0,21395.0,5.1
1990,KY,M,318.0,149.0,163.0,192.0,207.0,7827.0,4.409090909
1991,OK,M,466.0,222.0,260.0,263.0,306.0,13774.0,7.615384615
1992,IL,F,852.0,364.0,393.0,408.0,459.0,15238.0,7.933333333
1993,CA,F,1398.0,150.0,213.0,223.0,272.0,8690.0,10.0
1994,IL,F,818.0,473.0,520.0,514.0,558.0,21695.0,8.071785714
1995,CA,M,770.0,312.0,615.0,630.0,652.0,14056.0,20.0
1996,CA,F,883.0,322.0,351.0,344.0,351.0,14056.0,10.0
1997,IL,F,1181.0,417.0,424.0,444.0,449.0,13716.0,8.428571429
1998,AL,F,554.0,296.0,316.0,351.0,391.0,12774.0,9.5
1999,AR,F,490.0,229.0,271.0,275.0,310.0,10200.0,22.5
2000,TX,M,520.0,157.0,209.0,357.0,266.0,14056.0,5.195652174
2001,IL,F,512.0,269.0,329.0,295.0,357.0,12842.0,14.0
2002,CO,F,1175.0,517.0,568.0,565.0,599.0,18850.0,5.222222222
2003,CA,M,2103.0,333.0,306.0,385.0,368.0,9513.0,10.0
2004,IL,M,1578.0,531.0,600.0,535.0,617.0,17870.0,9.833333333
2005,NC,F,538.0,227.0,288.0,299.0,374.0,13593.0,10.0
2006,OK,F,622.0,306.0,338.0,316.0,345.0,14056.0,16.65384615
2007,CA,F,770.0,313.0,334.0,393.0,411.0,14056.0,11.5
2008,IL,F,698.0,164.0,201.0,250.0,293.0,10618.0,10.625
2009,MI,F,318.0,296.0,292.0,296.0,299.0,11236.0,8.894736842
2010,SC,F,834.0,389.0,398.0,423.0,436.0,17338.0,10.0
2011,AZ,F,1568.0,493.0,524.0,600.0,633.0,22025.0,20.0
2012,OR,M,709.0,262.0,304.0,339.0,372.0,14056.0,11.25
2013,TX,F,735.0,418.0,571.0,461.0,553.0,16097.0,15.0
2014,CA,M,770.0,338.0,347.0,415.0,430.0,11844.0,13.18181818
2015,AL,F,875.0,138.0,213.0,188.0,213.0,6125.0,11.45833333
2016,OR,F,1373.0,518.0,534.0,612.0,655.0,26092.0,15.0
2017,CA,F,1292.0,266.0,355.0,436.0,498.0,14056.0,10.76190476
2018,WA,F,759.0,263.0,270.0,281.0,287.0,8915.0,14.7
2019,TX,F,621.0,314.0,315.0,378.0,383.0,14581.0,7.0
2020,NE,M,613.0,259.0,348.0,299.0,402.0,17455.0,7.076923077
2021,IL,F,350.0,283.0,333.0,286.0,350.0,11446.0,10.0
2022,AR,M,326.0,125.0,189.0,189.0,213.0,8845.0,6.3
2023,CA,F,1724.0,455.0,462.0,492.0,539.0,20019.0,8.647058824
2024,AZ,F,641.0,278.0,289.0,304.0,322.0,13653.0,10.6
2025,CA,M,770.0,364.0,389.0,444.0,462.0,15100.0,7.764705882
2026,IL,F,397.0,287.0,333.0,329.0,374.0,12683.0,5.129032258
2027,CA,F,770.0,247.0,307.0,303.0,384.0,16742.0,10.0
2028,TX,F,745.0,275.0,301.0,295.0,325.0,14056.0,20.0
2029,CA,F,770.0,352.0,344.0,413.0,369.0,11235.0,22.75
2030,IL,F,1081.0,474.0,484.0,489.0,495.0,15312.0,7.941176471
2031,OR,F,409.0,220.0,275.0,275.0,297.0,10461.0,13.0
2032,CA,M,770.0,517.0,572.0,571.0,618.0,22438.0,6.6
2033,TX,M,1038.0,482.0,535.0,580.0,626.0,24816.0,8.1
2034,IN,F,666.0,341.0,399.0,403.0,417.0,13897.0,17.16666667
2035,FL,F,717.0,278.0,315.0,316.0,360.0,13366.0,9.444444444
2036,WA,F,902.0,374.0,367.0,505.0,505.0,20810.0,18.75
2037,NC,F,436.0,160.0,206.0,214.0,258.0,8631.0,15.0
2038,NE,M,422.0,268.0,326.0,320.0,376.0,13261.0,6.1875
2039,NM,M,1647.0,541.0,599.0,611.0,402.0,26255.0,7.388888889
2040,KS,F,431.0,222.0,261.0,264.0,284.0,8886.0,5.805555556
2041,WA,M,876.0,337.0,353.0,403.0,439.0,15017.0,20.0
2042,CA,M,1911.0,462.0,486.0,489.0,517.0,16099.0,10.0
2043,TX,M,867.0,312.0,352.0,383.0,420.0,15180.0,10.0
2044,CO,F,1956.0,312.0,360.0,357.0,402.0,14056.0,18.0952381
2045,IL,M,1102.0,312.0,469.0,457.0,588.0,22625.0,8.769230769
2046,OR,M,908.0,389.0,421.0,442.0,509.0,18876.0,5.022222222
2047,FL,F,577.0,245.0,257.0,279.0,300.0,11975.0,10.0
2048,WI,M,422.0,224.0,274.0,282.0,350.0,12611.0,4.772727273
2049,FL,F,533.0,176.0,189.0,216.0,242.0,14056.0,13.0
2050,WI,M,417.0,261.0,309.0,262.0,319.0,14056.0,5.9375
