CONTROLN	STATE	GENDER	HV1	IC1	IC4	HVP1	IC5	POBC1	POBC2	IC2	IC3	AVGGIFT	TCODE	DOB	DOMAIN	TARGET_D
70722	MI	F	355	252	309	0	10409	2	93	292	271	12.33333333	0	907	C3	16
187495	OK	M	922	374	501	3	16125	2	66	442	449	14	1	0	T1	17
18543	NC	female	506	243	336	0	11973	0	89	285	294	9.090909091	0	6001	T2	14
38707	FL	M	3333	390	815	79	48235	5	20	609	549	10	1	0	C1	17
138528	Arizona	M	723	265	485	0	17145	7	42	361	351	18.4	1	2406	S2	26
177960	OR	M	528	284	359	0	11925	1	51	338	306	12.47826087	1	3803	T2	25
97221	IL	F	418	330	430	0	14006	0	90	343	381	11	0	3101	R2	25
158816	CA	F	2322	469	498	76	18806	12	48	472	499	7.84375	2	3601	C1	11
93713	IL	F	704	314	415	0	11865	19	73	349	358	13	0	3101	U3	20
135535	Arizona	Female	1060	519	631	0	18341	5	42	602	559	6.357142857	28	4707	U1	13
91194	IL	F	539	254	343	0	12966	8	80	348	297	7.894736842	0	5001	C3	7
62232	IN	F	1097	485	601	4	21132	2	64	562	534	14.6	0	4206	T1	19
91507	IL	F	1058	479	562	1	18116	2	86	499	525	8.75	0	3601	S1	14
153467	CA	M	1971	553	607	46	17576	13	39	605	559	15	1	2301	S1	21
28718	GA	M	512	190	297	0	9317	31	55	237	248	20	1	2201	C3	20
119902	TX	M	321	170	271	1	9720	0	81	189	233	10	1	2201	R3	5
179339	WA	male	2321	631	718	65	21434	2	61	638	713	6.7	0	9310	T1	13
74880	IA	F	622	347	416	0	15808	0	88	378	401	15	0	2201	T2	25
29988	GA	M	351	171	237	0	8814	0	78	186	219	25	1	0	R1	25
132508	WY	F	540	191	237	0	10336	2	34	215	195	10.5	28	0	C2	10
144351	CA	F	2855	311	537	78	18525	28	47	385	484	11.46153846	0	3609	U2	40
38388	FL	F	955	324	444	2	12645	71	17	379	397	7.264347826	2	4810	U2	10
176863	OR	M	442	156	191	0	6370	2	53	195	165	16.5	1	6101	R3	20
70696	MI	F	569	356	515	2	19771	2	83	384	440	6.75	0	4701	C2	12
151819	CA	M	1170	210	255	3	7629	40	50	220	252	5.7	0	4601	U4	6
146500	CA	F	2353	301	367	71	10333	46	33	316	333	25	28	2201	S2	25
72679	MI	F	330	249	357	0	10932	1	84	317	289	7.333333333	0	6401	R2	10
61805	IN	F	428	253	319	0	10747	0	79	294	284	2.625	0	0	R2	5
142742	CA	F	1713	217	334	41	9763	59	26	244	310	15	2	4801	U3	15
29342	GA	F	618	278	364	0	11899	1	81	291	322	7.285714286	0	0	0	10
49712	AL	Male	310	243	297	1	9642	0	94	308	265	11.2	1	0	R3	17
53529	Tennessee	F	1183	496	654	1	27491	0	44	603	566	10.65217391	0	0	S1	5
70803	MI	M	299	244	303	0	10136	6	77	267	263	4.9375	1	1112	R3	4
20721	NC	female	504	238	424	1	14205	0	60	355	319	8.5	0	5805	R2	10
15445	NC	M	782	223	357	0	11910	5	45	341	272	10.23076923	1	5501	C2	20
24030	SC	F	383	76	180	0	5990	0	78	134	135	12.2	0	3306	T3	20
150177	CA	M	2044	329	423	53	13686	27	47	337	397	10.75	0	2001	S2	20
137540	Arizona	Female	2158	411	640	54	33235	7	12	516	535	9	2	4801	C1	10
13496	CA	F	3222	569	652	93	34407	23	35	614	607	16.54545455	28	2801	U1	25
28040	GA	M	866	463	492	1	15563	1	66	475	467	7.545454545	1	2901	T2	11
156174	NV	M	899	479	535	1	15544	2	26	486	542	9.444444444	1	2601	C2	10
75461	IA		221	216	304	0	10791	0	87	274	252	11.33333333	2	1612	0	15
2781	CA	F	2432	340	432	72	13558	42	37	364	397	9	0	4501	U2	20
85476	MN	F	198	173	238	0	7616	1	83	209	208	5	2	3801	R3	5
177640	OR	M	600	236	275	2	9757	1	44	256	273	18.95833333	1	4911	R2	30
183052	WA	male	944	395	461	5	13714	3	38	417	414	5.266666667	1	3511	T2	5
115935	TX	F	463	404	470	0	16020	3	46	416	427	10.4	28	0	C2	20
103872	MO	F	290	182	277	0	9887	1	76	228	235	20	2	3401	R3	20
10064	IN	F	694	270	450	1	14428	0	76	376	339	13	0	0	T3	18
84854	MN	F	797	259	392	0	12827	4	70	378	318	3.161290323	0	3701	C2	3
106430	KS	F	589	282	366	0	16020	0	74	286	337	10	3	5104	T2	14
18438	NC	M	1205	246	473	21	19319	0	25	459	345	4.176470588	1	2806	R2	5
49519	AL	Male	464	270	307	0	9942	1	77	288	289	6.5	2	4007	S3	5
63971	IN	M	444	265	353	0	11781	0	56	324	304	4.5	1002	4201	R2	4
34079	FL	F	801	324	478	11	19724	6	20	382	419	4.9	0	2201	C2	5
120509	TX	F	337	204	298	1	12342	1	87	261	263	8.294117647	2	1502	R3	10
66244	MI	M	434	237	372	0	11550	4	78	337	305	11.66666667	1002	0	S3	10
44715	FL	F	646	241	299	1	12694	8	9	257	278	7.1875	28	2601	C2	12
104891	KS	M	740	295	420	0	15354	2	37	376	329	12.6	0	1706	S2	23
30988	GA	F	717	316	366	4	12673	4	22	339	349	10	0	5401	R2	10
158389	CA	M	2971	302	322	98	6309	65	27	288	340	7	1	1101	S3	12
97020	IL	F	636	316	393	0	15018	3	60	395	325	14.25	0	3901	C1	17
92801	IL	M	2906	688	707	99	26708	0	37	653	740	10.6	1	3503	U1	15
28960	GA	F	717	327	364	2	12615	1	62	352	347	10	0	0	T2	10
121969	TX	F	715	295	355	5	9884	28	41	301	333	7.111111111	0	5005	S2	8
52330	Tennessee	U	565	294	344	0	11329	2	83	367	314	4.454545455	0	2801	T2	3
105709	KS	M	386	293	356	0	11937	0	67	354	302	4.217391304	1	3501	T2	5
177329	OR	F	684	290	356	3	11910	3	43	323	323	20	2	4801	T3	20
18196	NC	M	469	214	313	0	10164	0	90	260	271	7.465116279	2	0	T2	12
185572	KY	M	884	332	404	0	14624	3	59	377	366	7.666666667	1	0	S1	5
103613	MO	F	275	154	246	0	7925	1	73	161	224	9.25	28	3801	R2	15
84144	MN	F	1122	554	618	5	20341	5	71	560	607	25.125	0	6408	S1	20
83530	MN		656	272	373	1	14010	5	70	339	318	28.6	0	2207	U3	5
46495	FL	F	880	335	403	1	13951	4	22	343	386	17.71428571	0	3005	C2	15
186458	WA	F	837	337	397	1	14154	4	48	381	369	3.466666667	2	0	C2	3
162253	CA	F	2322	506	579	73	19463	16	55	548	469	4.431034483	0	0	S1	5
24915	AL	F	853	445	475	4	15281	2	59	464	447	10	0	5301	0	10
2081	WA	F	871	381	476	6	16559	4	51	412	436	7.836734694	0	0	0	7
121654	TX	M	884	681	746	0	23287	8	40	692	737	9.142857143	2	4710	C1	21
132627	WY	male	643	227	338	0	10980	2	44	311	293	6.5	0	3601	R2	10
149089	CA	F	5687	515	787	95	36437	15	45	540	729	21.5	2	2601	T1	20
150497	CA	M	3343	708	794	92	23333	26	49	760	768	17.5	0	7701	S1	40
180633	WA	F	949	429	468	9	15387	5	57	448	420	11.66666667	2	2102	T2	15
50200	Tennessee	M	1052	482	541	9	20492	1	44	499	516	10.83333333	2	2201	C1	10
172176	CA	F	1788	368	514	44	23026	3	53	424	415	11	28	0	S1	20
130884	CO	F	1274	520	575	7	21997	2	32	541	548	6	0	2711	T1	7
139857	NM	F	481	280	319	0	10294	0	30	335	279	7.2	0	1701	T2	5
152325	CA	M	1728	470	523	30	16413	10	50	511	503	25	1	4601	S2	25
43559	FL	M	1322	355	454	7	14439	4	36	405	408	3.566666667	0	1301	R1	2
81527	WI	F	429	232	346	0	11632	1	65	297	276	7.692307692	2	1501	R2	3
146913	CA	F	2674	561	662	77	37883	6	43	574	648	19.16666667	28	3201	S1	25
5968	WI	F	685	359	375	0	14570	4	81	365	372	3.589285714	0	0	U1	12
3953	HI	M	2254	484	518	60	15930	7	85	479	542	16.25	0	0	S2	20
13177	CA	M	479	208	322	1	11081	3	59	268	272	9.555555556	0	3901	T2	10
38632	FL	F	860	458	505	0	19217	24	31	453	495	13.51111111	0	5008	S1	38
578	CA	F	1821	454	505	21	17008	7	39	466	486	7.384615385	28	0	S2	10
186980	TX	M	1076	490	578	2	19138	1	79	503	550	14.54545455	0	5311	R2	50
172475	CA	F	1231	323	412	13	14716	2	67	398	367	12.3	0	4602	T2	16
33526	FL	F	440	185	299	1	9983	1	68	231	253	8.916666667	0	5308	R2	5
69465	MI	M	1572	566	684	31	23133	3	79	587	623	10	1	4601	S1	20
190391	NC	M	347	166	233	2	8507	1	75	202	204	14.75	1	3003	R3	16
26378	GA		1153	562	629	8	22327	6	41	583	609	50	0	3701	T1	100
12998	WA	F	2075	723	845	53	29233	7	46	743	823	5.517241379	0	1801	U1	6
128035	TX	F	360	167	269	0	8048	1	85	235	219	11.9	1	2506	T2	21
16756	NC	M	542	211	361	1	19216	2	74	245	269	15.4	0	6801	S2	15
142313	NV	F	948	325	398	3	15038	9	19	353	367	3.411764706	28	3701	T2	1
132903	WY	F	483	180	223	2	7610	0	61	206	207	15	0	6201	R2	21
153957	CA	F	1488	406	407	5	10419	34	36	400	402	9	28	5601	S2	5
61808	IN	M	809	385	511	1	14699	5	70	482	413	20	1	4901	T2	25
143707	CA	M	2083	198	211	53	6972	72	20	186	220	3.8125	0	5901	U2	4
122001	TX	M	597	425	488	0	17264	25	38	448	475	13	1	6001	S1	30
180786	WA	male	1271	324	417	22	17340	6	53	351	393	9.5	1	2106	C1	18
96031	IL	M	440	286	375	0	12840	1	88	331	323	6	1002	3601	R2	5
60477	IN	M	614	289	385	0	16415	2	76	317	335	15	30	2401	C3	20
144310	CA	M	2424	426	542	75	19561	32	47	446	483	14.5	1	3801	U2	6
2170	MI	F	923	299	409	3	15965	3	79	364	353	7.607142857	0	3003	T2	7
7846	TX	M	577	425	454	0	12951	18	62	437	437	7.375	0	0	S2	10
71904	MI	M	347	245	328	0	12777	0	74	310	286	4.904761905	1	1901	C3	7
2512	NC	M	1250	319	540	8	25660	3	33	411	429	25	1002	2601	0	25
71682	MI	M	770	417	454	0	14053	3	88	426	450	10.6	1	5511	T2	20
142552	CA	M	1943	426	523	45	16702	3	48	444	439	13.33333333	1	2801	U2	5
109429	LA	U	589	378	422	0	15300	0	65	384	410	16	0	0	T2	20
57332	KY	M	687	368	419	0	14581	1	75	407	375	6.105263158	1	2808	S2	6
190778	NC	M	875	280	381	10	15917	2	50	317	343	7	4	0	R2	20
128235	TX	M	864	388	511	0	17015	2	67	480	402	8.230769231	2	0	C1	8
175113	OR	F	701	307	400	0	13820	5	45	352	353	25	28	0	T2	25
66757	MI	F	664	315	332	0	11283	0	63	308	336	3.613636364	2	1209	0	4
154150	CA	M	755	218	290	3	8572	53	40	232	282	11.33333333	1	4801	R2	14
55392	MS	M	423	212	287	0	9065	1	80	262	251	5.95945946	0	4601	R2	6
162234	CA	M	5540	757	857	99	31488	14	49	815	814	21	1	1707	S1	26
8880	CA	F	2596	515	588	91	20539	15	48	518	584	24.16666667	0	4401	S1	25
6643	CA	M	3199	490	641	94	27239	9	56	537	595	14.7	1	2203	C1	16
170827	CA	F	1257	356	445	3	17145	6	61	358	427	6.384615385	2	201	S2	17
105459	KS	F	205	189	255	0	8737	1	78	221	217	5.166666667	0	0	R3	5
26289	GA	F	1173	503	660	4	21302	2	60	625	562	8.931034483	0	4601	C1	10
67315	MI	F	862	476	511	0	16332	6	81	519	478	20.25	2	2005	S2	27
75910	IA	F	339	254	321	0	9822	1	56	271	293	5.928571429	0	0	0	10
103527	MO	M	392	218	300	0	10421	0	79	239	265	4.266666667	1	5002	R3	4
16247	NC		576	289	323	0	10642	1	84	308	304	8.923076923	2	0	R2	10
166770	CA	F	2419	364	533	61	23128	6	59	409	470	9.857142857	0	3901	R1	5
82580	MN	F	575	209	265	0	8620	13	62	212	247	4.428571429	2	1001	C3	5
34883	FL	M	709	220	296	1	12538	3	15	254	264	7.333333333	2	3001	T2	5
57647	KY	M	724	322	393	2	11652	1	67	380	363	17.22222222	0	7309	R2	20
82995	MN	M	719	365	519	0	18970	0	87	561	430	4.4	1002	3603	S2	5
74043	MI	F	411	199	272	0	9491	1	87	230	244	13	0	2401	R2	12
114438	OK	M	498	284	315	0	9667	2	56	304	274	11.5	1	2512	T2	20
122046	TX	F	716	291	454	1	23868	11	40	438	351	20	0	3601	C1	25
69122	MI	M	732	404	481	1	15554	2	73	431	434	10.5	1	2701	S2	13
118739	TX	M	1155	684	750	0	22931	5	43	695	728	12.5	0	4701	C1	15
68148	MI	F	245	189	224	0	8638	2	62	176	246	9.333333333	0	5401	U4	10
22644	SC	F	489	191	277	1	8579	0	83	221	244	9.2	2	4201	R2	21
87239	MT	M	590	292	362	0	11338	0	68	341	333	8.583333333	1002	1601	T2	7
108447	LA	F	764	354	401	0	12713	4	70	362	383	6.25	0	0	S2	10
49860	Tennessee	F	670	318	386	0	12457	4	68	358	354	4.958333333	0	3512	S2	4
88662	IL	M	1000	453	478	0	15134	7	72	463	458	8.772727273	0	3004	S2	12
59225	IN	F	519	314	381	0	12167	0	82	357	349	5.6875	2	0	R2	10
190377	FL	F	720	364	521	1	18273	10	21	416	450	17.89473684	28	0	0	24
151695	CA	M	2498	518	606	71	18830	7	55	550	570	25	1	0	T1	35
146301	ID	F	887	337	531	6	21539	2	43	459	433	9.666666667	0	6301	U2	17
27944	GA	F	687	379	380	0	12223	1	57	403	360	13.85714286	0	5011	C2	33
172801	CA	M	710	236	400	2	12318	4	79	388	313	13.57142857	1002	0	R2	10
78179	WI	male	708	358	414	0	14051	0	86	370	384	22.5	1	6401	C3	10
121755	TX	M	1364	634	811	22	42549	11	34	673	768	15	0	2001	C1	15
147747	CA	F	3005	348	503	87	18396	32	35	385	455	9.470588235	0	2008	S1	13
3685	WA	F	827	277	371	1	12751	9	47	328	309	10.15789474	0	4201	S3	15
128934	TX	F	725	334	432	0	14447	14	53	354	418	15.4	0	1	S1	20
18038	NC		548	197	300	7	10044	0	83	246	259	12.375	0	0	R2	16
180272	WA	F	1055	319	421	6	16161	5	49	379	375	14	0	1801	C2	20
164986	CA	F	3142	658	768	95	23169	8	69	770	675	12.5	0	2901	S1	15
65117	MI	F	479	280	350	1	10986	2	75	304	333	5.884615385	28	5610	T3	10
93995	IL	F	2172	427	805	54	34738	9	54	625	561	3.25	0	0	U1	10
84097	MN	F	3410	710	932	80	47973	3	62	941	775	25	2	1001	S1	25
116267	TX	F	1088	421	557	3	21558	2	52	514	511	15	0	2401	S1	20
153898	CA	F	875	226	254	0	7095	14	31	224	254	6	0	0	U2	10
161627	CA	M	883	247	336	1	11712	8	63	272	310	4.944444444	2	4401	S2	21
22337	NC	female	514	239	322	0	11393	1	73	289	276	9.25	0	0	C2	10
7590	TX	F	689	344	377	4	16348	3	67	359	368	22.28571429	2	606	R2	30
108905	LA	F	708	368	441	1	14303	3	55	404	407	12.52631579	0	0	C1	20
100411	MO	M	733	337	426	0	15662	1	83	409	359	26.25	1	6607	S2	30
103488	MO	F	476	219	319	0	10966	1	74	280	272	5.434782609	0	3001	T2	10
99410	MO	F	2041	856	950	52	43661	7	68	858	943	9.833333333	0	2001	C1	17
43949	FL	M	881	297	453	3	19104	6	13	363	375	6.714285714	0	1901	C2	6
87706	MT	M	434	211	308	0	10350	1	55	299	243	11.4	1	3201	T2	12
122217	TX	F	1150	196	270	0	14466	36	35	212	245	7.666666667	0	3001	U1	5
29724	GA	F	529	259	304	0	9796	2	64	304	280	5.611111111	2	3606	R2	5
172214	CA	F	1205	399	450	3	17611	5	61	408	444	9.8	0	4803	S2	5
106719	TX	F	301	215	299	1	10813	11	63	273	262	8.982758621	28	601	U3	10
12932	Tennessee	F	910	302	548	18	23312	4	58	415	421	12.23076923	28	4704	C2	21
190726	MD	F	875	391	425	0	14468	3	71	415	381	11.42857143	2	508	0	10
127511	TX	F	945	398	563	0	19790	6	53	578	446	17.18181818	2	4104	S1	23
56337	KY	F	714	187	376	0	13679	0	83	290	282	12.07142857	0	3710	T2	15
113692	OK	M	763	316	398	1	12903	4	29	334	378	5.5	1	5101	T1	8
79850	WI	male	515	258	327	3	11337	1	81	276	302	5.857142857	2	1401	R2	10
28796	GA	M	448	192	299	1	9533	1	88	241	254	8.294117647	2	0	R2	10
131032	CO	F	524	264	325	0	11359	0	36	269	329	11.8	0	5801	T2	25
86318	SD	F	397	166	274	3	10630	1	61	211	227	8.96875	2	0	R2	5
63725	IN	M	637	286	371	1	13061	1	76	316	335	25	1002	2301	R2	25
63572	IN	F	778	377	527	5	17251	0	71	422	447	5.821818182	0	4102	R1	12
139663	NM	F	1008	360	426	3	14990	4	40	397	388	8.916666667	28	0	S1	5
104848	KS	F	993	285	399	0	20996	5	18	366	329	5.235294118	0	1501	S1	7
150776	CA	F	1149	222	273	0	9856	22	56	263	250	6.619047619	28028	4112	U3	8
43104	CA	F	5000	498	782	92	35814	18	31	700	632	5.840909091	1	5708	C1	9
162254	CA	F	5564	839	892	99	32899	9	54	860	860	19.16666667	0	5801	S1	35
52902	Tennessee	F	929	505	606	4	22435	4	53	546	561	15	28	0	C1	17
79213	WI	male	575	318	414	0	12909	0	89	341	379	8.473684211	2	2903	R2	12
178432	WA	F	1627	456	586	30	20311	6	53	508	537	9.266666667	2	2806	S1	14
11267	MI	F	428	208	293	0	10491	1	85	243	268	6.461538462	2	1002	R2	6
129468	CO	F	717	333	360	0	11669	3	58	341	344	25	0	5301	S2	20
54134	Tennessee	M	452	193	270	0	9283	0	79	256	230	5.64	1	1601	T3	10
162492	CA	F	2625	513	523	93	15740	10	65	533	517	12.82608696	0	3710	S1	10
13342	CA	F	2113	422	532	58	19377	7	63	450	502	9	0	4601	U1	5
169323	CA	F	1104	266	319	1	9833	18	57	275	323	2.637931034	0	2608	S2	3
125444	TX	M	362	208	255	0	7220	9	85	217	238	7.142857143	1	4811	U4	10
70076	MI	M	403	327	364	0	15337	3	80	375	304	7.32	1	3407	S3	10
4048	IL	F	1014	262	350	15	10522	45	40	273	306	11.1875	0	3401	U2	17
68669	MI	F	732	377	453	0	14455	6	70	478	396	9.5	0	1801	S2	15
155943	CA	M	1309	409	432	1	12004	7	58	419	424	12	1	2201	C2	12
40968	FL	F	961	297	386	2	12625	5	47	341	366	13.66666667	0	0	T2	17
101109	MO	F	883	468	517	0	15167	1	69	503	493	13.8	0	2801	C1	10
14279	CO	M	1285	474	584	12	21521	4	39	510	535	5.1875	2	5701	T1	11
83887	MN	F	889	272	450	0	14767	3	69	398	341	16	2	6801	S2	17
17089	NC	female	609	257	323	0	10569	0	95	338	299	6	0	0	R2	5
92183	IL	F	1240	395	550	6	19153	4	70	496	436	5.375	28	1101	C1	5
65374	MI	M	426	267	343	0	13836	9	71	315	314	16.75	1	2608	U4	20
27082	TX	M	792	260	396	8	14354	3	66	320	337	11.33333333	1	4612	S2	10
108115	LA	M	801	487	550	0	15880	7	73	523	509	13.27272727	1	3511	S1	100
86278	SD	M	554	294	344	0	10936	2	58	319	287	7.529411765	1	3201	C2	9
87904	IL	M	1141	453	536	1	17140	4	74	498	481	8.615384615	1	3209	U2	21
5798	TX	U	872	534	607	1	19255	1	63	548	594	79.16666667	0	6501	S1	50
115289	OK	F	848	372	426	3	13972	1	72	386	404	10	0	3801	T3	25
186185	CO	M	985	478	591	3	20164	3	50	495	508	12.125	1	2010	S1	15
74589	MI	F	795	442	627	7	22204	8	71	475	557	9	0	5401	T1	12
65558	MI	F	556	317	346	0	11613	2	82	324	313	5.263157895	0	5612	U3	10
22696	SC	F	630	279	371	2	12137	1	85	323	329	11.5	0	6201	R2	20
387	IN	F	789	413	447	0	14123	5	72	430	425	5.833333333	2	0	T2	5
98033	IL	F	152	152	267	0	9395	0	80	200	204	14.66666667	2	1912	R3	20
110308	LA	F	1384	554	749	19	27245	2	53	643	667	8	0	3701	C1	15
3496	TX	M	688	562	596	0	18272	11	46	564	582	12	1	6703	C1	10
138262	Arizona	Female	569	156	202	0	7914	9	38	158	187	5.166666667	28	6201	C2	5
80437	WI	male	491	227	358	0	14229	2	81	323	276	11.84615385	1	6702	C2	10
186580	TX	F	651	197	284	2	9858	1	70	250	252	8.277777778	0	3007	T2	5
8863	FL	M	1307	310	450	17	23204	13	19	381	383	18	1	5503	U2	40
120734	TX	F	241	164	290	0	9397	3	85	241	231	8.466666667	0	0	R3	5
149414	CA	F	4240	714	919	95	49256	26	38	814	830	8.466666667	0	4606	U2	9
79900	WI	F	617	221	289	0	9366	2	75	247	249	24.22222222	0	2905	R2	50
154158	CA	F	838	163	241	5	6653	50	42	176	235	6.666666667	0	3601	R2	7
23146	SC	M	688	402	475	0	16158	1	64	432	442	9.4	1	2801	C1	5
1617	CA	F	5970	1386	1273	98	62822	24	34	1496	1208	10.18181818	0	2201	S1	15
68022	MI	F	435	304	365	0	12197	0	62	322	325	10	0	3104	U2	15
44705	FL	F	677	242	302	2	13521	7	8	261	282	9.8	28	2601	C2	15
49943	FL	M	980	335	435	12	14977	8	13	387	381	11	1	4001	R2	10
24152	SC	M	788	225	343	4	12754	2	47	275	299	6.789473684	1	2406	T2	8
136645	Arizona	J	950	199	433	17	21071	33	11	371	361	9	1002	3801	S3	10
58597	KY	M	295	155	223	0	8290	1	81	161	199	25.11111111	1	1707	T3	50
165628	CA	M	1831	280	380	31	13119	22	41	324	313	5.166666667	1	2601	U2	5
45201	FL	M	817	282	473	13	36395	6	9	288	413	7.666666667	1	0	U2	11
34735	FL	F	838	354	437	1	17115	8	22	374	402	15	0	3601	S3	20
6845	ID	F	551	232	310	0	11759	1	56	297	252	16.86666667	0	2004	T2	20
181799	WA	male	2049	442	626	51	24413	5	43	448	573	25.4	0	0	C1	35
88153	IL	F	1380	385	485	11	16768	17	73	449	417	8.0625	2	4801	S2	13
92514	IL	F	1499	408	479	32	15991	2	71	419	444	9.2	0	6901	S1	15
183954	WA	male	507	243	326	0	10337	1	59	335	265	11.66666667	0	2201	C3	10
141134	NV	M	603	199	280	1	12768	9	9	261	233	6.333333333	1	2601	U4	9
66532	MI	M	407	318	399	0	12183	3	75	324	383	5	1	6801	U4	2
7924	TX	F	471	230	302	1	10209	2	80	268	273	9	0	1912	0	12
27890	GA	F	929	403	467	8	15864	2	61	420	418	7.833333333	0	4801	T1	10
58649	KY	F	521	258	371	0	13218	0	87	330	315	8.75	0	2201	C2	10
47371	AL	F	288	129	167	0	7079	0	96	164	131	5.285714286	0	2107	C3	5
26887	GA	F	914	522	560	1	17163	3	30	542	540	25	28	4801	S1	30
80577	WI	F	466	270	354	0	11581	2	78	309	318	11.66666667	0	6001	0	10
61933	IN	M	534	292	388	2	13534	5	70	306	363	20	0	0	C2	20
174358	OR	M	1550	456	709	24	22772	8	39	613	549	17.5	1	4201	S2	10
133555	ID	F	575	231	269	0	9659	5	58	245	248	15	0	4701	T2	21
82457	MN	F	687	230	267	0	11087	6	73	219	261	4.592105263	0	5301	U3	5
23065	SC	F	810	408	469	1	15766	3	53	421	455	12.83333333	0	4809	S1	20
88856	IL	F	2347	615	870	68	61923	13	63	736	786	3.055555556	2	3501	S1	4
168393	CA	M	2298	290	322	72	13270	21	51	302	308	25	4	4001	U2	25
143936	CA	M	4956	805	1058	95	64234	15	31	1081	861	32.5	1	5101	U1	55
86436	ND	M	857	245	320	0	12951	0	62	282	275	5.628571429	1	3011	S2	5
138311	AZ	Female	1708	437	684	36	29098	7	19	586	551	9.769230769	2	1403	S1	20
123469	TX	M	561	493	540	1	16623	5	68	529	506	5.2	0	0	T2	5
135341	AZ	Female	700	205	295	0	12713	9	12	221	276	12.85714286	0	0	C2	12
33284	FL	M	696	303	369	1	11637	1	65	339	323	22.5	1	3001	C1	20
180837	WA	male	1039	279	435	4	15485	2	58	376	338	25	1	3101	C2	50
37747	FL	M	1909	473	779	45	25255	32	34	688	648	13.375	1	6006	U1	18
108983	LA	M	535	165	199	0	7220	0	92	154	200	12	0	2412	C2	17
34591	FL	M	835	413	410	0	14004	7	20	414	429	19.66666667	1	3401	S2	23
100691	MO	M	553	196	236	0	9705	1	76	193	236	4	0	1305	C3	5
95347	IL	M	652	247	381	0	13469	1	72	354	306	8.222222222	1	3705	T2	7
14717	CO	F	1125	205	131	0	21600	3	26	138	281	6.458333333	28	2610	U2	15
63612	IN	F	416	209	243	0	10117	0	76	221	229	13.5	0	6801	C2	18
21097	NC	M	623	273	319	0	10923	2	53	300	293	15	1	0	T2	25
178598	WA	F	1516	519	548	16	20117	17	44	555	527	4.166666667	0	4701	S1	4
81630	WI	F	182	78	209	0	8279	2	59	181	126	4.352941177	0	0	C3	12
57087	KY	M	821	259	334	1	10613	1	80	298	304	11.66666667	1	4601	R2	15
81985	WI	male	486	274	336	0	11085	0	83	327	289	7.545454545	0	6611	R2	14
148795	CA	M	2259	557	603	71	18914	18	48	567	600	6.4	0	5401	S1	10
78778	WI	male	659	315	399	0	14721	9	83	365	356	13.16666667	1	2706	S2	21
121256	TX	M	423	294	360	0	10114	6	73	323	322	9.695652174	1	0	S3	15
177041	OR	F	661	259	327	3	11461	1	47	286	292	12.5	2	0	R2	15
141209	CO	M	660	203	262	0	12060	10	43	238	223	15.33333333	0	0	S2	10
75346	IA	M	349	228	311	0	10584	4	76	308	259	8.111111111	0	2801	R2	15
187318	NC	female	550	249	360	1	12591	2	79	356	293	12.5	0	0	T2	18
22119	NC	M	508	193	280	5	9443	0	74	224	245	9.428571429	1	1902	R2	10
22149	NC	M	639	228	333	2	12224	1	77	269	289	9.25	1	0	R2	20
32622	FL	M	533	201	286	4	10597	3	25	230	256	23.83333333	1	805	R2	47
76758	IA	F	275	282	331	0	11044	0	89	319	288	5.916666667	0	2801	R2	10
161838	CA	F	1953	304	380	47	13811	25	43	353	337	13.5	0	4212	C2	14
70863	MI	M	494	269	373	0	12815	1	93	331	316	6.571428571	1	1803	R2	20
143996	CA	F	5951	1184	1093	99	80928	25	36	1330	1060	7.083333333	28	4912	S1	10
4314	IL	F	678	267	370	1	11401	0	63	288	352	5.448275862	0	2210	U2	6
5835	MN	F	404	256	347	0	11126	1	88	295	304	10.54761905	28	0	R2	30
3891	TX	F	283	212	333	0	9043	0	60	291	288	19.16666667	2	1501	T2	25
87775	IL	F	1554	615	737	25	22600	6	77	663	689	14.5	0	4908	U1	20
9727	CA	F	5908	1122	1088	98	81205	8	48	1267	991	81.25	0	4201	U1	25
188841	NM	F	848	219	390	1	14894	6	30	288	299	16	28	0	C1	10
15046	NC	female	595	289	381	0	13060	0	85	346	330	2.636363636	0	3801	R2	10
43781	FL	M	1069	198	367	7	16759	5	15	257	308	6.125	1	3001	C2	10
182319	WA	male	874	355	418	2	13393	1	58	370	389	4.04	2	1406	C2	10
130369	CO	F	1017	496	554	0	21385	1	47	510	537	18.17647059	28	4106	S1	50
147758	CA	F	5643	772	971	98	55164	7	36	939	828	13.33333333	0	0	U1	25
18761	NC	female	714	425	432	0	13695	4	60	434	419	9.083333333	0	4801	T2	15
104234	MO	M	915	506	561	1	18191	0	60	513	559	9.142857143	0	5507	S1	18
30185	GA	F	748	352	423	1	13998	1	62	372	369	10	0	6401	T2	30
30907	GA	M	803	450	597	2	21132	8	41	495	547	15	1	0	T2	15
105371	KS		208	201	296	0	11136	0	79	242	255	17.17647059	0	3204	R3	20
57058	KY	M	432	174	279	1	8763	0	73	230	223	11.1	0	2001	R2	25
160851	CA	M	1485	399	469	4	15254	9	60	478	432	12.875	0	4004	C2	16
163546	CA	M	4169	540	667	95	24535	29	41	670	570	11.85714286	1	4301	U1	15
176053	OR	M	0	0	0	0	0	0	0	0	0	9	1	4210	U3	12
149534	CA	F	5000	850	931	98	39028	16	42	931	862	25	28	0	S1	30
156152	CA	F	1115	313	391	4	16625	9	37	340	354	11.4375	2	2501	T2	16
67177	MI	F	709	504	539	0	17801	2	79	515	522	9.9375	0	2609	S2	12
