Source,Region,Sub-Region,Country,Drug-Group,Drug,SpecificDrugName,DrugState,Measurement,Sale ON,Typical average,From start ,To end,Purity,Type in which purity was checked,Year
ARQ,Americas,North America,Canada,Opioids,Heroin,,,Gram,Street,,107.1975502,459.4180725,,Price,2017
ARQ,Americas,North America,Canada,Cocaine-type,Cocaine salts,,,Gram,Street,76.56967874,,,,Price,2017
ARQ,Americas,North America,Canada,ATS,Methamphetamine,,,Gram,Street,,22.97090362,114.8545181,,Price,2017
ARQ,Americas,North America,Canada,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,9.188361449,2.297090362,15.31393575,,Price,2017
ARQ,Africa,East Africa,Kenya,Cannabis-type,Marijuana (herb),,,Gram,Street,0.290393778,0.241994815,0.387191704,,Price,2017
ARQ,Africa,East Africa,Kenya,Opioids,Heroin,,,Gram,Street,29.03937777,24.19948148,29.03937777,,Price,2017
ARQ,Africa,East Africa,Kenya,Cocaine-type,Cocaine salts,,,Gram,Street,38.71917036,38.71917036,43.55906666,,Price,2017
ARQ,Americas,North America,United States of America,Cannabis-type,Marijuana (herb),,,Pound,Wholesale,,200,8300,,Price,2017
ARQ,Americas,North America,United States of America,Cannabis-type,Marijuana (herb),,,Ounce,Street,,40,1800,,Price,2017
ARQ,Americas,North America,United States of America,Cannabis-type,Hashish (resin),,,Pound,Wholesale,,7700,8000,,Price,2017
ARQ,Americas,North America,United States of America,Cannabis-type,Hashish (resin),,,Ounce,Street,,150,350,,Price,2017
ARQ,Americas,North America,United States of America,Cannabis-type,Marijuana (herb),Mexican,,Pound,Wholesale,,80,5000,,Price,2017
ARQ,Americas,North America,United States of America,Cannabis-type,Marijuana (herb),Mexican,,Ounce,Street,,10,700,,Price,2017
ARQ,Americas,North America,United States of America,Opioids,Heroin,Black tar heroin,,Kilogram,Wholesale,,10000,100000,,Price,2017
ARQ,Americas,North America,United States of America,Opioids,Heroin,Black tar heroin,,Gram,Street,,17,400,,Price,2017
ARQ,Americas,North America,United States of America,Opioids,Heroin,South American heroin,,Kilogram,Wholesale,,10000,100000,,Price,2017
ARQ,Americas,North America,United States of America,Opioids,Heroin,South American heroin,,Gram,Street,,45,500,,Price,2017
ARQ,Americas,North America,United States of America,Opioids,Heroin,Southwest Asia,,Kilogram,Wholesale,50000,,,,Price,2017
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,,4000,50000,,Price,2017
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine salts,,,Gram,Street,,17,1200,,Price,2017
ARQ,Americas,North America,United States of America,Cocaine-type,Crack,,,Kilogram,Wholesale,,13000,45000,,Price,2017
ARQ,Americas,North America,United States of America,Cocaine-type,Crack,,,Gram,Street,,15,500,,Price,2017
ARQ,Americas,North America,United States of America,ATS,Amphetamine,,,Pound,Wholesale,,2400,40000,,Price,2017
ARQ,Americas,North America,United States of America,ATS,Amphetamine,,,Gram,Street,,6,400,,Price,2017
ARQ,Americas,North America,United States of America,ATS,Methamphetamine,,,Pound,Wholesale,,1500,55000,,Price,2017
ARQ,Americas,North America,United States of America,ATS,Methamphetamine,,,Gram,Street,,10,400,,Price,2017
ARQ,Americas,North America,United States of America,ATS,Ecstasy-type substances,,,Kilogram,Wholesale,,6000,36000,,Price,2017
ARQ,Americas,North America,United States of America,ATS,Ecstasy-type substances,,,Pill,Street,,1,80,,Price,2017
ARQ,Americas,North America,United States of America,Hallucinogens,LSD,,,Dose,Street,,2,20,,Price,2017
ARQ,Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,PCP (Phencyclidine),,Ounce,Street,,150,300,,Price,2017
ARQ,Americas,North America,United States of America,Substances not under international control,GBL,,,Ounce,Street,,3,6,,Price,2017
ARQ,Americas,North America,United States of America,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamax,,Ounce,Street,,900,1800,,Price,2017
ARQ,Americas,North America,United States of America,Sedatives and Tranquillizers,GHB,,,"Gallons (US, liquid)",Wholesale,,700,3500,,Price,2017
ARQ,Americas,North America,United States of America,Sedatives and Tranquillizers,GHB,,,Ounce,Street,,20,30,,Price,2017
DAINAP,Asia,East and South-East Asia,Cambodia,Cannabis-type,Marijuana (herb),,,Gram,Street,,10,20,,Price,2017
DAINAP,Asia,East and South-East Asia,Cambodia,Opioids,Heroin,,,Gram,Street,20,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Cambodia,ATS,Methamphetamine,,,Gram,Street,20,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Cambodia,ATS,Methamphetamine,,Tablets,Tablet,Street,3,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Cambodia,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,30,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Cambodia,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Gram,Street,23,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,,29.3521968,264.1697712,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,Cannabis-type,Marijuana (herb),,,Gram,Street,,146.760984,528.3395424,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,Opioids,Heroin,,,Gram,Street,,44.0282952,49.89873456,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,ATS,Methamphetamine,,,Kilogram,Wholesale,,10273.26888,23481.75744,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,ATS,Methamphetamine,,,600 milligram,Street,,11.74087872,102.7326888,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,ATS,Methamphetamine,,Tablets,Tablet,Street,,0.73380492,4.40282952,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,,11.74087872,13.20848856,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Unit,Street,,2.93521968,23.48175744,,Price,2017
DAINAP,Asia,East and South-East Asia,Thailand,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Bottles,Street,,14.6760984,44.0282952,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,8000,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,Cannabis-type,Marijuana (herb),,,Gram,Street,10,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,Opioids,Heroin,,,350 gr,Wholesale,,6900,7500,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,Opioids,Heroin,,,Gram,Street,,31,33,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,ATS,Methamphetamine,,Tablets,1000  tablets,Wholesale,2000,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,ATS,Methamphetamine,,Tablets,Tablet,Street,4,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Wholesale,6000,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,ATS,Ecstasy-type substances,,,Tablet,Street,8,,,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Kilogram,Wholesale,,17000,18000,,Price,2017
DAINAP,Asia,East and South-East Asia,Viet Nam,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Gram,Street,35,,,,Price,2017
ARQ,Africa,West and Central Africa,Central African Republic,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,1.710796637,1.710796637,5.13238991,,Price,2017
ARQ,Africa,West and Central Africa,Central African Republic,Cannabis-type,Marijuana (herb),,,Gram,Street,0.342159327,0.171079664,0.855398318,,Price,2017
ARQ,Africa,West and Central Africa,Central African Republic,Opioids,Heroin,,,Kilogram,Wholesale,5987.788228,427.6991592,7698.584865,,Price,2017
ARQ,Africa,West and Central Africa,Central African Republic,Opioids,Heroin,,,Gram,Street,59.87788228,42.76991592,109.4909847,,Price,2017
ARQ,Africa,West and Central Africa,Central African Republic,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,4276.991592,307.9433946,59877.88228,,Price,2017
ARQ,Africa,West and Central Africa,Central African Republic,Cocaine-type,Cocaine salts,,,Gram,Street,42.76991592,34.21593273,59.87788228,,Price,2017
ARQ,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,419.5582764,184.7111909,527.7462596,,Price,2017
ARQ,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Opioids,Heroin,,,Kilogram,Wholesale,4644.167084,2374.858168,6332.955115,,Price,2017
ARQ,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Opioids,Opium,,,Kilogram,Wholesale,628.0180489,395.8096947,791.6193894,,Price,2017
ARQ,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),ATS,Methamphetamine,,,Kilogram,Wholesale,8852.943505,6596.828245,11874.29084,,Price,2017
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type,Marijuana (herb),,,Gram,Street,22.4466898,22.4466898,28.05836225,,Price,2017
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type,Hashish (resin),,,Gram,Street,23.28844067,19.64085357,25.25252602,,Price,2017
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type,Other types of cannabis,,,Joint,Street,8.417508674,8.417508674,8.417508674,,Price,2017
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,,Gram,Street,29.18069674,14.02918112,25.81369327,,Price,2017
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine salts,,,Gram,Street,42.64871062,22.4466898,56.1167245,,Price,2017
ARQ,Europe,Western and Central Europe,Malta,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,9.539843164,7.856341429,10.10101041,,Price,2017
ARQ,Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type,Marijuana (herb),,,10 gram,Street,,93.79509128,108.2251053,,Price,2017
ARQ,Asia,East and South-East Asia,Brunei Darussalam,ATS,Methamphetamine,,,Gram,Street,140.6926369,,,,Price,2017
ARQ,Asia,East and South-East Asia,Brunei Darussalam,ATS,Ecstasy-type substances,,,Tablet,Street,21.64502106,,,,Price,2017
ARQ,Asia,East and South-East Asia,Brunei Darussalam,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Gram,Street,36.07503511,,,,Price,2017
ARQ,Europe,Western and Central Europe,Netherlands,Cannabis-type,Marijuana (herb),,,Gram,Street,11.48148183,5.52188569,14.11896788,,Price,2017
ARQ,Europe,Western and Central Europe,Netherlands,Cannabis-type,Hashish (resin),,,Gram,Street,9.876543511,9.876543511,10.28058393,,Price,2017
ARQ,Europe,Western and Central Europe,Netherlands,Cocaine-type,Cocaine salts,,,Gram,Street,56.1167245,14.02918112,112.233449,,Price,2017
ARQ,Europe,Western and Central Europe,Netherlands,ATS,Amphetamine,,Powder,Gram,Street,7.856341429,1.12233449,56.1167245,,Price,2017
ARQ,Europe,Western and Central Europe,Netherlands,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Street,4489.33796,561.167245,16835.01735,,Price,2017
ARQ,Europe,Western and Central Europe,Netherlands,Hallucinogens,LSD,,,Unit,Street,8.193041776,,,,Price,2017
ARQ,Americas,South America,Paraguay,Cocaine-type,Coca paste/cocaine base,Coca paste,,Kilogram,Farmgate,2200,1900,2500,,Price,2017
ARQ,Americas,South America,Paraguay,Cannabis-type,Marijuana (herb),,,Kilogram,Farmgate,17,6,25,,Price,2017
ARQ,Americas,South America,Paraguay,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,17,6,25,,Price,2017
ARQ,Americas,South America,Paraguay,Cannabis-type,Marijuana (herb),,,Gram,Street,2,1,5,,Price,2017
ARQ,Americas,South America,Paraguay,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,20,9,40,,Price,2017
ARQ,Americas,South America,Paraguay,Cannabis-type,Hashish (resin),,,Gram,Street,4,2,10,,Price,2017
ARQ,Americas,South America,Paraguay,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,3600,2700,5000,,Price,2017
ARQ,Americas,South America,Paraguay,Cocaine-type,Cocaine salts,,,Gram,Street,18,16,22,,Price,2017
ARQ,Americas,South America,Paraguay,Cocaine-type,Coca paste/cocaine base,,,Kilogram,Wholesale,2200,1500,2500,,Price,2017
ARQ,Americas,South America,Paraguay,Cocaine-type,Other coca/cocaine type,,,Dose,Street,5,4,7,,Price,2017
ARQ,Africa,North Africa,Sudan,Cannabis-type,Marijuana (herb),Bango,,Kilogram,Wholesale,380.2807085,345.709735,449.4226555,,Price,2017
ARQ,Africa,North Africa,Sudan,Cannabis-type,Marijuana (herb),Bango,,Gram,Street,1.071700178,1.037129205,1.244555046,,Price,2017
ARQ,Africa,North Africa,Sudan,Opioids,Heroin,,,Gram,Street,207.425841,172.8548675,241.9968145,,Price,2017
ARQ,Africa,North Africa,Sudan,Cocaine-type,Cocaine salts,,,Gram,Street,207.425841,172.8548675,241.9968145,,Price,2017
ARQ,Africa,North Africa,Sudan,ATS,Amphetamine,,Tablets,1000  tablets,Wholesale,1382.83894,1382.83894,2074.25841,,Price,2017
ARQ,Africa,North Africa,Sudan,ATS,Amphetamine,,Tablets,Tablet,Street,2.76567788,4.14851682,5.185646025,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,3017.501608,1508.750804,6035.003215,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type,Hashish (resin),,,Gram,Street,7.543754019,6.035003215,15.08750804,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,Heroin no 2 (Heroin base),,Kilogram,Wholesale,45262.52412,15087.50804,60350.03215,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,Heroin no 2 (Heroin base),,Gram,Street,105.6125563,75.43754019,150.8750804,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,45262.52412,12070.00643,75437.54019,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine salts,,,Gram,Street,105.6125563,75.43754019,181.0500965,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,ATS,Amphetamine,,,Kilogram,Wholesale,3771.87701,1508.750804,7543.754019,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,ATS,Amphetamine,,,Gram,Street,15.08750804,7.543754019,30.17501608,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Wholesale,,1508.750804,3017.501608,,Price,2017
ARQ,Europe,Western and Central Europe,Denmark,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,4.526252412,3.77187701,15.08750804,,Price,2017
ARQ,Africa,North Africa,Egypt,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,,83.74742107,111.6632281,,Price,2017
ARQ,Africa,North Africa,Egypt,Cannabis-type,Marijuana (herb),,,Packages,Street,,1.116632281,1.674948421,,Price,2017
ARQ,Africa,North Africa,Egypt,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,,2791.580702,3349.896843,,Price,2017
ARQ,Africa,North Africa,Egypt,Cannabis-type,Hashish (resin),,,Kersh,Street,,13.95790351,16.74948421,,Price,2017
ARQ,Africa,North Africa,Egypt,Opioids,Heroin,,,Kilogram,Wholesale,,5583.161405,8374.742107,,Price,2017
ARQ,Africa,North Africa,Egypt,Opioids,Heroin,,,Gram,Street,,6.978951756,9.770532458,,Price,2017
ARQ,Africa,North Africa,Egypt,Opioids,Opium,,,Kilogram,Wholesale,,2512.422632,2791.580702,,Price,2017
ARQ,Africa,North Africa,Egypt,Opioids,Opium,,,Kersh,Street,,11.16632281,13.95790351,,Price,2017
ARQ,Africa,North Africa,Egypt,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,,44665.29124,55831.61405,,Price,2017
ARQ,Africa,North Africa,Egypt,Cocaine-type,Cocaine salts,,,Gram,Street,,44.66529124,66.99793686,,Price,2017
ARQ,Africa,North Africa,Egypt,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Wholesale,,13957.90351,16749.48421,,Price,2017
ARQ,Africa,North Africa,Egypt,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,,16.74948421,19.54106492,,Price,2017
ARQ,Africa,North Africa,Egypt,Cannabis-type,Marijuana (herb),Mr. Nice guy,,Kilogram,Wholesale,,5583.161405,8374.742107,,Price,2017
ARQ,Africa,North Africa,Egypt,Cannabis-type,Marijuana (herb),Mr. Nice guy,,Pill,Street,,13.95790351,16.74948421,,Price,2017
ARQ,Africa,North Africa,Egypt,ATS,Methamphetamine,Ice,,Kilogram,Wholesale,,27915.80702,41873.71053,,Price,2017
ARQ,Africa,North Africa,Egypt,ATS,Methamphetamine,Ice,,Gram,Street,,55.83161405,83.74742107,,Price,2017
ARQ,Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Tramadol,,10 tablets,Wholesale,,2.233264562,2.791580702,,Price,2017
ARQ,Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Tramadol,,Tablet,Street,,0.27915807,0.446652912,,Price,2017
WDR 2019 Pre-pub response.,Europe,Western and Central Europe,Greece,Cannabis-type,Hashish (resin),,,Gram,Street,28.05836225,16.83501735,39.28170715,,Price,2017
WDR 2019 Pre-pub response.,Europe,Western and Central Europe,Greece,Cannabis-type,Marijuana (herb),,,Gram,Street,14.59034837,8.978675919,20.20202082,,Price,2017
WDR 2019 Pre-pub response.,Europe,Western and Central Europe,Greece,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,1683.501735,1122.33449,2244.66898,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,ATS,Ecstasy-type substances,,,Tablet,Street,12.30541588,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,ATS,Methamphetamine,,,Tablet,Street,11.46026369,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Hallucinogens,LSD,,,Dose,Street,13.75907765,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Hallucinogens,Other Hallucinogens,"2C-B (4-bromo-2,5-dimethoxyphenethylamine)",,Tablet,Street,23.63045522,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Sedatives and Tranquillizers,Benzodiazepines,Clonazepam,,Tablet,Street,4.090536598,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,173.8985146,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,1504.201867,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Opioids,Heroin,,,Kilogram,Wholesale,6073.939757,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Opioids,Illicit morphine,,,Kilogram,Wholesale,3956.022176,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Opioids,Opium,Latex,,Kilogram,Wholesale,739.6095843,,,,Price,2017
WDR 2019 Pre-pub response.,Americas,South America,Colombia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,113.353347,,,,Price,2016
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opium,,,Kilogram,Farmgate,1800,1500,2000,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,1000,500,1500,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Marijuana (herb),,,Gram,Street,1.5,1,2,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,2000,1200,2400,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Hashish (resin),,,Gram,Street,3.5,3,4,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Heroin,,,Kilogram,Wholesale,8000,6000,10000,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Heroin,,,Gram,Street,15,13,18,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,43,,,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Substances not under international control,Synthetic cathinones,alpha-pyrrolidinovalerophenone (alpha-PVP),,Kilogram,Wholesale,34285,22800,42800,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Substances not under international control,Synthetic cathinones,alpha-pyrrolidinovalerophenone (alpha-PVP),,Gram,Street,55,35,85,,Price,2017
WDR 2019 Pre-pub response.,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,ATS,Methamphetamine,,,Gram,Street,401.6,,,,Price,2017
WDR 2019 Pre-pub response.,Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Cocaine-type,Crack,,,Gram,Street,293.3333333,,,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,ATS,Amphetamine,,,Gram,Street,34.5,27.6,41.4,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,9,5.5,12.1,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,Cannabis-type,Hashish (resin),,,Gram,Street,12,5.5,17,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,Cannabis-type,Marijuana (herb),,,Gram,Street,4,1,8.6,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,Cocaine-type,Cocaine salts,,,Gram,Street,155,90,220,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,Hallucinogens,LSD,,,Gram,Street,9.7,8.6,12.1,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,Opioids,Heroin,,,Gram,Street,94.85,59.5,110,,Price,2017
WDR 2019 Pre-pub response.,Europe,Eastern Europe,Ukraine,Opioids,Opium,,,Gram,Street,4,1.8,6,,Price,2017
WDR 2019 Pre-pub response.,Asia,Near and Middle East/ South-West Asia,Lebanon,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,,35000,60000,,Price,2017
WDR 2019 Pre-pub response.,Asia,Near and Middle East/ South-West Asia,Lebanon,ATS,Amphetamine,Captagon,,Tablet,Street,,10,20,,Price,2017
WDR 2019 Pre-pub response.,Asia,Near and Middle East/ South-West Asia,Lebanon,Hallucinogens,LSD,,,Tablet,Street,,15,20,,Price,2017
WDR 2019 Pre-pub response.,Asia,Near and Middle East/ South-West Asia,Lebanon,ATS,Ecstasy-type substances,,,Tablet,Street,,15,20,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,ATS,Amphetamine,,Tablets,Tablet,Wholesale,20,10,30,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,700,550,1100,,Price,2017
ARQ,Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,800,400,1300,,Price,2017
ARQ,Asia,East and South-East Asia,China,Opioids,Heroin,,,Gram,Wholesale,,22.40896361,81.0850657,,Price,2017
ARQ,Asia,East and South-East Asia,China,Opioids,Heroin,,,Gram,Street,,103.1991745,132.684653,,Price,2017
ARQ,Asia,East and South-East Asia,China,Cocaine-type,Cocaine salts,,,Gram,Street,88.45643531,,,,Price,2017
ARQ,Americas,Caribbean,Bahamas,Cannabis-type,Marijuana (herb),,,Pound,Wholesale,1000,,,,Price,2018
ARQ,Americas,Caribbean,Bahamas,Cannabis-type,Marijuana (herb),,,Gram,Street,5,,,,Price,2018
ARQ,Americas,Caribbean,Bahamas,Cannabis-type,Hashish (resin),,,Pound,Wholesale,10000,,,,Price,2018
ARQ,Americas,Caribbean,Bahamas,Cannabis-type,Hashish (resin),,,250 milligram,Street,20,,,,Price,2018
ARQ,Americas,Caribbean,Bahamas,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,15000,,,,Price,2018
ARQ,Americas,Caribbean,Bahamas,Cocaine-type,Cocaine salts,,,250 milligram,Street,10,,,,Price,2018
ARQ,Americas,Caribbean,Bahamas,ATS,Ecstasy-type substances,,,Pill,Wholesale,50,,,,Price,2018
ARQ,Africa,Southern Africa,Zambia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,300,200,500,,Price,2018
ARQ,Africa,Southern Africa,Zambia,Cannabis-type,Marijuana (herb),,,Gram,Street,50,30,100,,Price,2018
ARQ,Africa,Southern Africa,Zambia,ATS,Methamphetamine,,Tablets,Kilogram,Wholesale,250000,200000,400000,,Price,2018
ARQ,Africa,Southern Africa,Zambia,Precursors,Other precursors,Ephedrine+Pseudo-ephedrine+Acetic Anhyrdide,,Kilogram,Wholesale,25000,20000,30000,,Price,2018
ARQ,Africa,Southern Africa,Zambia,Precursors,Other precursors,Ephedrine+Pseudo-ephedrine+Acetic Anhyrdide,,Gram,Street,40,30,50,,Price,2018
ARQ,Africa,Southern Africa,Zambia,Substances not under international control,Plant-based NPS,Khat,,Kilogram,Wholesale,1500,1000,2000,,Price,2018
ARQ,Africa,Southern Africa,Zambia,Substances not under international control,Plant-based NPS,Khat,,Gram,Street,2,1,3,,Price,2018
ARQ,Europe,South-Eastern Europe,Albania,Other miscellaneous,Other miscellaneous,,,Kilogram,Farmgate,236.1275081,236.1275081,826.4462782,,Price,2018
ARQ,Europe,South-Eastern Europe,Albania,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,,236.1275081,826.4462782,,Price,2018
ARQ,Europe,South-Eastern Europe,Albania,Cannabis-type,Marijuana (herb),,,Gram,Street,1.18063754,1.18063754,1.77095631,,Price,2018
ARQ,Europe,South-Eastern Europe,Albania,Opioids,Heroin,Brown,,Gram,Street,9.445100322,5.903187701,11.8063754,,Price,2018
ARQ,Europe,South-Eastern Europe,Albania,Cocaine-type,Cocaine salts,,,Gram,Street,94.45100322,70.83825242,106.2573786,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,3019.323638,3019.323638,3019.323638,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),,,Gram,Street,8.454106188,4.830917822,12.07729455,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Hashish (resin),,,Gram,Street,21.13526547,18.11594183,24.15458911,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),Imported,,Kilogram,Wholesale,3804.347784,3019.323638,4528.985458,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Opioids,Heroin,,,Kilogram,Wholesale,18115.94183,15096.61819,21135.26547,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,49818.84003,48309.17822,51328.50185,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine salts,,,Gram,Street,78.5024146,60.38647277,96.61835643,,Price,2018
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Amphetamine,,,Kilogram,Wholesale,2264.492729,1811.594183,2717.391275,,Price,2018
