lon,lat,locality,year,month,kingdom,class,family,genus,species
,,Wayside Park,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Wayside Park,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"St. Joshep Sound, Dunedin, Victoria Drive",1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Østmarkneset,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,Praia Pajuçara,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Praia de Pajucara,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Praia de Pajucara,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.55649,44.49181,Ketch Harbour,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.55649,44.49181,Ketch Harbour,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.951709,44.526429,Paddys Head,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Sandwich Point,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-63.951709,44.526429,Paddys Head,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-63.532856,44.485059,Gill Cove,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
-63.56103,44.47356,Sandy Cove,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-63.55649,44.49181,Ketch Harbour,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-63.532856,44.485059,Gill Cove,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-63.951709,44.526429,Paddys Head,1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,,1965,1.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
,,,1965,1.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
,,,1965,1.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
,,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
-70.712429,43.058681,"Fort Stark, Newcastle, NH",1965,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-82.634316,27.967289,"Courtney Campbell Causeway,",1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Newcastle.,1965,1.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"Rocks. Littoral pool. Guanajibo, Mayaguex, west coast of Puerto Rico.",1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,Praia Pajuçara.,1965,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
139.853762,35.24005,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.853762,35.24005,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.853762,35.24005,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.853762,35.24005,,1965,1.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,"Shark Shoal Jetty, Morehead City",1965,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,"Shark Shoal Jetty, Morehead City",1965,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-63.6669,44.447123,Black Rock,1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.91471,44.49738,Peggys Cove,1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.6669,44.447123,Black Rock,1965,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Laguna de Terminos,1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,Provincie: Zeeland. Katse Veer. Noordoever. Opname: 65106j-1965.,1965,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"Zeeland, Zilveren schor, Zilveren schor, Veerse Meer.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Provincie: Zeeland. Sas van Goes. Oosterscheldezijde, glooiing en getijdepoel. Westzijde. Opname: 65110b-1965.",1965,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"Zeeland, Wilhelminapolder, Zuid-Beveland, Zandkreekdam, Veersche Meer-zijde, in de hoek Wilhelminapolder en iv. bij kabelbord.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Geersdijk, Noord-Beveland, Havenglooiing bij kustlicht.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Veere, Walcheren, Haven, buitenkant west.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Strijenham, Dijkglooiing en pier.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Thoornpolder, Noord-Beveland, Thoornpolder-Vlietepolder, glooiing en pier.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Wolphaartsdijk, Zuid-Beveland, Oesterput ten W. van Wolphaartsdijk.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Provincie: Zeeland. Sas van Goes. Oosterscheldezijde, glooiing en getijdepoel westzijde.",1965,2.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata (L.) Decne. & Thur.
,,"Zeeland, Sas van Goes, Oosterscheldezijde, glooing en getijdepoel, westzijde.",1965,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"Zeeland, Strijenham, Dijkglooiing en pier.",1965,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"Zeeland, Vrouwenpolder, Hoek vrouwenpolder, Veersche Gat-dam, Veersche Meer-zijde.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Willem Adriaan Polder, Noord-Beveland, Glooiing paal 0.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Kortgene en glooiing.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Zeeland, Strijenham, Dijkglooiing en pier.",1965,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,Provincie: Zeeland. Strijenham. Dijkglooiing en pier.,1965,2.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
,,"Zeeland, Strijenham, Dijkglooiing en pier.",1965,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Inamuragasaki,1965,3.0,Plantae,Florideophyceae,Halymeniaceae,Grateloupia,Grateloupia turuturu Yamada
,,Same,1965,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Rhodymenia palmata (Linnaeus) Greville
,,Same,1965,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Rhodymenia palmata (Linnaeus) Greville
,,,1965,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
,,"St. Joseph's Sound, Dunedin, Gulf of Mexico",1965,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Municipio de san-andres Tuxtla, punta organo",1965,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,Flak [= Flakk].,1965,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
-63.55649,44.49181,Ketch Harbour,1965,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.57143,44.57209,Herring Cove,1965,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.57143,44.57209,Herring Cove,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta (L.) Grev.
,,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiri-ga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Enoshima,1965,3.0,Plantae,Florideophyceae,Halymeniaceae,Grateloupia,Grateloupia turuturu Yamada
,,"Punta Organo, San Andres Tuxtla",1965,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-62.724407,45.758863,"Caribou Island, NS",1965,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,"Cape Conran, East Gippsland.",1965,3.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
141.605819,40.525283,Same,1965,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) Kuntze
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.506131,35.305389,Shichiriga-hama,1965,3.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
141.605819,40.525283,Same,1965,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) Kuntze
,,,1965,4.0,Plantae,Florideophyceae,Halymeniaceae,Grateloupia,Grateloupia turuturu Yamada
,,Mio,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Mio,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
-6.351547,49.898586,"Scilly, Isles of; Nearest Named Place: Porth Coose Carn",1965,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,"Scilly, Isles of",1965,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata (L.) Gray
,,"Scilly, Isles of",1965,4.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
-6.351547,49.898586,"Scilly, Isles of; Nearest Named Place: Porth Coose Carn",1965,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,The Cove,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata (L.) Decne. & Thur.
,,Porth Coose Carn,1965,4.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum Stackh.
,,The Cove,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata (L.) Decne. & Thur.
,,Porth Coose Carn,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Porth Coose Carn,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,"Point of Rocks, Sarasota",1965,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Porth Coose Carn,1965,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata (L.) Gray
,,Hoe Point,1965,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
,,The Cove,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
,,Porth Coose Carn,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,Praia de Camboriú,1965,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,,1965,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Praia de Itaoca,1965,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.55649,44.49181,Ketch Harbour,1965,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,,1965,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,,1965,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
,,"Byobuiwa, Teuri",1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichirigahama,1965,4.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiriga-hama,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Shichiri-ga-hama,1965,4.0,Plantae,Florideophyceae,Halymeniaceae,Grateloupia,Grateloupia turuturu Yamada
,,"Flora of British Isles. County of Cornwall. By Porth Goose Carn, St. Agnes, Isles of Scilly.",1965,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata (L.) Gray
138.936403,34.666553,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
138.936403,34.666553,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
138.936403,34.666553,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
138.936403,34.666553,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
138.936403,34.666553,Nabeta,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
141.28,44.42,Teuri(Byoubu-iwa),1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
141.295894,44.422564,"Byobuiwa, Teuri Isl.",1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
141.1,38.32,UratokatSuraShima(IShihama-zaki),1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
139.506131,35.305389,Shichiriga-hama,1965,4.0,Chromista,Phaeophyceae,Alariaceae,Undaria,Undaria pinnatifida (Harv.) Suringar
,,Robe,1965,5.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
-21.988,64.151,Seltjarnarnes,1965,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
12.45,55.330002,"Sjælland, Stevns N of Mandehoved",1965,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) Kuntze
12.45,55.330002,"Sjælland, Stevns N of Mandehoved",1965,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) Kuntze
11.43832,58.250709,Blåbärsholmen,1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,Praia da Cal,1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,La Paz,1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"West Seattle, Lincoln Park",1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
,,,1965,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
,,,1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
,,,1965,5.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"West Seattle, Lincoln Park",1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
,,Refugio Beach,1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys dioica Gardn.
,,,1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Refugio Beach,1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys dioica Gardn.
,,,1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
-8.82,42.14,"Baiona, Ría de Vigo",1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
-8.82,42.14,"Baiona, Ría de Vigo",1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
-8.82,42.14,"Baiona, Ría de Vigo",1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
-63.91471,44.49738,Peggys Cove,1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.91471,44.49738,Peggys Cove,1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-63.91471,44.49738,Peggys Cove,1965,5.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta (L.) Grev.
-63.122249,44.691607,Martinique Beach,1965,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
,,Shobuda,1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
-64.491667,48.391667,"Grande-Riviere, Co. Gaspe. En epave face a la Station de Biologie marine",1965,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
-64.491667,48.391667,"Grand-Riviere, Co. Gaspe. a l'ouest du quoai de la Station de Biologie marine",1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
,,Narragansett Pier,1965,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
-145.717678,60.579716,"Shepard Pt., Orca Bay, Pr. Wm. Sound",1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Pt. [Point] Nepean.,1965,5.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"France, Finistére, Roscoff, Chenal de l'He Verta.",1965,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,"Finistere, Roscoff, Chanal de l'Ile Verte.",1965,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
,,"Finistere, Roscoff, Chenal de L'ile Verte.",1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,"Point Lansdale, Vic.",1965,5.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,"Finistere, Roscoff, Chenal de l'île Verte.",1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,"Finistere, Roscoff, Chanel de l'Ile Verte.",1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
,,"France, Finistère, Roscoff.",1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
,,"France, Finistère, Roscoff, Chenal de l'île Verte.",1965,5.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata (L.) Decne. & Thur.
-70.59922,43.248976,,1965,5.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta (L.) Grev.
-70.59922,43.248976,,1965,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
-70.593394,43.253638,Channel in back of Ogunquit Beach,1965,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
141.06335,38.28308,Shobuda,1965,5.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum (Yendo) Fensholt
,,"Rhosneigr, Anglesey",1965,6.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
,,"Rhosneigr, Anglesey",1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,"Rhosneigr, Anglesey",1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
,,"Rhosneigr, Anglesey",1965,6.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata (L.) Decne. & Thur.
11.83,55.68,Bramsnæs Vig,1965,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
10.55,57.43,Frederikshavn,1965,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.0,55.0,Bramsnæs Vig,1965,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Tercera Punta de Vicedo. Ría do Barqueiro,1965,6.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
-7.68,43.75,Roca final de playa Longa (Vicedo - Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Ría del Barqueiro. Más afuera del puerto del Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Ría del Barqueiro. Más afuera del puerto del Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Ría del Barqueiro. Más afuera del puerto del Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Roca final de playa Longa (Vicedo - Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Roca final de playa Longa (Vicedo - Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Roca final de playa Longa (Vicedo - Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Roca final de playa Longa (Vicedo - Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Roca final de playa Longa (Vicedo - Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Ría de Vigo,1965,6.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
,,Ría del Barqueiro. Más afuera del puerto del Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Punta de pequeño faro de Vicedo (Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Punta de pequeño faro de Vicedo (Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Punta de pequeño faro de Vicedo (Ría del Barqueiro),1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Cuarta Punta de Vicedo. Ría do Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Cuarta Punta de Vicedo. Ría do Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-7.68,43.75,Cuarta Punta de Vicedo. Ría do Barqueiro,1965,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
