order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD023715,ID0767729251,2019-09-09,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",8995,58.32,-37.8084337,144.9454319,15,7704.07,Spring,False,0.4934,garbage. charge port fails after 6 months. phone is garbage. charge port fails after 6 months. don't buy.,False
ORD061084,ID4061053436,2019-09-16,Bakers,"[('pearTV', 1), ('Alcon 10', 2)]",24210,58.59,-37.8096666,144.9926783,10,21847.59,Spring,False,0.2276,"not a verizon phone it wasn't for verizon phones they said it is for gsm carriers only, not cdma, it will not work with verizon. it will work with any global gsm mobile service provider such as t-mobile, att, etc. so either i have to switch cell users or return the phone. i haven't decided yet.",False
ORD460883,ID0298099723,2019-06-09,Bakers,"[('pearTV', 2), ('Alcon 10', 1), ('Candle Inferno', 1), ('iAssist Line', 1)]",24225,82.39,-37.8016545,144.9785723,0,24307.39,Winter,True,1.7347,long lasting battery i loved it! big screen no buttons a lot of space. front camera flash that's a plus. can't complain. battery last all day after i was watching shows and played game on it.,True
ORD103075,ID0287630692,2019-10-18,Thompson,"[('iStream', 2), ('Alcon 10', 2)]",18200,78.24,-37.8030333,144.946302,10,16458.24,Spring,False,1.0752,four stars phone was great service sucked,True
ORD420866,ID4735836855,2019-06-15,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('Olivia x460', 2)]",5060,63.08,-37.8036771,144.9499644,0,5123.08,Winter,True,1.0333,olivia battery life was bad,False
ORD057521,ID2702095684,2019-07-14,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 1), ('iAssist Line', 2)]",11230,46.89,-37.8109126,144.9904296,10,10153.89,Winter,False,0.4345,bad camera back camera is messed up and there were a lot of scratches when i got it,True
ORD365002,ID4740821319,2019-12-29,Thompson,"[('Candle Inferno', 1), ('pearTV', 1)]",6740,94.11,-37.8033989,144.9497761,25,5149.11,Summer,True,1.0595,five stars good device.,True
ORD428471,ID6167289293,2019-01-20,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Thunder line', 1), ('pearTV', 2)]",22130,76.48,-37.8094864,144.963764,0,22206.48,Summer,False,1.1345,perfect excellent product!,True
ORD489366,ID0762836286,2019-06-19,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,51.04,-37.80348,144.936364,25,3564.79,Winter,False,1.3906,one star this is not an unlocked smartphone.it only works with verizon.i paid $900 .i had to return it.,False
ORD451441,ID4245791607,2019-11-24,Thompson,"[('iStream', 1), ('Toshika 750', 2)]",8790,85.53,-37.8012198,144.9630195,5,967408.88,Spring,False,1.8957,"this phone is great. nice size this phone is great. nice size, very fast. gives you 100gb of cloud space with one drive. great for memo taking, office work and signing documents is an added bonus! the downsize of course is no removable battery and no expanded memory. but otherwise a terrific phone",True
ORD474833,ID0767752599,2019-01-04,Nickolson,"[('Thunder line', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",12690,64.79,-37.8040317,144.9695353,25,9582.29,Summer,False,1.6211,camera makes noise and the heart rate sensor stopped working ... camera makes noise and the heart rate sensor stopped working after a couple weeks and the rotation feature stopped working,False
ORD136412,ID4518401167,2019-10-22,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2)]",3320,99.76,-37.8070107,144.9490826,15,2921.76,Spring,True,0.6547,long battery life really nice phone. the battery lasts a long time,True
ORD333358,ID2191736653,2019-05-15,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('Thunder line', 1), ('Universe Note', 2)]",24340,79.71,-37.8235722,144.9560719,10,21985.71,Autumn,True,1.3084,"great product! only one negative...cases on these phones are just too darned slick. hard to hold when you're an old geezer. otherwise, it has been great! love not having to charge the phone every time i turn around! have not yet set up fingerprint thingamajig....waiting for shock proof cover!",True
ORD401278,ID0248129431,2019-10-19,Thompson,"[('Toshika 750', 1), ('iStream', 2)]",4620,65.7,-37.8240565,145.0159049,10,4223.7,Spring,False,1.3448,"junk! junk! junk! phone came in condition described, but to my surprise the internal battery is junk!!! the phone will battery dump at 35% took it to repair shop and was quoted $75 to replace the battery. the guy said i bought a paperweight. so take that how you will!!! zero stars if possible!",False
ORD282679,ID6197211187,2019-01-08,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('pearTV', 1), ('Olivia x460', 2)]",14390,80.69,-37.8149579,144.9275311,5,13751.19,Autumn,False,1.7369,great phone great phone. my child loves it. was easy to add to my carrier. which is metro by tmobile.,True
ORD167693,ID6197211197,2019-10-23,Thompson,"[('Alcon 10', 1), ('pearTV', 1)]",15260,110.17,-37.8148259,144.9270956,5,14607.17,Spring,True,1.7728,"100% recommended!!!!! just like a new! amazing purchase! no scratches or even lines, the touchscreenreen without a trace nor even a fingerprint; the side bottoms were absolutely fine, so is the home bottom and the back front was clean! i would definitely buy again here!",True
ORD412934,ID4313862241,2019-03-13,Bakers,"[('Thunder line', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",6015,63.9,-37.8184877,144.99459,0,6078.9,Autumn,True,0.9469,i returned the phone because it was described as new ... i returned the phone because it was described as new but something about the screen didn't seem new. it had a wave in it that was noticeable in reflections.,False
ORD301674,ID3072718448,2019-03-24,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 2), ('Toshika 750', 2)]",15460,80.44,-37.8252348,144.9567953,25,11675.44,Autumn,True,1.3433,i love this phone i love this phone. it's pritty easy to get use to but i'm sure i haven't even come close to learning what it is able to do.,True
ORD407975,ID0317535746,2019-04-11,Nickolson,"[('Thunder line', 2), ('pearTV', 2), ('iAssist Line', 1)]",19205,66.23,-37.0201952,144.9633614,15,16390.48,Autumn,True,1.4381,not charging not charging,False
ORD202308,ID0202767927,2019-11-21,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,114.04,-37.8049802,144.9249672,5,4555.29,Spring,True,2.1241,five stars nice,True
ORD086903,ID5563404259,2019-12-21,Bakers,"[('Toshika 750', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",22650,79.74,-37.8165343,145.0089471,15,19332.24,autumn,False,1.4087,great phone great phone,True
ORD232026,ID0495761820,2019-09-02,Bakers,"[('iStream', 2), ('Universe Note', 2), ('pearTV', 2)]",19820,91.34,-37.80231,144.9803506,5,18920.34,Spring,True,1.5637,"poor quality since xp is making phones in china and not finland, or even hungary, you get the crap quality you pay for. this phone is unstable and more often than not freezes up on calls. i won't buy another xp until they break ties with the chinese and return to finland, which will never happen.",False
ORD266257,ID6167344582,2019-11-03,Nickolson,"[('pearTV', 2), ('Universe Note', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",19525,97.32,-37.8158463,144.9724814,0,19622.32,Spring,True,0.4,"2 years now, i review this on my s8+ i love it",True
ORD312372,ID0387266445,2019-04-01,Thompson,"[('iStream', 1), ('Thunder line', 1), ('Toshika 750', 1), ('Universe Note', 2)]",13550,78.11,-37.0645635,144.9534946,5,12950.61,Autumn,True,0.5829,five stars i like the phone but why does it seem so small ?,True
ORD166670,ID1985551131,2019-10-15,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",6015,106.1,-37.8055127,144.9661838,15,5218.85,Summer,True,1.4861,good quality bought this for my fiance and he loves it. works great no issues.,True
ORD225422,ID6167191155,2019-07-18,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",14670,73.4,-37.814639,144.9690426,25,11075.9,Winter,True,0.4426,"don't buy from this dealer. this is the 2nd universe s7 edge i have bought recently off digico, but this one i bought from a different dealer, and it's excellent.",True
ORD121712,ID2400284486,2019-02-16,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",5630,68.55,-37.8198853,144.9650779,5,5417.05,Summer,False,0.4187,"excellent, well worth the price, albeit it was a great price. i love my phone. highly recommended. no problems, no counterfeit, nothing bad to say. i am thrilled with my phone---which i have for almost two years now---and it had a bunch of accessories. i would buy from these people again.",False
ORD267220,ID0030385740,2019-07-03,Bakers,"[('Toshika 750', 1), ('Universe Note', 2), ('Thunder line', 1), ('iAssist Line', 1)]",15625,83.0,-37.8256755,144.9979215,10,14145.5,Winter,True,1.7613,five stars perfect!!!,False
ORD058244,ID6167254907,2019-07-07,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1)]",21350,73.14,-37.817686,144.9662605,15,18220.64,Winter,True,0.3065,five stars excellent,True
ORD027780,ID0387266447,2019-10-26,Thompson,"[('Olivia x460', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",7090,85.48,-37.8103235,144.9530079,10,6466.48,Spring,True,0.5841,teléfono defectuoso teléfono defectuoso viene abierto y trae una línea azul en la pantalla eso indica que la pantalla ya pronto. fallará completa mente,False
ORD271609,ID0122752291,2019-09-17,Thompson,"[('pearTV', 2), ('Alcon 10', 1)]",21570,60.84,-37.8147157,144.9400839,10,19473.84,Spring,False,0.655,this device does not interact with my home filled with pear devices.  how disappointing!,False
ORD113908,ID4847645684,2019-11-08,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",16280,79.35,-37.8157484,145.0091263,5,15545.35,Spring,False,1.904,five stars so good <3,True
ORD080574,ID4544037561,2019-07-09,thompson,"[('Universe Note', 2), ('iStream', 2)]",7200,65.82,-37.8123833,144.9620705,10,6545.82,Winter,False,0.9544,durable great phone,True
ORD374107,ID0635529205,2019-02-09,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",27890,90.66,-37.814045,144.9396343,25,21008.16,Summer,True,0.6714,good price.good phone. good phone for that price,True
ORD042766,ID3924911400,2019-10-20,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",20510,100.72,-37.8126201,144.965171,10,18559.72,Spring,True,0.7686,just like a new alcon x just like a new,True
ORD262488,ID2006034703,2019-04-10,Bakers,"[('pearTV', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",15075,79.79,-37.8013216,145.0010984,0,15154.79,Autumn,True,1.0948,big value for little money replaced an older phone,True
ORD465360,ID0591320179,2019-03-02,Nickolson,"[('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]",28255,80.72,-37.8253884,145.0153092,25,21271.97,Autumn,True,1.3443,perfect there was a tiny scratch on the screen but it’s gone with the screen protector i bought. i’d recommend,True
ORD286712,ID0579501193,2019-11-24,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2)]",6910,73.73,-37.8141301,144.949235,5,6638.23,Spring,False,0.2502,"lovely i prefer lucentrola for devices i plan on unlocking/rooting and this one has been the best from lucents g series, badass",True
ORD049427,ID6167191700,2019-12-13,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('Thunder line', 1), ('Lucent 330S', 1)]",24980,80.56,-37.8189215,144.9548983,25,18815.56,Summer,True,0.9787,one star terrible vendor be careful the phone last exactly 70 daysolivia universe s6 g920t 32gb t-mobile - black sapphire,False
ORD184511,ID0591274456,2019-05-05,Nickolson,"[('pearTV', 2), ('Thunder line', 1), ('Olivia x460', 1), ('Universe Note', 2)]",22925,67.15,-37.8244678,144.9565472,25,17260.9,Autumn,True,1.3171,not a good product last me me lest than a month photo camara started acting up and i couldn't make calls out.,False
ORD077818,ID2096325801,2019-11-01,Thompson,"[('iStream', 1), ('Alcon 10', 1), ('Toshika 750', 2)]",17740,91.08,-37.8008011,144.953491,0,17831.08,Spring,True,1.4372,i bought this for my toddler to keep her busy on road trips or at appointments and she wasn't too fond of it. it's kinda slow and limited to what you can do. one feature i did like is that you can set a profile for kids and they'll only be able to use apps that you designate for them to use.,False
ORD387574,ID1404218659,2019-09-29,Bakers,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,79.92,-37.8016497,144.9874269,5,5038.92,autumn,False,1.1552,i love the size and portability of this. keeps me in touch and having fun.,True
ORD420200,ID2189162941,2019-12-06,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('pearTV', 2)]",865916,92.9,-37.8117454,144.9564037,15,19468.65,Summer,True,0.8274,five stars great phone,True
ORD450897,ID6212685642,2019-10-05,Bakers,"[('Olivia x460', 2), ('pearTV', 2), ('Lucent 330S', 2)]",17530,79.05,-37.8164624,144.9860256,0,648477.6,Spring,False,1.0833,... was a gift to my wife - she just love the olivia this was a gift to my wife - she just love the olivia; addicted to it :-),True
ORD468473,ID6167489462,2019-02-24,Nickolson,"[('ALCON 10', 2), ('istream', 2)]",18200,94.13,-37.815026,144.9608825,10,16474.13,Summer,True,0.8596,"make sure great product, make sure you're gsm service!!",True
ORD321270,ID0711333782,2019-08-19,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",5500,66.16,-37.8060043,144.9572258,5,5291.16,Winter,False,1.1615,the phone is great! the phone came in excellent condition and i liked it so much.,True
ORD267040,ID4927643641,2019-05-13,Thompson,"[('PEARTV', 2), ('CANDLE INFERNO', 1), ('THUNDER LINE', 2), ('ALCON 10', 1)]",26360,66.84,-37.8054636,144.9333753,10,23790.84,Autumn,False,1.4472,s8 plus excellent product arrived on time and as the announcement says. i am very happy.,True
ORD493666,ID0844489306,01 27 2019,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('iAssist Line', 2)]",18300,74.75,-37.8207552,144.9480634,0,18374.75,Summer,False,0.9039,love it received the lucent g very fast and in great shape. had no problems at all with activation or service,True
ORD361759,ID0767645839,2019-07-03,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,66.09,-37.8079991,144.9732055,15,2888.09,Winter,False,1.2225,five stars phone works perfect. thank you,True
ORD215616,ID0419481490,2019-03-21,Bakers,"[('iAssist Line', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",7760,79.46,-37.8182368,144.9961532,0,7839.46,Autumn,True,0.9209,great phone this phone works perfectly thanks,True
ORD074913,ID0529157848,2019-02-27,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2), ('iAssist Line', 1), ('Alcon 10', 1)]",20535,83.99,37.8230927,144.9379385,15,17538.74,Summer,True,1.4107,do not buy bought it thinking i was gonna be able to use it come to find out it would not connect to the pear network tried 3 different stores no one could get it to connect do not waste your money,False
ORD235383,ID6245731028,2019-10-17,Nickolson,"[('IASSIST LINE', 2), ('lucent 330s', 2)]",6910,88.45,-37.8106277,144.9775804,25,5270.95,Spring,True,1.1337,"two stars charger doesn't plug in very well, seems to be damaged.",False
ORD024972,ID0493873181,2019-03-22,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",8995,68.83,-37.8054323,144.9696279,10,8164.33,Autumn,False,1.4652,good good,True
ORD249031,ID4520380523,2019-05-16,Thompson,"[('Universe Note', 1), ('Olivia x460', 1)]",4675,79.09,-37.8127191,144.9568527,25,3585.34,Autumn,True,0.8604,five stars right on time good phone :d,True
ORD113085,ID0245493801,2019-02-06,Thompson,"[('Olivia x460', 2), ('Thunder line', 1)]",2757,84.54,-37.8008617,144.9608163,5,4483.04,Summer,False,1.7862,good phone phone is working good. the only thing is they sent a crappy sim eject tool and not the original tool.,True
ORD073993,ID0356215182,2019-09-20,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Universe Note', 2), ('Olivia x460', 1)]",22970,85.48,-37.8038468,144.9648389,10,20758.48,Spring,False,1.6932,very nice explanation of the product i like everything about it because it’s working like new,False
ORD025094,ID0591259275,2019-02-14,Thompson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,78.96,-37.823947,144.9543146,10,6207.96,Summer,False,1.4074,"as described all in all, the phone was as described, brand new and works like a dream. i bought it for my sister (who is insufferably picky about any little hiccup) but no complaints from her as yet so i'll take it as a good sign. all in all, was quite pleased with the experience.",True
ORD112722,ID0777839234,2019-09-14,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780,107.48,-37.8017388,144.9574225,15,5870.48,Spring,True,1.5201,four stars i love this phone was a good buy.,True
ORD409115,ID0294625076,2019-04-08,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",7725,65.28,-37.8188135,144.9641165,10,7017.78,Autumn,False,0.4785,"great the only reason for the 4 stars is because the phone has a couple of minor scratches in the back, but the product itself works great (by now)",True
ORD328848,ID0052600161,07-13-2019,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('Toshika 750', 1)]",5700,80.75,-37.8019703,144.9584927,25,4355.75,Winter,True,1.5585,great value great picture quality,True
ORD017212,ID0581764017,2019-11-02,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2)]",11400,110.2,-37.8047649,144.9326798,10,10370.2,Spring,True,1.5416,five stars thanks!!,True
ORD128538,ID6167417926,2019-01-23,Thompson,"[('Olivia x460', 1), ('iStream', 2)]",2600,81.84,-37.8155951,144.9580329,15,2291.84,Summer,True,1.0176,"the phone color was altered i bought the white color of this phone. when the phone screen was cracked, i sent it to olivia for repair and olivia discovered that the phone original color was black and someone changed it to white. my warranty was cancelled due to this selfish ideology.",False
ORD494241,ID2189161536,2019-09-11,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('Thunder line', 1), ('pearTV', 1)]",16390,103.7,-37.8176132,144.9591096,0,16493.7,Spring,True,0.9247,good phone but it died love this phone. lasted less than a year.,False
ORD328292,ID0153681683,2019-01-10,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 2)]",4910,102.82,-37.8006194,145.0102248,25,3785.32,Summer,True,1.6818,"good purchase for its pricing. great purchase, seller could have included manual. overall i'm happy with my purchase.",True
ORD151721,ID2189273817,2019-01-21,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('pearTV', 1), ('Alcon 10', 1)]",18860,72.75,-37.819329,144.9611237,10,17046.75,Summer,False,0.7455,five stars good phone,True
ORD205507,ID2143829886,2019-05-06,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Universe Note', 2)]",16770,81.95,-37.8024197,144.934978,5,16013.45,Autumn,True,48.5984,the only thing i don't like is it freezes up n i have to restart ... the only thing i don't like is it freezes up n i have to restart it but other than that i love it,True
ORD244594,ID0361268957,2019-09-26,Bakers,"[('pearTV', 2), ('Universe Note', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",22130,108.92,-37.7989968,144.9778822,25,649193.76,Spring,True,1.9565,love this tablet easy to use and extremely affordable,True
ORD094945,ID4353884085,2019-03-16,Bakers,"[('Alcon 10', 2), ('Toshika 750', 1), ('Lucent 330S', 1), ('Thunder line', 2)]",27810,71.66,-37.8254016,145.0142044,15,23710.16,Autumn,True,2.3926,"and what they sent me is a crap - i can't make calls it was a mistake to purchase this cell phone. do not buy this product. the first divice was replaced due to the microphone issues after 2 month of use. and what they sent me is a crap - i can't make calls, send text messages, applications are not working, the screen is not responding.",False
ORD028604,ID0634783948,2019-04-23,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1), ('pearTV', 2), ('Thunder line', 2)]",20860,80.93,-37.8127528,144.9374607,15,17811.93,Autumn,True,0.845,best purchase ever i hesitated to buy a ph ok ne from digico but omg. the price is way cheaper and the phone works perfectly,True
ORD374251,ID0702363476,2019-03-03,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",4680,80.02,-37.8063005,144.9416009,15,4058.02,Autumn,True,0.857,great deal. excellent on all counts. and far more affordable than pear!,False
ORD289920,ID0702374154,2019-02-14,Thompson,"[('Thunder line', 1), ('iStream', 2)]",2480,72.41,-37.8074988,144.9421199,25,1932.41,Summer,False,66.8512,i like that it respond most of my comands. great product.,True
ORD177535,ID0294622374,2019-06-29,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Toshika 750', 2), ('iStream', 2)]",18020,62.95,-37.8183099,144.9669939,10,16280.95,Winter,False,0.2271,good price excellent perfomance!! good phone!! very fast!! they battery is amazing. the phone came with a screen protector and a cover.,True
ORD139508,ID0207093574,2019-12-21,Bakers,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 1), ('Olivia x460', 2)]",16150,62.7,-37.8036241,145.0079488,5,969651.79,Summer,False,1.3244,"very disappointed battery life is poor, not very user friendly, slow to respond. wish i had sent it back. anticipating a tedious year of use.",False
ORD004602,ID0247010166,2019-05-24,Nickolson,"[('Thunder line', 1), ('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",10460,65.47,-37.8094889,144.9679925,5,10002.47,Autumn,True,1.0229,stolen phone stolen phone. went to sprint and it was flag stolen.,False
ORD004361,ID0777834973,2019-06-09,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220,53.8,-37.8026405,144.9577484,15,18940.8,Winter,False,1.4593,i didnt like this phone because the buttons were hard to press ... i didnt like this phone because the buttons were hard to press down and it hurt after a short while so i gave it away,False
ORD005286,ID0780913213,2019-09-10,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",19560,82.44,-37.8025531,144.9565899,10,17686.44,Spring,False,1.4037,great product triple the minutes item arrived as described except with one small discrepancy...three times the minutes for life! perfect for a child learning responsibility of using a phone!,True
ORD499540,ID6207022859,2019-01-15,Nickolson,"[('iStream', 1), ('Alcon 10', 1), ('Olivia x460', 1), ('Thunder line', 2)]",14685,59.86,-37.8096417,144.971036,0,14744.86,Summer,False,1.0052,"beware: this is not an international model. it needs a pin to unlock the phone region, which is not what as advertised. it should be totally unlocked.",False
ORD366469,ID0846567658,2019-01-28,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910,74.5,-37.8233768,144.969933,15,5098.0,Summer,True,0.5334,i've bought 3 only the first one works messaging doesn't send or receive pictures. won't connect through usb to download pictures. won't let me set up a voicemail.,False
ORD037011,ID0847526574,2019-11-11,Nickolson,"[('iStream', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('pearTV', 2)]",18465,102.31,-37.8235063,144.9675756,0,18567.31,Spring,True,0.5736,better than alcon never buy and overpriced alcon. i love the button free gestures and the split screen capability. no regrets!,True
ORD383461,ID0282825791,2019-08-20,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('Toshika 750', 1)]",10660,63.64,-37.8019411,144.9487068,25,8058.64,Winter,True,1.2033,"this isn't the dual sim version bought this thinking it's dual sim so i can get rid of two phones. it isn't, even though it says factory unlocked, which i understood to mean it supports dual sim. do not buy this version if you need dual sim. i wasted my money.",False
ORD414419,ID0207085738,03 29 2019,Bakers,"[('iStream', 1), ('pearTV', 1)]",6460,81.31,-37.8125849,145.0155287,5,6218.31,Autumn,True,1.8081,awesome! the product fit the description. i love it!,True
ORD063814,ID4453229733,2019-05-01,Thompson,"[('Universe Note', 1), ('iStream', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",21190,66.49,-37.8206696,144.9411187,15,33706.75,Autumn,False,1.0325,nice phone nice phone did have a few nicks other than that its a nice phone the phone cover hide the nicks,True
ORD131352,ID0579970448,2019-04-10,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760,76.34,-37.811595,144.9456969,5,507327.39,Autumn,True,0.1702,nice looks great phone and fast,True
ORD436478,ID0054558290,2019-07-21,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 2), ('Alcon 10', 1), ('iStream', 1)]",20200,65.84,-37.8203732,144.9793657,0,20265.84,Winter,False,0.8855,great tablet other than the photo image quality is fuzzy and not the best.,True
ORD434570,ID0579502234,2019-07-27,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070,74.52,-37.8146893,144.9504304,5,8691.02,Winter,True,0.3712,really like the show me feature. i also like video calls with others.,True
ORD310531,ID0578077324,2019-06-07,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Olivia x460', 1), ('Universe Note', 1)]",10355,80.7,-37.8193442,144.9320883,5,9917.95,Winter,True,1.5123,good deal! company provided good instructions on how to set up your unlocked phone. that came in handy.,True
ORD341013,ID0710034749,2019-07-25,Thompson,"[('pearTV', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]",31750,63.75,-37.8148243,144.9376494,5,30226.25,Winter,False,0.8623,"i love the inferno hd. went back and bought the inferno 7"" for my wife that afternoon!",True
ORD236167,ID2868682188,2019-04-08,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 2)]",3320,68.12,37.8045175,144.9694499,10,3056.12,Autumn,False,1.5671,beautiful phone will make an updated review in 1 months time.,True
ORD315504,ID5422000176,2019-04-09,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360,67.54,-37.802198,144.9604986,10,18391.54,Autumn,False,1.6598,versa_wayz youtuber i'm a youtuber i would like to review this product for my channel !,True
ORD088885,ID3218293535,2019-05-21,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('Olivia x460', 2)]",11130,66.28,-37.8045436,144.9487414,25,8413.78,Autumn,True,0.9168,one star this product is not unlock,False
ORD175085,ID0278912937,05/06/2019,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1), ('Olivia x460', 2)]",8950,79.87,-37.8100903,144.9785812,10,8134.87,Winter,True,1.2357,"great phone! had to buy this because i destroyed mine and could not justify spending another $600. there were some minor scratches, but overall everything works just fine. i would totally buy from this seller again if needed.",True
ORD004848,ID0589421007,2019-05-15,Nickolson,"[('Olivia x460', 2), ('pearTV', 2)]",15070,79.13,-37.8096284,144.9725683,5,14395.63,Autumn,True,1.0328,thx you the phone was like new and everything function is working ...and it came on the time..so thx you for business,True
ORD131664,ID1288940365,2019-04-18,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2)]",3685,62.8,-37.8187901,144.9529565,15,3195.05,Autumn,True,0.8554,the button was fine so likely a short or a software issue but ... defective on arrival. volume up was stuck. the button was fine so likely a short or a software issue but wasn't taking any chances after recent experiences.,False
ORD192391,ID1463547080,2019-05-20,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660,51.82,-37.8186293,145.0039008,5,1628.82,Autumn,False,1.2267,waste of money the phone only use for one week then it keep on tell me it's over heating n shut off can't charge or come up. waste of money don't buy this phone,False
ORD339649,ID2207661056,2019-08-16,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",597240,79.91,-37.8012946,144.9457873,5,18338.91,Winter,True,1.2716,"this was bought to replace my old candle with keypad, and experimental internet. was surprised how much the candle had changed, and at the same price as my old one was when i bought it!have already shown it to a couple of friends who now say they are thinking about getting one.",True
ORD321832,ID0103121662,2019-09-10,Thompson,"[('iAssist Line', 1), ('Thunder line', 1)]",4405,77.22,-37.8131438,144.9553881,5,4261.97,Spring,False,0.7335,perfect. using it right now and works well love it.,True
ORD236948,ID0411688745,2019-12-08,Nickolson,"[('Universe Note', 1), ('Thunder line', 1), ('iStream', 1), ('pearTV', 1)]",12090,52.04,-37.820842,144.9695038,15,10328.54,Summer,False,0.2502,"no verizon sim card would work. just got the razr today. took it in to the verizon store, and they tried over twenty different sim cards of three different kinds. none of them were compatible. they told me the phone was likely refurbished, not new.",False
ORD253502,ID0309346900,2019-10-16,Bakers,"[('Candle Inferno', 1), ('iStream', 2), ('pearTV', 2)]",13350,99.58,-37.8134029,145.0025066,15,11203.14,Spring,True,0.7437,"the phone works well. however, when i ordered ... the phone works well. however, when i ordered the phone it said white. even in this review the title says white with bamboo. i got a black phone. 😞",True
ORD176936,ID1462398911,2019-07-17,Bakers,"[('pearTV', 2), ('Lucent 330S', 2)]",15080,83.03,-37.8199587,145.0127352,15,12901.03,Winter,True,1.8971,great phone i really like the large screen since it is easier for me to read. the graphics quality is great and so is the camera. i have had no problems with it. i paid about half the price of a brand new one. very happy with it.,True
