,_id,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,geometria,producto,cantidad,opiniones
99,6207981ff1ffd716fe69da41,ORD241112,ID3924911400,2019-01-22,Nickolson,"('Alcon 10', 2)",34400,93.7,-37.8126201,144.965171,10,31053.7,Summer,True,0.7686,very happy,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",Alcon 10,2,Neutral
99,6207981ff1ffd716fe69da41,ORD241112,ID3924911400,2019-01-22,Nickolson,"('Universe Note', 1)",34400,93.7,-37.8126201,144.965171,10,31053.7,Summer,True,0.7686,very happy,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",Universe Note,1,Neutral
99,6207981ff1ffd716fe69da41,ORD241112,ID3924911400,2019-01-22,Nickolson,"('pearTV', 2)",34400,93.7,-37.8126201,144.965171,10,31053.7,Summer,True,0.7686,very happy,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",pearTV,2,Neutral
99,6207981ff1ffd716fe69da41,ORD241112,ID3924911400,2019-01-22,Nickolson,"('Candle Inferno', 1)",34400,93.7,-37.8126201,144.965171,10,31053.7,Summer,True,0.7686,very happy,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",Candle Inferno,1,Neutral
100,6207981ff1ffd716fe69daf9,ORD042766,ID3924911400,2019-10-20,Nickolson,"('Thunder line', 1)",20510,100.72,-37.8126201,144.965171,10,18559.72,Spring,True,0.7686,just like a new alcon x just like a new,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",Thunder line,1,Neutral
100,6207981ff1ffd716fe69daf9,ORD042766,ID3924911400,2019-10-20,Nickolson,"('Alcon 10', 2)",20510,100.72,-37.8126201,144.965171,10,18559.72,Spring,True,0.7686,just like a new alcon x just like a new,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",Alcon 10,2,Neutral
100,6207981ff1ffd716fe69daf9,ORD042766,ID3924911400,2019-10-20,Nickolson,"('Candle Inferno', 1)",20510,100.72,-37.8126201,144.965171,10,18559.72,Spring,True,0.7686,just like a new alcon x just like a new,True,"{'type': 'Point', 'coordinates': [144.965171, -37.8126201]}",Candle Inferno,1,Neutral
101,6207981ff1ffd716fe69da9c,ORD454128,ID3924911399,2019-04-03,Nickolson,"('Thunder line', 2)",5885,62.65,-37.812587,144.965275,0,5947.65,Autumn,False,0.7673,five stars very good.. nice size.. good clarity,True,"{'type': 'Point', 'coordinates': [144.965275, -37.812587]}",Thunder line,2,Good
101,6207981ff1ffd716fe69da9c,ORD454128,ID3924911399,2019-04-03,Nickolson,"('iStream', 2)",5885,62.65,-37.812587,144.965275,0,5947.65,Autumn,False,0.7673,five stars very good.. nice size.. good clarity,True,"{'type': 'Point', 'coordinates': [144.965275, -37.812587]}",iStream,2,Good
101,6207981ff1ffd716fe69da9c,ORD454128,ID3924911399,2019-04-03,Nickolson,"('Olivia x460', 1)",5885,62.65,-37.812587,144.965275,0,5947.65,Autumn,False,0.7673,five stars very good.. nice size.. good clarity,True,"{'type': 'Point', 'coordinates': [144.965275, -37.812587]}",Olivia x460,1,Good
102,6207981ff1ffd716fe69db5a,ORD279402,ID0131221774,2019-05-12,Nickolson,"('Alcon 10', 1)",14260,94.56,-37.8136563,144.9612615,25,10789.56,Summer,True,0.913,"works perfect in argentina with movistar works perfect in argentina with movistar, in us with t-mobile when i visit the us. camera is incredible good, so much better than the i-phone 6. you will love it. no stucks, nothing strange. screen is clear and big. highly recommended!",True,"{'type': 'Point', 'coordinates': [144.9612615, -37.8136563]}",Alcon 10,1,Good
102,6207981ff1ffd716fe69db5a,ORD279402,ID0131221774,2019-05-12,Nickolson,"('Candle Inferno', 2)",14260,94.56,-37.8136563,144.9612615,25,10789.56,Summer,True,0.913,"works perfect in argentina with movistar works perfect in argentina with movistar, in us with t-mobile when i visit the us. camera is incredible good, so much better than the i-phone 6. you will love it. no stucks, nothing strange. screen is clear and big. highly recommended!",True,"{'type': 'Point', 'coordinates': [144.9612615, -37.8136563]}",Candle Inferno,2,Good
102,6207981ff1ffd716fe69db5a,ORD279402,ID0131221774,2019-05-12,Nickolson,"('iAssist Line', 2)",14260,94.56,-37.8136563,144.9612615,25,10789.56,Summer,True,0.913,"works perfect in argentina with movistar works perfect in argentina with movistar, in us with t-mobile when i visit the us. camera is incredible good, so much better than the i-phone 6. you will love it. no stucks, nothing strange. screen is clear and big. highly recommended!",True,"{'type': 'Point', 'coordinates': [144.9612615, -37.8136563]}",iAssist Line,2,Good
103,6207981ff1ffd716fe69d9f7,ORD188735,ID6167413281,2019-02-05,Thompson,"('Candle Inferno', 1)",8965,94.3,-37.8161151,144.9570842,10,8162.8,Summer,True,0.9605,"overall great phone and happy purchase love the design, screen, performance, battery isnt very good ( not for me at least ) if you always have your phone in hand battery dies pretty steadily. camera let me down most of all. had a huawei 8x honor and it's camera blew this one out of the water",True,"{'type': 'Point', 'coordinates': [144.9570842, -37.8161151]}",Candle Inferno,1,Good
103,6207981ff1ffd716fe69d9f7,ORD188735,ID6167413281,2019-02-05,Thompson,"('iAssist Line', 1)",8965,94.3,-37.8161151,144.9570842,10,8162.8,Summer,True,0.9605,"overall great phone and happy purchase love the design, screen, performance, battery isnt very good ( not for me at least ) if you always have your phone in hand battery dies pretty steadily. camera let me down most of all. had a huawei 8x honor and it's camera blew this one out of the water",True,"{'type': 'Point', 'coordinates': [144.9570842, -37.8161151]}",iAssist Line,1,Good
103,6207981ff1ffd716fe69d9f7,ORD188735,ID6167413281,2019-02-05,Thompson,"('pearTV', 1)",8965,94.3,-37.8161151,144.9570842,10,8162.8,Summer,True,0.9605,"overall great phone and happy purchase love the design, screen, performance, battery isnt very good ( not for me at least ) if you always have your phone in hand battery dies pretty steadily. camera let me down most of all. had a huawei 8x honor and it's camera blew this one out of the water",True,"{'type': 'Point', 'coordinates': [144.9570842, -37.8161151]}",pearTV,1,Good
104,6207981ff1ffd716fe69da46,ORD015029,ID6167266614,2019-01-24,Nickolson,"('Olivia x460', 1)",2455,77.02,-37.8125548,144.9650658,5,909463.94,Summer,True,0.7795,one star returned,False,"{'type': 'Point', 'coordinates': [144.9650658, -37.8125548]}",Olivia x460,1,Poor
104,6207981ff1ffd716fe69da46,ORD015029,ID6167266614,2019-01-24,Nickolson,"('Lucent 330S', 1)",2455,77.02,-37.8125548,144.9650658,5,909463.94,Summer,True,0.7795,one star returned,False,"{'type': 'Point', 'coordinates': [144.9650658, -37.8125548]}",Lucent 330S,1,Poor
105,6207981ff1ffd716fe69da5a,ORD177106,ID0054552169,2019-02-12,Nickolson,"('Thunder line', 2)",5370,95.71,-37.8203826,144.9820358,5,5197.21,Summer,True,1.1157,as advertisered like everything so far.,True,"{'type': 'Point', 'coordinates': [144.9820358, -37.8203826]}",Thunder line,2,Neutral
105,6207981ff1ffd716fe69da5a,ORD177106,ID0054552169,2019-02-12,Nickolson,"('Candle Inferno', 2)",5370,95.71,-37.8203826,144.9820358,5,5197.21,Summer,True,1.1157,as advertisered like everything so far.,True,"{'type': 'Point', 'coordinates': [144.9820358, -37.8203826]}",Candle Inferno,2,Neutral
105,6207981ff1ffd716fe69da5a,ORD177106,ID0054552169,2019-02-12,Nickolson,"('iStream', 1)",5370,95.71,-37.8203826,144.9820358,5,5197.21,Summer,True,1.1157,as advertisered like everything so far.,True,"{'type': 'Point', 'coordinates': [144.9820358, -37.8203826]}",iStream,1,Neutral
106,6207981ff1ffd716fe69da39,ORD127153,ID0773059241,2019-05-07,Nickolson,"('Alcon 10', 1)",20300,63.68,-37.8121827,144.9697962,0,20363.68,Autumn,False,0.154,for the price (half olivia) this is the best phone if you want a big screen and good ... for the price (half olivia) this is the best phone if you want a big screen and good compute power.,True,"{'type': 'Point', 'coordinates': [144.9697962, -37.8121827]}",Alcon 10,1,Good
106,6207981ff1ffd716fe69da39,ORD127153,ID0773059241,2019-05-07,Nickolson,"('Universe Note', 2)",20300,63.68,-37.8121827,144.9697962,0,20363.68,Autumn,False,0.154,for the price (half olivia) this is the best phone if you want a big screen and good ... for the price (half olivia) this is the best phone if you want a big screen and good compute power.,True,"{'type': 'Point', 'coordinates': [144.9697962, -37.8121827]}",Universe Note,2,Good
106,6207981ff1ffd716fe69da39,ORD127153,ID0773059241,2019-05-07,Nickolson,"('iAssist Line', 2)",20300,63.68,-37.8121827,144.9697962,0,20363.68,Autumn,False,0.154,for the price (half olivia) this is the best phone if you want a big screen and good ... for the price (half olivia) this is the best phone if you want a big screen and good compute power.,True,"{'type': 'Point', 'coordinates': [144.9697962, -37.8121827]}",iAssist Line,2,Good
107,6207981ff1ffd716fe69da65,ORD270933,ID0358731034,2019-10-08,Nickolson,"('Universe Note', 2)",26455,79.25,-37.8206252,144.9822383,15,22566.0,Spring,False,1.1383,"great buy. the phone arrived on time. there are a few scratches on the screen, but nothing major. the camera and the fingerprint reader work perfectly. the battery runs out quite fast, tho.",True,"{'type': 'Point', 'coordinates': [144.9822383, -37.8206252]}",Universe Note,2,Good
107,6207981ff1ffd716fe69da65,ORD270933,ID0358731034,2019-10-08,Nickolson,"('Candle Inferno', 1)",26455,79.25,-37.8206252,144.9822383,15,22566.0,Spring,False,1.1383,"great buy. the phone arrived on time. there are a few scratches on the screen, but nothing major. the camera and the fingerprint reader work perfectly. the battery runs out quite fast, tho.",True,"{'type': 'Point', 'coordinates': [144.9822383, -37.8206252]}",Candle Inferno,1,Good
107,6207981ff1ffd716fe69da65,ORD270933,ID0358731034,2019-10-08,Nickolson,"('Alcon 10', 2)",26455,79.25,-37.8206252,144.9822383,15,22566.0,Spring,False,1.1383,"great buy. the phone arrived on time. there are a few scratches on the screen, but nothing major. the camera and the fingerprint reader work perfectly. the battery runs out quite fast, tho.",True,"{'type': 'Point', 'coordinates': [144.9822383, -37.8206252]}",Alcon 10,2,Good
107,6207981ff1ffd716fe69da65,ORD270933,ID0358731034,2019-10-08,Nickolson,"('Olivia x460', 1)",26455,79.25,-37.8206252,144.9822383,15,22566.0,Spring,False,1.1383,"great buy. the phone arrived on time. there are a few scratches on the screen, but nothing major. the camera and the fingerprint reader work perfectly. the battery runs out quite fast, tho.",True,"{'type': 'Point', 'coordinates': [144.9822383, -37.8206252]}",Olivia x460,1,Good
108,6207981ff1ffd716fe69da82,ORD317652,ID0245533066,2019-05-03,Nickolson,"('Thunder line', 1)",5630,77.85,-37.8120357,144.9668588,5,13143.99,Autumn,True,0.7676,five stars love the phone!,True,"{'type': 'Point', 'coordinates': [144.9668588, -37.8120357]}",Thunder line,1,Neutral
108,6207981ff1ffd716fe69da82,ORD317652,ID0245533066,2019-05-03,Nickolson,"('Universe Note', 1)",5630,77.85,-37.8120357,144.9668588,5,13143.99,Autumn,True,0.7676,five stars love the phone!,True,"{'type': 'Point', 'coordinates': [144.9668588, -37.8120357]}",Universe Note,1,Neutral
109,6207981ff1ffd716fe69d9fa,ORD473288,ID0131247270,2019-07-11,Nickolson,"('Alcon 10', 2)",33440,62.73,-37.8129752,144.9619223,25,25142.73,Winter,True,0.9173,doesn't take much for the glass screen to shatter.... glass screen shattered already. just a small drop on the floor and the glass is almost comp!etely shattered. have had lucentrolas before and never been so easily broken.,False,"{'type': 'Point', 'coordinates': [144.9619223, -37.8129752]}",Alcon 10,2,Neutral
109,6207981ff1ffd716fe69d9fa,ORD473288,ID0131247270,2019-07-11,Nickolson,"('iAssist Line', 2)",33440,62.73,-37.8129752,144.9619223,25,25142.73,Winter,True,0.9173,doesn't take much for the glass screen to shatter.... glass screen shattered already. just a small drop on the floor and the glass is almost comp!etely shattered. have had lucentrolas before and never been so easily broken.,False,"{'type': 'Point', 'coordinates': [144.9619223, -37.8129752]}",iAssist Line,2,Neutral
109,6207981ff1ffd716fe69d9fa,ORD473288,ID0131247270,2019-07-11,Nickolson,"('Toshika 750', 2)",33440,62.73,-37.8129752,144.9619223,25,25142.73,Winter,True,0.9173,doesn't take much for the glass screen to shatter.... glass screen shattered already. just a small drop on the floor and the glass is almost comp!etely shattered. have had lucentrolas before and never been so easily broken.,False,"{'type': 'Point', 'coordinates': [144.9619223, -37.8129752]}",Toshika 750,2,Neutral
109,6207981ff1ffd716fe69d9fa,ORD473288,ID0131247270,2019-07-11,Nickolson,"('Olivia x460', 2)",33440,62.73,-37.8129752,144.9619223,25,25142.73,Winter,True,0.9173,doesn't take much for the glass screen to shatter.... glass screen shattered already. just a small drop on the floor and the glass is almost comp!etely shattered. have had lucentrolas before and never been so easily broken.,False,"{'type': 'Point', 'coordinates': [144.9619223, -37.8129752]}",Olivia x460,2,Neutral
110,6207981ff1ffd716fe69d9c3,ORD016841,ID0598348995,2019-11-27,Nickolson,"('iAssist Line', 2)",29470,59.68,-37.8125018,144.9632414,5,28056.18,Spring,False,0.8763,"paid for new device, received refurbished one. did not receive a new device! not happy about being deceived!!! buyer beware!",False,"{'type': 'Point', 'coordinates': [144.9632414, -37.8125018]}",iAssist Line,2,Poor
110,6207981ff1ffd716fe69d9c3,ORD016841,ID0598348995,2019-11-27,Nickolson,"('Universe Note', 1)",29470,59.68,-37.8125018,144.9632414,5,28056.18,Spring,False,0.8763,"paid for new device, received refurbished one. did not receive a new device! not happy about being deceived!!! buyer beware!",False,"{'type': 'Point', 'coordinates': [144.9632414, -37.8125018]}",Universe Note,1,Poor
110,6207981ff1ffd716fe69d9c3,ORD016841,ID0598348995,2019-11-27,Nickolson,"('pearTV', 2)",29470,59.68,-37.8125018,144.9632414,5,28056.18,Spring,False,0.8763,"paid for new device, received refurbished one. did not receive a new device! not happy about being deceived!!! buyer beware!",False,"{'type': 'Point', 'coordinates': [144.9632414, -37.8125018]}",pearTV,2,Poor
110,6207981ff1ffd716fe69d9c3,ORD016841,ID0598348995,2019-11-27,Nickolson,"('Alcon 10', 1)",29470,59.68,-37.8125018,144.9632414,5,28056.18,Spring,False,0.8763,"paid for new device, received refurbished one. did not receive a new device! not happy about being deceived!!! buyer beware!",False,"{'type': 'Point', 'coordinates': [144.9632414, -37.8125018]}",Alcon 10,1,Poor
111,6207981ff1ffd716fe69da10,ORD022239,ID2279153657,2019-09-29,Nickolson,"('Toshika 750', 2)",30140,100.55,-37.8126386,144.9735827,15,25719.55,Spring,True,0.7519,nice nice,True,"{'type': 'Point', 'coordinates': [144.9735827, -37.8126386]}",Toshika 750,2,Neutral
111,6207981ff1ffd716fe69da10,ORD022239,ID2279153657,2019-09-29,Nickolson,"('Universe Note', 1)",30140,100.55,-37.8126386,144.9735827,15,25719.55,Spring,True,0.7519,nice nice,True,"{'type': 'Point', 'coordinates': [144.9735827, -37.8126386]}",Universe Note,1,Neutral
111,6207981ff1ffd716fe69da10,ORD022239,ID2279153657,2019-09-29,Nickolson,"('iStream', 1)",30140,100.55,-37.8126386,144.9735827,15,25719.55,Spring,True,0.7519,nice nice,True,"{'type': 'Point', 'coordinates': [144.9735827, -37.8126386]}",iStream,1,Neutral
111,6207981ff1ffd716fe69da10,ORD022239,ID2279153657,2019-09-29,Nickolson,"('Alcon 10', 2)",30140,100.55,-37.8126386,144.9735827,15,25719.55,Spring,True,0.7519,nice nice,True,"{'type': 'Point', 'coordinates': [144.9735827, -37.8126386]}",Alcon 10,2,Neutral
112,6207981ff1ffd716fe69dab2,ORD034351,ID6167231003,2019-04-05,Bakers,"('Candle Inferno', 2)",25370,66.41,-37.8188878,144.9538868,10,22899.41,Autumn,False,0.9154,its a mini computer great android,True,"{'type': 'Point', 'coordinates': [144.9538868, -37.8188878]}",Candle Inferno,2,Good
112,6207981ff1ffd716fe69dab2,ORD034351,ID6167231003,2019-04-05,Bakers,"('pearTV', 1)",25370,66.41,-37.8188878,144.9538868,10,22899.41,Autumn,False,0.9154,its a mini computer great android,True,"{'type': 'Point', 'coordinates': [144.9538868, -37.8188878]}",pearTV,1,Good
112,6207981ff1ffd716fe69dab2,ORD034351,ID6167231003,2019-04-05,Bakers,"('iStream', 2)",25370,66.41,-37.8188878,144.9538868,10,22899.41,Autumn,False,0.9154,its a mini computer great android,True,"{'type': 'Point', 'coordinates': [144.9538868, -37.8188878]}",iStream,2,Good
112,6207981ff1ffd716fe69dab2,ORD034351,ID6167231003,2019-04-05,Bakers,"('Alcon 10', 2)",25370,66.41,-37.8188878,144.9538868,10,22899.41,Autumn,False,0.9154,its a mini computer great android,True,"{'type': 'Point', 'coordinates': [144.9538868, -37.8188878]}",Alcon 10,2,Good
113,6207981ff1ffd716fe69da87,ORD376088,ID0575385079,2019-04-20,Nickolson,"('Universe Note', 2)",7760,66.04,-37.8190869,144.9821753,15,6662.04,Autumn,False,1.536,"best phone so far best phone i have owned so far. photos are amazing, speed and battery life excellent. in terms of software i think it's the best android phone so far.",True,"{'type': 'Point', 'coordinates': [144.9821753, -37.8190869]}",Universe Note,2,Good
113,6207981ff1ffd716fe69da87,ORD376088,ID0575385079,2019-04-20,Nickolson,"('Candle Inferno', 2)",7760,66.04,-37.8190869,144.9821753,15,6662.04,Autumn,False,1.536,"best phone so far best phone i have owned so far. photos are amazing, speed and battery life excellent. in terms of software i think it's the best android phone so far.",True,"{'type': 'Point', 'coordinates': [144.9821753, -37.8190869]}",Candle Inferno,2,Good
114,6207981ff1ffd716fe69d992,ORD035930,ID0593055535,2019-02-26,Nickolson,"('Lucent 330S', 2)",18960,77.8,-37.812004,144.9636734,10,17141.8,Summer,True,0.8975,"when i will receive this product that i bought on october 30, 2019. when i receive this product i will know.",False,"{'type': 'Point', 'coordinates': [144.9636734, -37.812004]}",Lucent 330S,2,Neutral
114,6207981ff1ffd716fe69d992,ORD035930,ID0593055535,2019-02-26,Nickolson,"('Candle Inferno', 1)",18960,77.8,-37.812004,144.9636734,10,17141.8,Summer,True,0.8975,"when i will receive this product that i bought on october 30, 2019. when i receive this product i will know.",False,"{'type': 'Point', 'coordinates': [144.9636734, -37.812004]}",Candle Inferno,1,Neutral
114,6207981ff1ffd716fe69d992,ORD035930,ID0593055535,2019-02-26,Nickolson,"('Universe Note', 1)",18960,77.8,-37.812004,144.9636734,10,17141.8,Summer,True,0.8975,"when i will receive this product that i bought on october 30, 2019. when i receive this product i will know.",False,"{'type': 'Point', 'coordinates': [144.9636734, -37.812004]}",Universe Note,1,Neutral
114,6207981ff1ffd716fe69d992,ORD035930,ID0593055535,2019-02-26,Nickolson,"('pearTV', 2)",18960,77.8,-37.812004,144.9636734,10,17141.8,Summer,True,0.8975,"when i will receive this product that i bought on october 30, 2019. when i receive this product i will know.",False,"{'type': 'Point', 'coordinates': [144.9636734, -37.812004]}",pearTV,2,Neutral
115,6207981ff1ffd716fe69dad5,ORD053558,ID0589397643,2019-06-20,Nickolson,"('Universe Note', 1)",8670,75.78,-37.8125168,144.9740097,0,8745.78,Winter,True,0.782,five stars great phone. reasonable price too,True,"{'type': 'Point', 'coordinates': [144.9740097, -37.8125168]}",Universe Note,1,Good
115,6207981ff1ffd716fe69dad5,ORD053558,ID0589397643,2019-06-20,Nickolson,"('Thunder line', 2)",8670,75.78,-37.8125168,144.9740097,0,8745.78,Winter,True,0.782,five stars great phone. reasonable price too,True,"{'type': 'Point', 'coordinates': [144.9740097, -37.8125168]}",Thunder line,2,Good
115,6207981ff1ffd716fe69dad5,ORD053558,ID0589397643,2019-06-20,Nickolson,"('Candle Inferno', 2)",8670,75.78,-37.8125168,144.9740097,0,8745.78,Winter,True,0.782,five stars great phone. reasonable price too,True,"{'type': 'Point', 'coordinates': [144.9740097, -37.8125168]}",Candle Inferno,2,Good
116,6207981ff1ffd716fe69daf7,ORD080574,ID4544037561,2019-07-09,Thompson,"('Universe Note', 2)",7200,65.82,-37.8123833,144.9620705,10,6545.82,Winter,False,0.9544,durable great phone,True,"{'type': 'Point', 'coordinates': [144.9620705, -37.8123833]}",Universe Note,2,Good
116,6207981ff1ffd716fe69daf7,ORD080574,ID4544037561,2019-07-09,Thompson,"('iStream', 2)",7200,65.82,-37.8123833,144.9620705,10,6545.82,Winter,False,0.9544,durable great phone,True,"{'type': 'Point', 'coordinates': [144.9620705, -37.8123833]}",iStream,2,Good
117,6207981ff1ffd716fe69da76,ORD355763,ID4544035096,2019-08-05,Nickolson,"('Candle Inferno', 2)",3310,77.07,-37.8118633,144.9638606,0,3387.07,Winter,True,0.9011,five stars works perfect,False,"{'type': 'Point', 'coordinates': [144.9638606, -37.8118633]}",Candle Inferno,2,Neutral
117,6207981ff1ffd716fe69da76,ORD355763,ID4544035096,2019-08-05,Nickolson,"('Olivia x460', 2)",3310,77.07,-37.8118633,144.9638606,0,3387.07,Winter,True,0.9011,five stars works perfect,False,"{'type': 'Point', 'coordinates': [144.9638606, -37.8118633]}",Olivia x460,2,Neutral
118,6207981ff1ffd716fe69da48,ORD363515,ID2187983888,2019-08-17,Nickolson,"('iStream', 2)",1525,76.29,-37.8117127,144.9716148,0,1601.29,Winter,True,0.7873,"the best phone in the market the best phone in the market. however, i hated the raised edges in the left and right of the screen. thanks.",True,"{'type': 'Point', 'coordinates': [144.9716148, -37.8117127]}",iStream,2,Good
118,6207981ff1ffd716fe69da48,ORD363515,ID2187983888,2019-08-17,Nickolson,"('Olivia x460', 1)",1525,76.29,-37.8117127,144.9716148,0,1601.29,Winter,True,0.7873,"the best phone in the market the best phone in the market. however, i hated the raised edges in the left and right of the screen. thanks.",True,"{'type': 'Point', 'coordinates': [144.9716148, -37.8117127]}",Olivia x460,1,Good
119,6207981ff1ffd716fe69d9be,ORD230298,ID0304186956,2019-11-03,Nickolson,"('Universe Note', 1)",10260,81.6,-37.8260331,144.9835017,15,8802.6,Spring,False,1.48,nice budget phone this is awsome phone with this price. face unlock is really fast. yet to check camera quality.,True,"{'type': 'Point', 'coordinates': [144.9835017, -37.8260331]}",Universe Note,1,Neutral
119,6207981ff1ffd716fe69d9be,ORD230298,ID0304186956,2019-11-03,Nickolson,"('Olivia x460', 2)",10260,81.6,-37.8260331,144.9835017,15,8802.6,Spring,False,1.48,nice budget phone this is awsome phone with this price. face unlock is really fast. yet to check camera quality.,True,"{'type': 'Point', 'coordinates': [144.9835017, -37.8260331]}",Olivia x460,2,Neutral
119,6207981ff1ffd716fe69d9be,ORD230298,ID0304186956,2019-11-03,Nickolson,"('Thunder line', 2)",10260,81.6,-37.8260331,144.9835017,15,8802.6,Spring,False,1.48,nice budget phone this is awsome phone with this price. face unlock is really fast. yet to check camera quality.,True,"{'type': 'Point', 'coordinates': [144.9835017, -37.8260331]}",Thunder line,2,Neutral
120,6207981ff1ffd716fe69dac0,ORD178601,ID2455223905,2019-07-09,Nickolson,"('Universe Note', 1)",4680,64.19,-37.8113458,144.9669715,10,4276.19,Winter,False,0.8382,this was a very good deal for this upgrade of alcon!!! i like the upgrade and now have 256gb of space too!!!,True,"{'type': 'Point', 'coordinates': [144.9669715, -37.8113458]}",Universe Note,1,Good
120,6207981ff1ffd716fe69dac0,ORD178601,ID2455223905,2019-07-09,Nickolson,"('Lucent 330S', 1)",4680,64.19,-37.8113458,144.9669715,10,4276.19,Winter,False,0.8382,this was a very good deal for this upgrade of alcon!!! i like the upgrade and now have 256gb of space too!!!,True,"{'type': 'Point', 'coordinates': [144.9669715, -37.8113458]}",Lucent 330S,1,Good
121,6207981ff1ffd716fe69d9c9,ORD319178,ID4716795173,2019-06-05,Thompson,"('Universe Note', 2)",9125,76.98,-37.818841,144.9532845,15,7833.23,Winter,True,0.8776,a good phone so far not sure it’s been 3 days however it arrived in time with no scratches on it an looked new... it’s to early to confirm if it is mechanically sound .. so far so good,False,"{'type': 'Point', 'coordinates': [144.9532845, -37.818841]}",Universe Note,2,Good
121,6207981ff1ffd716fe69d9c9,ORD319178,ID4716795173,2019-06-05,Thompson,"('iAssist Line', 1)",9125,76.98,-37.818841,144.9532845,15,7833.23,Winter,True,0.8776,a good phone so far not sure it’s been 3 days however it arrived in time with no scratches on it an looked new... it’s to early to confirm if it is mechanically sound .. so far so good,False,"{'type': 'Point', 'coordinates': [144.9532845, -37.818841]}",iAssist Line,1,Good
122,6207981ff1ffd716fe69da89,ORD442197,ID0588197264,2019-02-27,Nickolson,"('Lucent 330S', 1)",12350,93.09,-37.8121475,144.9737734,25,9355.59,Summer,True,0.8081,excellent phone i really love sgs4 i dont have to charge it but one time the phone is just great this is it not going no say anything bad no problems at all.,True,"{'type': 'Point', 'coordinates': [144.9737734, -37.8121475]}",Lucent 330S,1,Good
122,6207981ff1ffd716fe69da89,ORD442197,ID0588197264,2019-02-27,Nickolson,"('iStream', 2)",12350,93.09,-37.8121475,144.9737734,25,9355.59,Summer,True,0.8081,excellent phone i really love sgs4 i dont have to charge it but one time the phone is just great this is it not going no say anything bad no problems at all.,True,"{'type': 'Point', 'coordinates': [144.9737734, -37.8121475]}",iStream,2,Good
122,6207981ff1ffd716fe69da89,ORD442197,ID0588197264,2019-02-27,Nickolson,"('Toshika 750', 2)",12350,93.09,-37.8121475,144.9737734,25,9355.59,Summer,True,0.8081,excellent phone i really love sgs4 i dont have to charge it but one time the phone is just great this is it not going no say anything bad no problems at all.,True,"{'type': 'Point', 'coordinates': [144.9737734, -37.8121475]}",Toshika 750,2,Good
122,6207981ff1ffd716fe69da89,ORD442197,ID0588197264,2019-02-27,Nickolson,"('Thunder line', 1)",12350,93.09,-37.8121475,144.9737734,25,9355.59,Summer,True,0.8081,excellent phone i really love sgs4 i dont have to charge it but one time the phone is just great this is it not going no say anything bad no problems at all.,True,"{'type': 'Point', 'coordinates': [144.9737734, -37.8121475]}",Thunder line,1,Good
123,6207981ff1ffd716fe69d9a1,ORD473815,ID0588198721,2019-03-13,Nickolson,"('Thunder line', 1)",8490,66.07,-37.8121368,144.9739924,5,8131.57,Autumn,False,0.8182,"awesome phone! great phone! the screen is a nice size, the color was perfect- i absolutely love it! the shipping service was also wonderful- it came right on time! thanks digico!",True,"{'type': 'Point', 'coordinates': [144.9739924, -37.8121368]}",Thunder line,1,Good
123,6207981ff1ffd716fe69d9a1,ORD473815,ID0588198721,2019-03-13,Nickolson,"('pearTV', 1)",8490,66.07,-37.8121368,144.9739924,5,8131.57,Autumn,False,0.8182,"awesome phone! great phone! the screen is a nice size, the color was perfect- i absolutely love it! the shipping service was also wonderful- it came right on time! thanks digico!",True,"{'type': 'Point', 'coordinates': [144.9739924, -37.8121368]}",pearTV,1,Good
124,6207981ff1ffd716fe69d9ca,ORD076632,ID0588200381,2019-09-04,Nickolson,"('Candle Inferno', 1)",4415,75.22,-37.8121236,144.9739868,0,4490.22,Spring,False,0.8192,"great camera great camera, great phone.",True,"{'type': 'Point', 'coordinates': [144.9739868, -37.8121236]}",Candle Inferno,1,Good
124,6207981ff1ffd716fe69d9ca,ORD076632,ID0588200381,2019-09-04,Nickolson,"('Lucent 330S', 2)",4415,75.22,-37.8121236,144.9739868,0,4490.22,Spring,False,0.8192,"great camera great camera, great phone.",True,"{'type': 'Point', 'coordinates': [144.9739868, -37.8121236]}",Lucent 330S,2,Good
124,6207981ff1ffd716fe69d9ca,ORD076632,ID0588200381,2019-09-04,Nickolson,"('iStream', 2)",4415,75.22,-37.8121236,144.9739868,0,4490.22,Spring,False,0.8192,"great camera great camera, great phone.",True,"{'type': 'Point', 'coordinates': [144.9739868, -37.8121236]}",iStream,2,Good
124,6207981ff1ffd716fe69d9ca,ORD076632,ID0588200381,2019-09-04,Nickolson,"('Olivia x460', 1)",4415,75.22,-37.8121236,144.9739868,0,4490.22,Spring,False,0.8192,"great camera great camera, great phone.",True,"{'type': 'Point', 'coordinates': [144.9739868, -37.8121236]}",Olivia x460,1,Good
