fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
"361",HOTEL APART. MARITIM PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA TENERIFE, 10",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.56893114,27.760695097,esuvvtxjc8,443937.64,3070823.45
"362",APARTAMENTOS NOGAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 16",De 20 a 39 apartamentos,Menor de 50 plazas,-15.57270167,27.751531747,esuvvsh23u,443561.36,3069810.11
"363",APARTAMENTOS TABOGA HOTEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 19",De 20 a 39 apartamentos,Menor de 50 plazas,-15.57242656,27.751371657,esuvveux2n,443588.39,3069792.25
"364",APARTAMENTOS DON PALOMON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 7",Menor de 20 apartamentos,Menor de 50 plazas,-15.57138206,27.752585643,esuvvsjq82,443691.95,3069926.25
"365",BUNGALOWS SIDE SHORE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B44,Bahía Feliz - Playa del Águila,"35019",San Bartolomé de Tirajana,"PLAZA DE LOS HIBISCUS, 2",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.52900314,27.776386126,esuyn8s1hj,447879.68,3072544.05
"366",APARTAMENTOS REINASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 3",Menor de 20 apartamentos,Menor de 50 plazas,-15.56162956,27.762772803,esuvvyh3ge,444658.2,3071050.3
"367",HOTEL CLUBHOTEL RIU PAPAYAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA GRAN CANARIA, 22",300 o más habitaciones,650 o más plazas,-15.57225107,27.764481822,esuvvwkeu6,443612.44,3071244.44
"368",APARTAMENTOS LUFESA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA TOMAS ROCA BOSCH, 10",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.70721178,27.791881582,esuy4e677q,430331.01,3074348.86
"369",APARTAMENTOS CORONA PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 17",Menor de 20 apartamentos,Menor de 50 plazas,-15.56382897,27.761234978,esuvvvfbbm,444440.69,3070880.94
"370",APARTAMENTOS MIRAFLOR SUITES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE TIMPLE, 5",80 o más apartamentos,260 o más plazas,-15.57787271,27.761786256,esuvvtbs1k,443057.09,3070948.43
"371",BUNGALOWS EL PALMITAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 36",Menor de 20 apartamentos,Menor de 50 plazas,-15.57372096,27.749984114,esuvveex3g,443460.11,3069639.14
"372",APARTAMENTOS CLUB EXCELSIOR 2,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 8",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.57658556,27.750871688,esuvveckx1,443178.26,3069738.78
"373",APARTAMENTOS CON MAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 9",Menor de 20 apartamentos,Menor de 50 plazas,-15.55154447,27.767258475,esuvyngsn8,445654.21,3071542.7
"374",APARTAMENTOS VILLA EDEN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA DEL OASIS, 3",Menor de 20 apartamentos,Menor de 50 plazas,-15.58868765,27.758301308,esuvvm0xv6,441989.53,3070567.44
"375",HOTEL RITUAL MASPALOMAS,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 33",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.57817649,27.759529774,esuvvt2qfp,443025.98,3070698.61
"376",BUNGALOWS BOSTON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA GRAN CANARIA, 34",Menor de 20 apartamentos,De 50 a 119 plazas,-15.7071394,27.791079707,esuy4e4qv0,430337.63,3074259.99
"377",AQUA BEACH BUNGALOWS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 43",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.57798029,27.75752273,esuvvt07q9,443044.27,3070476.19
"378",HOTEL RIO SOL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE ISLA DE LOBOS , 1",De 150 a 299 habitaciones,650 o más plazas,-15.71618917,27.787852282,esuy46egfp,429444,3073907.63
"379",APARTAMENTOS DON DIEGO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE MENCEYES, 2",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.57054488,27.758244471,esuvvtjzkp,443777.36,3070552.72
"380",APARTAMENTOS JARDIN DEL SOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 22",80 o más apartamentos,260 o más plazas,-15.57352239,27.763559737,esuvvw5wqw,443486.69,3071142.88
"381",APARTAMENTOS NIZA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE LANZAROTE, 2",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.71004961,27.787520351,esuy4d8613,430048.65,3073867.35
"382",APARTAMENTOS MIAMI PLAYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE ADELFAS, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-15.54515007,27.769304432,esuvyr0rgt,446285.29,3071766.53
"383",APARTAMENTOS MIAMI BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LAS ADELFAS, 5",Menor de 20 apartamentos,De 50 a 119 plazas,-15.54237132,27.768649413,esuvyr4kh7,446558.77,3071692.76
"384",APARTAMENTOS BARBADOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 19",80 o más apartamentos,260 o más plazas,-15.57903712,27.756573145,esuvvkzty0,442939.63,3070371.49
"385",APARTAMENTOS CLUB PRIMAVERA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA ,45",Menor de 20 apartamentos,Menor de 50 plazas,-15.57475093,27.747809749,esuvve6f9y,443357.48,3069398.75
"386",APARTAMENTOS TIVOLI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 6",De 20 a 39 apartamentos,Menor de 50 plazas,-15.56253071,27.762554559,esuvvy58wg,444569.29,3071026.53
"387",APARTAMENTOS MARIVISTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 12",Menor de 20 apartamentos,Menor de 50 plazas,-15.56343197,27.762060885,esuvvvgj9z,444480.23,3070972.25
"388",APARTAMENTOS MONTEMAYOR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 16",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.56385604,27.761604899,esuvvvfepf,444438.21,3070921.93
"389",HOTEL NEPTUNO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES,29",De 150 a 299 habitaciones,De 100 a 349 plazas,-15.57642456,27.759374144,esuvvt3w54,443198.54,3070680.56
"390",CLUB MASPALOMAS SUITES & SPA HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, 1",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.5971186,27.755344455,esuvvhdw8g,441157.12,3070243.9
"391",APARTAMENTOS ROCAMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA DE LA CORNISA, 14",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.71146311,27.791772373,esuy47r6b3,429912.12,3074339.18
"392",HOTEL MARIETA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 11",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.56421354,27.761877512,esuvvvfkxt,444403.12,3070952.29
"393",APARTAMENTOS SOLANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA DE LOS CARDONES, 2",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.70970997,27.793037521,esuy4e8d1j,430085.64,3074478.33
"394",BUNGALOWS VISTALMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE HAMBURGO, 7",Menor de 20 apartamentos,Menor de 50 plazas,-15.55469443,27.765464955,esuvyn93t3,445342.93,3071345.42
"395",APARTAMENTOS AXEL BEACH MASPALOMAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 32",80 o más apartamentos,260 o más plazas,-15.57864867,27.761064795,esuvvmxzzj,442980.25,3070868.87
"396",APARTHOTEL LARA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE TIMANFAYA, Nº 15",Menor de 50 habitaciones,Menor de 100 plazas,-15.71638222,27.790870599,esuy475ttc,429426.93,3074242.1
"397",APARTAMENTOS GRANADA BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE GRANADA, 8",Menor de 20 apartamentos,Menor de 50 plazas,-15.57351845,27.751848202,esuvvs5dnx,443481.03,3069845.54
"398",RAINBOW GOLF BUNGALOWS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FINNMATKAT, 6",De 20 a 39 apartamentos,Menor de 50 plazas,-15.58847745,27.75795438,esuvvm0vf1,442010.06,3070528.91
"399",APARTAMENTOS SANDY GOLF,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, S/N",80 o más apartamentos,De 120 a 259 plazas,-15.59038724,27.752723559,esuvvhprmd,441819.08,3069950.37
"400",HOTEL MELIA TAMARINDOS,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LAS RETAMAS, 3",300 o más habitaciones,De 350 a 649 plazas,-15.54306865,27.770633509,esuvyr3zsj,446491.03,3071912.85
"401",APARTAMENTOS PARQUE NOGAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE LEO, 2",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.59013606,27.764121017,esuvvnr9er,441849.89,3071212.8
"402",APARTAMENTOS MONTE PARAISO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE ISLA DE LOBOS, 2",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.71481399,27.78943329,esuy46uv4m,429580.5,3074081.98
"403",HOTEL DUNAGOLF SUITES,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FRITDRESOR, 2",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.58461065,27.751645677,esuvvk59h3,442387.79,3069828.25
"404",APARTAMENTOS TURBO CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE LIBRA, 2",80 o más apartamentos,De 120 a 259 plazas,-15.59095147,27.765810881,esuvvnx586,441770.44,3071400.38
"405",APARTAMENTOS MAGNOLIAS GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 21",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.58479314,27.757617672,esuvvm57zf,442372.95,3070489.88
"406",BUNGALOWS CAMPO GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, 42",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.59502836,27.75167383,esuvvhh11w,441361.14,3069836.29
"407",APARTAMENTOS CLUB VISTA SERENA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE CAPRICORNIO, 2",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.58909531,27.764526901,esuvvq2k5f,441952.66,3071257.27
"408",APARTAMENTOS MASPALOMAS RESORT,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, S/N",80 o más apartamentos,De 120 a 259 plazas,-15.58478233,27.758690257,esuvvm7d06,442374.58,3070608.69
"409",HOTEL Y APARTAMENTOS THE KOALA GARDEN SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE GEMINIS, 2",De 150 a 299 habitaciones,650 o más plazas,-15.59230071,27.762830873,esuvvnn41n,441635.9,3071070.91
"410",BUNGALOWS CAPRI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE TAURO, S/N",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.58949233,27.763418548,esuvvq0jdk,441912.95,3071134.68
"411",HOTEL DUNAS DON GREGORY,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS DALIAS, 11",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.55001015,27.767875559,esuvynuzde,445805.7,3071610.38
"412",KUMARA SERENOA BY LOPESAN,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FRITDRESOR, 4",De 150 a 299 habitaciones,De 100 a 349 plazas,-15.58337691,27.751712092,esuvvkh92y,442509.41,3069835.03
"413",APARTAMENTOS LOS VELEROS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE GUAYADEQUE, 18",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.7093924,27.784537534,esuy4d0b8t,430111.49,3073536.55
"414",APARTAMENTOS CORDIAL GREEN GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TJAEREBORG, S/N",80 o más apartamentos,260 o más plazas,-15.59118745,27.752291342,esuvvhnug4,441739.99,3069902.87
"415",APARTAMENTOS BABALU,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE DE LA CORNISA, 15",80 o más apartamentos,De 120 a 259 plazas,-15.7171708,27.789644139,esuy46gn7m,429348.45,3074106.69
"416",APARTAMENTOS EL YATE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS DALIAS, 4",Menor de 20 apartamentos,Menor de 50 plazas,-15.54685464,27.767918409,esuvynzpu5,446116.65,3071613.74
"417",APARTAMENTOS COLINA MAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE TIMANFAYA, Nº 4",80 o más apartamentos,260 o más plazas,-15.71385567,27.791312195,esuy47m80s,429676.12,3074289.57
"418",APARTAMENTOS SUN´S GARDENS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE VIRGO, 2",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.59003948,27.765668534,esuvvnxdtz,441860.23,3071384.18
"419",APARTAMENTOS JUDOCA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 20",Menor de 20 apartamentos,Menor de 50 plazas,-15.57174681,27.75249991,esuvvsjn00,443655.96,3069916.92
"420",APARTAMENTOS VISTA BONITA GAY RESORT MASPALOMAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CARMEN LAFORET, 1",De 20 a 39 apartamentos,Menor de 50 plazas,-15.60152505,27.76053449,esuvuvxkf4,440725.69,3070820.94
"421",APARTAMENTOS VISTA VERDE BEACH MATE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 8",Menor de 20 apartamentos,Menor de 50 plazas,-15.58500787,27.756725945,esuvvkgqdu,442351.32,3070391.2
"422",HOTEL BARCELÓ MARGARITAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA GRAN CANARIA, 40",300 o más habitaciones,650 o más plazas,-15.58045866,27.762630494,esuvvqn9hc,442802.71,3071043.15
"423",APARTAMENTOS VILLAS BLANCAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, S/N.",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.58594109,27.756335985,esuvvkfsmh,442259.15,3070348.44
"424",APARTAMENTOS CLUB TISAYA GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 06",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.58565142,27.756231501,esuvvkfggb,442287.64,3070336.73
"425",APARTAMENTOS ATLANTIC BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE COSTA CANARIA,",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.56643941,27.758265863,esuvvv0zee,444181.94,3070553.22
"426",APARTAMENTOS ANFI BEACH CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,BARRANDO DE LA VERGA S/N,80 o más apartamentos,260 o más plazas,-15.69444973,27.774972914,esuy4b78uy,431577.68,3072468.61
"427",APARTAMENTOS MIRAMAR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 11",Menor de 20 apartamentos,Menor de 50 plazas,-15.56292773,27.761946937,esuvvvgmj6,444529.86,3070959.4
"428",APARTAMENTOS CURASOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B13,Tauro - Playa El Cura,"35012",Mogán,"CALLE PAIÑO, 1",De 40 a 79 apartamentos,De 120 a 259 plazas,-15.73032321,27.800472011,esuy4hct2z,428059.84,3075313.8
"429",APARTAMENTOS MASPALOMAS ESPLENDIDO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR SUNNAIR, 3",80 o más apartamentos,260 o más plazas,-15.59883228,27.747253332,esuvv51r2y,440983.88,3069348.43
"430",APARTAMENTOS LOS LEONES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR COSMOS, 6",Menor de 20 apartamentos,Menor de 50 plazas,-15.59647798,27.75480251,esuvvhdgrw,441219.96,3070183.56
