,VEHICLE_OWNERSHIP,VEHICLE_YEAR,ID_VEHICULO,ID
4740,1.0,before 2015,HTLEUBCKCG,561674
4741,1.0,before 2015,V8WUVWP6G9,604387
4742,1.0,before 2015,TBGZIO13QP,698813
4743,1.0,after 2015,NLQMKE1AXA,487393
4744,0.0,before 2015,MIKZ2C97D0,421214
4745,0.0,before 2015,M3NINJ5C7H,659012
4746,0.0,before 2015,E8L2J3ZANZ,546281
4747,1.0,before 2015,PNCIT2SDQD,332743
4748,0.0,after 2015,357XCB68L3,827433
4749,0.0,before 2015,8NV4XMUAVH,456333
4750,0.0,before 2015,VYD361A4HA,784502
4751,1.0,after 2015,4I6OZAKHJ4,776973
4752,1.0,after 2015,JH79J4F9GW,454318
4753,0.0,before 2015,O1QC6BKQ53,417736
4754,1.0,after 2015,ZKKBE6SKC6,998932
4755,1.0,after 2015,DTR5FQ5UBA,632407
4756,0.0,after 2015,7XWA3QD402,227830
4757,1.0,before 2015,LV37008P55,287438
4758,0.0,before 2015,1Y6EMEYLAG,744904
4759,1.0,before 2015,6F86FYUQZ2,364089
4760,0.0,before 2015,26VOPWXKUH,248851
4761,0.0,before 2015,1PR7OPHHW0,378286
4762,1.0,after 2015,TQ24X31BXE,515945
4763,1.0,after 2015,HHDPM4WSFN,619701
4764,1.0,after 2015,7BHJJBS1V0,39271
4765,1.0,before 2015,JYSMYP2KP0,642665
4766,1.0,before 2015,GSP7X9U4ZX,277346
4767,1.0,after 2015,7OZD6DWR3L,541501
4768,1.0,before 2015,DVQGSA4X10,103562
4769,1.0,before 2015,7T9K2AEMER,780698
4770,1.0,after 2015,0EQL7IQJE0,648168
4771,0.0,before 2015,1C23WIAWUG,732301
4772,1.0,before 2015,5Y8894VTC7,227619
4773,1.0,after 2015,E13VJWCBGH,8488
4774,0.0,after 2015,L8YIO27KXX,116556
4775,0.0,before 2015,6U22J4I5NX,408493
4776,1.0,before 2015,1VUUNKC8MP,550812
4777,1.0,after 2015,Q8XBE5GD6N,120540
4778,1.0,after 2015,0G9LXTZRPB,804033
4779,1.0,before 2015,JQLZ1LCXAF,933814
4780,1.0,before 2015,T8JJESFCGF,780111
4781,0.0,before 2015,W42EZY4UT0,637107
4782,1.0,after 2015,2I0Q788GP3,134022
4783,0.0,before 2015,7BQKV4YU4K,679306
4784,0.0,before 2015,08LBI0Q27G,843573
4785,1.0,before 2015,SQT6C8HN44,224209
4786,1.0,before 2015,QNW1MJVJCJ,86202
4787,1.0,before 2015,7VMC8D31WD,663444
4788,0.0,before 2015,2WH0QHFRTM,412755
4789,1.0,before 2015,P9QJVXCH7D,237506
4790,1.0,after 2015,M3T8HQLEY9,664350
4791,1.0,before 2015,WCVM8LVDD4,267171
4792,0.0,before 2015,M8YZIWMF4B,709717
4793,0.0,after 2015,G6TNAKRP5A,168479
4794,1.0,after 2015,ZVDD1FPT4C,215397
4795,1.0,before 2015,X5GNA8ZRBB,532832
4796,1.0,before 2015,BS2TUR9SMO,95223
4797,1.0,before 2015,PIPQB5I6R0,113642
4798,1.0,before 2015,KU9LUVEIH1,232232
4799,1.0,before 2015,KSW210T6EU,76344
4800,1.0,before 2015,I6V56POM1G,367640
4801,1.0,before 2015,PT4M5G91TC,343880
4802,1.0,after 2015,GBCLQA7QKG,448358
4803,1.0,before 2015,IW6JIIHUWZ,699234
4804,0.0,before 2015,FBT95AQV4J,875152
4805,0.0,before 2015,UD1SI3HUON,302883
4806,1.0,after 2015,H2BMKUVDZA,443332
4807,1.0,before 2015,4K1TN06EVY,488856
4808,1.0,before 2015,1R4Y8ULDT0,429717
4809,1.0,before 2015,UHC32KDPHY,268094
4810,1.0,before 2015,CIGJLB07TP,299698
4811,0.0,before 2015,Y64I1YM0N7,336173
4812,1.0,before 2015,CX64MN6OJI,992673
4813,1.0,before 2015,S9OY3EP327,676770
4814,1.0,before 2015,KUJ3KCEXXH,142780
4815,1.0,after 2015,HD34S19MXU,659897
4816,1.0,before 2015,IEJA4WN7QF,352690
4817,0.0,before 2015,3867ZK6TJJ,45797
4818,1.0,after 2015,18T9IC3GMX,93976
4819,1.0,before 2015,CA1B5DAI81,564461
4820,1.0,before 2015,04O9RRM2IA,558920
4821,0.0,before 2015,2FCU01A72K,541804
4822,0.0,before 2015,8EWNDT6P2W,291575
4823,1.0,before 2015,I1JDJYPONQ,625152
4824,1.0,before 2015,BO0WSRJ2Y0,265608
4825,1.0,after 2015,5WX3GAAV5R,157712
4826,0.0,before 2015,4TOQF8VKS1,420995
4827,1.0,after 2015,V5G5HQ9YZC,370361
4828,1.0,before 2015,6QXIN3VW8T,690969
4829,0.0,before 2015,R0HWKOW683,566079
4830,1.0,before 2015,JI2WQNJ1VH,519855
4831,0.0,after 2015,WK7XHSJKDI,689719
4832,0.0,after 2015,V84XBCGHJX,389959
4833,1.0,after 2015,KHIRXCS40U,189680
4834,1.0,before 2015,7TASMQ9HVL,505640
4835,0.0,before 2015,4SXNJN8ZZX,351587
4836,0.0,before 2015,1ZT1FTR2BA,980505
4837,0.0,before 2015,PWRQ4KCQE6,798839
4838,1.0,after 2015,PX0WKBF0CN,745009
4839,1.0,before 2015,0WDTHQ96NY,66820
4840,0.0,before 2015,ANKLS6ZF8G,295488
4841,1.0,before 2015,8O90LA1HYS,278365
4842,0.0,before 2015,FT7FX1TERI,653704
4843,1.0,before 2015,T7AQN5QUVT,537037
4844,0.0,before 2015,GCQJ72OF1F,778567
4845,1.0,after 2015,VCLHIYXDW2,221647
4846,1.0,after 2015,CKAGHW3E7Q,102661
4847,1.0,before 2015,R8MCVDT2JD,42872
4848,1.0,after 2015,CH3PJOZ5IP,847915
4849,1.0,before 2015,U55GR5D8AD,203156
4850,0.0,before 2015,AGPW6P0G96,257264
4851,1.0,before 2015,YG6I4WZ8VX,511060
4852,1.0,after 2015,NM0EWNFDKO,664096
4853,1.0,before 2015,FBLGAYMS33,406803
4854,0.0,before 2015,BPC4ATWND8,577357
4855,1.0,before 2015,2N5ZZ9KLX5,309935
4856,1.0,after 2015,YA94YXU6JJ,909251
4857,0.0,before 2015,W4EE944U8A,794541
4858,1.0,before 2015,BNMDUR9JWG,360906
4859,0.0,after 2015,UWGWU0590R,175876
4860,1.0,before 2015,RXWELBCIAV,187054
4861,1.0,after 2015,RVVTS0BV9S,255685
4862,1.0,after 2015,ELQ0T4H2OP,274793
4863,1.0,before 2015,N46LQ76FKW,34708
4864,1.0,before 2015,ITZIIVUAD7,187975
4865,1.0,before 2015,7B7G90OMZD,55949
4866,0.0,after 2015,S8UYAAMSE5,128281
4867,0.0,before 2015,7V5A54CAG0,166911
4868,1.0,before 2015,0MOVV68I9D,783629
4869,1.0,before 2015,4ZXWXLOBG7,887100
4870,0.0,before 2015,TJTB6T0X5N,312478
4871,1.0,before 2015,CVSU4C1ZNX,190782
4872,1.0,before 2015,HS686Z3R3Z,439414
4873,1.0,before 2015,7211YDQU7B,93366
4874,0.0,after 2015,G2KJIJY4TN,294112
4875,0.0,after 2015,9HSJX0KNL2,817262
4876,1.0,before 2015,1B5MTML5C1,432592
4877,0.0,before 2015,60DK4LG1XY,860863
4878,0.0,before 2015,0CAG3JYJ72,212760
4879,1.0,before 2015,SPIJ2JJ9RN,269471
4880,0.0,after 2015,DIBCT474B2,863180
4881,1.0,before 2015,3I00DOYPCD,231641
4882,1.0,after 2015,ZBDCRLQPE2,355897
4883,1.0,after 2015,A9N4QXL4B3,135863
4884,0.0,before 2015,RF501C4MFT,106974
4885,1.0,before 2015,QH9FTNSU8E,20043
4886,0.0,after 2015,49C492P397,53935
4887,1.0,after 2015,L4NRCJ3W02,838898
4888,1.0,before 2015,UVDW8N1LD2,194624
4889,1.0,before 2015,HGQ15SUET5,928788
4890,1.0,before 2015,D3GWLARC1I,869505
4891,1.0,before 2015,8V8TB52YBF,984659
4892,1.0,before 2015,G3FGMOE5M6,757136
4893,0.0,before 2015,07YLLHXG0K,247868
4894,1.0,before 2015,CROPYFPMVC,637909
4895,0.0,after 2015,5PM9BGFCQC,670230
4896,0.0,before 2015,AXWRK6LX6C,506705
4897,1.0,before 2015,89DMVSYI1T,526748
4898,0.0,after 2015,9SDSCW2GME,397209
4899,1.0,before 2015,MAVSG3M4EV,388250
4900,1.0,before 2015,TEITZMF1PI,285594
4901,1.0,before 2015,X8EISK5WHP,597605
4902,1.0,before 2015,RFAN0TBY1H,26836
4903,0.0,before 2015,B4M5Z9S5WD,903337
4904,1.0,before 2015,I1FGLKXMPF,841628
4905,1.0,after 2015,DT6EOYZPSJ,787748
4906,1.0,before 2015,P129RZXXUZ,963672
4907,1.0,after 2015,GNG4XXA5E2,211363
4908,0.0,after 2015,QZ3PGLL6AA,487003
4909,1.0,after 2015,OB9LCCJURV,171758
4910,0.0,before 2015,E5Q1LGRP56,207495
4911,0.0,before 2015,GTW73CFF7X,108958
4912,1.0,after 2015,V66AQNRXOV,296014
4913,0.0,before 2015,TMRMRVV29H,632524
4914,0.0,before 2015,0AQS055M4Q,764835
4915,0.0,before 2015,PJTDBY1RM3,235168
4916,1.0,after 2015,ZJWVS67OQ1,914443
4917,1.0,before 2015,BYK4QZJOCW,233728
4918,1.0,before 2015,BGB9GWTSCE,786931
4919,0.0,before 2015,W2RYOJ1CFW,567238
4920,0.0,before 2015,EM8ZHN6JC7,384636
4921,0.0,after 2015,4N31P7SYI0,314395
4922,0.0,before 2015,PQYT31LPBH,559339
4923,1.0,after 2015,P8KAIZR0TG,481678
4924,0.0,before 2015,PJS3UE3BZ5,825000
4925,1.0,before 2015,TQKILMW3D1,563666
4926,1.0,after 2015,9GOS0OQE48,591627
4927,1.0,before 2015,BEPEGRLN6C,709679
4928,0.0,before 2015,TB9XVO98N2,695020
4929,0.0,before 2015,QWX2TQT1RA,809451
4930,0.0,before 2015,I7K6WWR5J9,869905
4931,1.0,after 2015,M20H4C9R1I,741837
4932,1.0,before 2015,VKFO1KMFQZ,78311
4933,0.0,before 2015,I67PQ52AWB,925179
4934,1.0,after 2015,PVZD0ST8U7,649769
4935,1.0,before 2015,6I4MFHD09I,154695
4936,0.0,before 2015,YQDOIZQT13,603168
4937,0.0,before 2015,X3O8MN6T7R,471479
4938,1.0,before 2015,V5O0F4YUVE,154013
4939,1.0,before 2015,JW2P9CXUYH,730370
4940,1.0,before 2015,HSA2OKWHP0,545482
4941,1.0,before 2015,13EOVRSG4S,709636
4942,1.0,before 2015,8HKINXC2IB,260428
4943,1.0,after 2015,WF172Y2GNL,881078
4944,1.0,before 2015,TB2SJE0HVG,60951
4945,0.0,before 2015,I3QYUQ36G7,996949
4946,0.0,before 2015,FJX6UT6EE9,932068
4947,1.0,before 2015,EHVTK00G5L,507289
4948,1.0,before 2015,61UZDFLKY5,878865
4949,1.0,after 2015,WIT1DIWFLV,287352
4950,1.0,after 2015,SJ61VCMEDY,776910
4951,0.0,before 2015,XZRETDSZTU,207887
4952,1.0,before 2015,URN87OEHNA,197431
4953,1.0,after 2015,S06FXCMBKV,199886
4954,1.0,after 2015,LZ5VJY6AYD,974712
4955,1.0,before 2015,YXWA7TAHTL,237974
4956,0.0,before 2015,YQIV85OVT3,342342
4957,1.0,before 2015,AJI49VJ2H6,528837
4958,0.0,before 2015,6063MQVBGH,392048
4959,1.0,before 2015,ID09CRMX3S,857615
4960,1.0,after 2015,BJ8VYL9LWK,86219
4961,1.0,before 2015,6QYC06KZ1X,671080
4962,1.0,after 2015,SA1XO1G020,539702
4963,1.0,before 2015,00PM1IAGG4,767312
4964,1.0,before 2015,8499O9WXP6,253832
4965,1.0,before 2015,3SZQHKT88M,670634
4966,1.0,before 2015,SJHNJFHQ0G,337500
4967,1.0,before 2015,CP633W2Y2G,567122
4968,1.0,after 2015,V5V4Z7WB95,436798
4969,1.0,after 2015,8RJ132MLQV,339147
4970,0.0,before 2015,3Z8RR7J3XY,329466
4971,1.0,after 2015,O1FVASQ5KP,340134
4972,1.0,before 2015,ZKWVQQ1SIQ,121362
4973,1.0,after 2015,AZ4LSLWFTD,123508
4974,1.0,before 2015,VGFECM7GKP,409057
4975,0.0,after 2015,BXPZQ5ITMO,471795
4976,1.0,before 2015,FNQTZEV3TJ,623545
4977,0.0,before 2015,H3428MN1Y9,910030
4978,1.0,before 2015,6ISQB75G0W,720601
4979,1.0,before 2015,47E0EZFANK,258865
4980,0.0,before 2015,YUD7DYNCR6,109980
4981,0.0,before 2015,SG4TWJ68CF,369502
4982,0.0,before 2015,9VMEDY041P,313903
4983,0.0,before 2015,PNQW9J31BF,589105
4984,1.0,after 2015,0VR9KB3HGX,712117
4985,1.0,before 2015,VTVBUWI4LY,692867
4986,1.0,before 2015,8X2YTTH16I,394169
4987,0.0,before 2015,FGPDFKIIKW,422097
4988,1.0,after 2015,GJEAXLHDTY,113980
4989,1.0,after 2015,JB1O6333ON,295157
4990,1.0,before 2015,FTUBAE3EY6,65112
4991,1.0,before 2015,3ZG85EYTDD,511532
4992,1.0,before 2015,24DTPBKW5T,993939
4993,1.0,before 2015,F7FCG4XW3P,335122
4994,0.0,before 2015,DSK899JQ0Q,794889
4995,1.0,before 2015,IO9210MEAT,111426
4996,1.0,after 2015,PJG7897XLM,158268
4997,0.0,after 2015,PKTWCOL8KF,57623
4998,1.0,after 2015,AGHP9PZX1J,968185
4999,1.0,before 2015,MTXRFT85HK,968194
5000,1.0,before 2015,KQZZJVXCZM,639877
5001,1.0,before 2015,O2KQOZULA5,910841
5002,1.0,after 2015,RWK6B6C6AG,822227
5003,1.0,before 2015,D8BVDZC3DL,259113
5004,1.0,before 2015,ZLUZ13F2UZ,306268
5005,1.0,before 2015,ECUTY6VWY8,618829
5006,1.0,after 2015,OD95FT3I5E,669151
5007,1.0,before 2015,NH13WWWUO5,614254
5008,1.0,after 2015,T2L1JQ5M4S,733736
5009,1.0,before 2015,LRPQVV1X47,215319
5010,0.0,before 2015,7BJAEPVNUP,454069
5011,0.0,before 2015,80ES1CYH75,130128
5012,0.0,before 2015,LD2AMWLGIQ,581563
5013,1.0,before 2015,43NS8IE7P5,773778
5014,0.0,before 2015,R0CO0IK7WW,829396
5015,1.0,before 2015,1AKG5GFV0O,474755
5016,1.0,before 2015,VL368U2N5K,331227
5017,1.0,before 2015,KGIOALMBQD,532643
5018,1.0,after 2015,40OF46JLQX,922757
5019,1.0,before 2015,JIU7J3QZ6E,265334
5020,0.0,before 2015,JPGBP0MVCD,934596
5021,1.0,after 2015,6KLBCJ31DJ,981912
5022,1.0,before 2015,8NTM59YJQ5,391337
5023,0.0,after 2015,XD8U6BS8D8,944240
5024,0.0,before 2015,QT4EVC19M9,404601
5025,1.0,before 2015,INJM5AI3F2,848121
5026,0.0,after 2015,HGRSGLA3S8,653566
5027,1.0,before 2015,Z6BWISC3CS,701805
5028,1.0,after 2015,B0GUEIV8VA,345883
5029,1.0,after 2015,ND47GZ4IB4,744915
5030,0.0,after 2015,EA3D82W3GL,439808
5031,0.0,before 2015,K9JTAOLVCY,278596
5032,1.0,before 2015,CMD7OAIZZO,722998
5033,1.0,before 2015,WU4348BTVN,533402
5034,0.0,before 2015,LYD3KHZOCR,233196
5035,1.0,before 2015,KHZ687KGU1,531749
5036,1.0,after 2015,JHDCQEOHOV,591088
5037,1.0,before 2015,14CN8IALBL,739141
5038,0.0,before 2015,5H5E3S0VJU,989017
5039,1.0,before 2015,1WU4KBNS6Q,769692
5040,0.0,before 2015,R11J3BW8HM,728169
5041,1.0,after 2015,DSO2YDZWA5,871987
5042,1.0,before 2015,V2MSNXF4QK,931786
5043,1.0,after 2015,SU5QGG4KQP,844268
5044,1.0,after 2015,OYKIFENB60,503572
5045,1.0,before 2015,PIIGJJYI9A,274929
5046,0.0,before 2015,QBZJW4A1I5,49284
5047,0.0,before 2015,4P1WRTM55C,725213
5048,0.0,before 2015,NU432LUG61,9720
5049,0.0,after 2015,AFWV699P84,853098
5050,1.0,after 2015,6ZFVRUEV0D,951947
5051,1.0,before 2015,QQRDJSNEHE,552377
5052,1.0,before 2015,ETRV0RFLEJ,781391
5053,1.0,after 2015,7J7VEUII56,654698
5054,1.0,before 2015,FPT1CQJAP0,422536
5055,1.0,after 2015,KO0UI13L3C,593636
5056,1.0,before 2015,FOV85UJPG5,912129
5057,1.0,before 2015,4E5A58MONN,829121
5058,1.0,before 2015,KH0TQNEYN6,217627
5059,1.0,after 2015,EQ00U00LYI,382139
5060,0.0,before 2015,ELM29WY3PZ,94394
5061,1.0,after 2015,GGYESRAIM3,424880
5062,1.0,after 2015,3UUUSDYEYA,990555
5063,1.0,after 2015,ODY3XWD0DC,358555
5064,1.0,before 2015,O21WE3LWF7,112301
5065,1.0,before 2015,H5VJ6H2B59,321869
5066,0.0,before 2015,72MBAC4TVI,577364
5067,1.0,after 2015,X1PLOZVIS3,26848
5068,1.0,after 2015,FM0R0N8RZ5,200558
5069,1.0,before 2015,7F1QGDP38K,837798
5070,1.0,after 2015,0SOESK4Z0Y,992975
5071,1.0,before 2015,90LAV6AO23,118326
5072,0.0,before 2015,SPWNEY8WXV,147347
5073,1.0,before 2015,AMQFXT3GHU,892833
5074,1.0,before 2015,BVAT0G1VH4,716262
5075,1.0,before 2015,KHHE071LYG,711193
5076,1.0,before 2015,HGNK22LVQ6,459835
5077,1.0,before 2015,6FXWA1FK87,812532
5078,0.0,after 2015,ASQQ1C91JX,608261
5079,1.0,before 2015,Y5M3FC668X,273918
5080,1.0,before 2015,KQLXSW73UN,916521
5081,1.0,before 2015,NR33NHH5ZQ,947915
5082,1.0,before 2015,SZOC1Y40P1,586547
5083,0.0,before 2015,XTZ5J6B874,63508
5084,1.0,after 2015,EG6NIUKWAZ,527357
5085,0.0,before 2015,RUZLKED2IM,385925
5086,1.0,after 2015,KT63L0XWWW,7048
5087,0.0,before 2015,TV1ON8IRQ5,918436
5088,0.0,before 2015,KSDMN49YMJ,249505
5089,1.0,before 2015,6EZ8L4PIB6,185027
5090,1.0,before 2015,RMPLCEP3TT,384393
5091,0.0,before 2015,7OQ6BRML52,559301
5092,1.0,after 2015,3WX4C830KG,267190
5093,1.0,before 2015,V6DP7U6NM1,25459
5094,0.0,before 2015,ZUZFERMP26,256304
5095,0.0,before 2015,UCWXVRTO13,686015
5096,0.0,after 2015,374VGTM7NB,374142
5097,0.0,before 2015,9YKM862UXN,908652
5098,1.0,before 2015,94PUKHC72I,907528
5099,1.0,before 2015,L9YBF8SZCI,665946
5100,1.0,before 2015,8BS1NN8M7P,990622
5101,1.0,after 2015,LEZH6HZ3EU,245142
5102,1.0,before 2015,CWDM9COKK9,507424
5103,1.0,before 2015,I7SEWCBIQ2,515684
5104,1.0,after 2015,J8TBDK6ZD4,833770
5105,1.0,after 2015,YYNSFBD70N,463956
5106,1.0,before 2015,7IB77O64HH,888650
5107,1.0,after 2015,1LMGVG9TPX,527006
5108,1.0,before 2015,J89UYZAJ1D,579130
5109,0.0,before 2015,CZ462CNISU,370672
5110,0.0,before 2015,4B6UGDHJ49,479043
5111,1.0,before 2015,2LJVQURNVH,707119
5112,1.0,before 2015,6KPZZG3OLK,288376
5113,1.0,before 2015,RYVI3EU7VB,747965
5114,1.0,after 2015,AFWZKRIKQY,19568
5115,1.0,after 2015,J6KE6D7Z10,356868
5116,1.0,before 2015,3KJA5HD4JE,57769
5117,1.0,before 2015,MYSXRBF13A,896096
5118,0.0,before 2015,9K3E564MIO,279212
5119,0.0,before 2015,50KDDAJ6GV,406571
5120,1.0,before 2015,JYZCN6YUNN,829777
5121,1.0,before 2015,4PJ7E6BUS2,372369
5122,1.0,before 2015,XQ9Y6W0HXL,12509
5123,0.0,before 2015,N6TRZDXW5N,100647
5124,1.0,before 2015,CE1DSH0FSP,102865
5125,1.0,before 2015,W28MFW3XIO,87915
5126,0.0,before 2015,D8PRHA0NK3,862085
5127,1.0,before 2015,GOQ93CJ9HM,933768
5128,0.0,before 2015,AJEC5L4JX4,936024
5129,1.0,before 2015,OIIG0VQKBL,302189
5130,0.0,before 2015,92TYN8I635,971471
5131,1.0,before 2015,K1NLI4JOO6,189179
5132,0.0,before 2015,YRZ4XGGW4Y,723272
5133,1.0,after 2015,PNP5R3SHPM,715622
5134,1.0,before 2015,UT45KSEUY6,556911
5135,1.0,after 2015,76CL7C8UJZ,236094
5136,1.0,after 2015,2X88NOK4EY,143689
5137,0.0,before 2015,1FX5OGFB76,9914
5138,1.0,before 2015,3F42JDQSOI,750937
5139,0.0,after 2015,IQZKPY9ISU,624793
5140,1.0,after 2015,AYOIT7J2R2,615907
5141,1.0,before 2015,8KQCUFVBVY,810417
5142,1.0,after 2015,JWND7K0X18,13552
5143,1.0,before 2015,GLTAU75MCS,746569
5144,1.0,after 2015,YY153S8MTJ,567055
5145,1.0,before 2015,97W4ZW0A2C,728580
5146,0.0,before 2015,DHNUBVQ0DO,733039
5147,1.0,before 2015,2FZDGSS21J,422188
5148,1.0,before 2015,MH2YT2FFHP,875592
5149,1.0,after 2015,LQKQ4CT1CT,781452
5150,1.0,before 2015,M1071NW2WZ,388171
5151,1.0,before 2015,O29S11CDKI,871868
5152,0.0,before 2015,FH4UFTRMNZ,446063
5153,0.0,before 2015,OOJHYT5S92,280107
5154,1.0,before 2015,7U1I65B7OT,520649
5155,1.0,after 2015,908ZXSZQT3,902477
5156,0.0,before 2015,GZXP7MEPDB,293796
5157,1.0,before 2015,4AISPPQU2W,833120
5158,1.0,before 2015,O515J699LS,651213
5159,0.0,before 2015,3X4GN0BWF4,142709
5160,1.0,after 2015,CIKKTR1B7U,430044
5161,0.0,before 2015,1XE952NX7T,218271
5162,1.0,before 2015,AH8ZGIXHV5,459055
5163,1.0,before 2015,S5I104A152,643290
5164,1.0,after 2015,TL89D8G5F4,683643
5165,1.0,after 2015,ZI9931FXD1,448347
5166,1.0,before 2015,MKFX2HVGI3,362814
5167,0.0,before 2015,7TOJ67HRCE,857478
5168,0.0,before 2015,3Y3NFJEEJP,202230
5169,1.0,after 2015,ZFD925USDY,739273
5170,0.0,after 2015,MX3YZ2DUTG,503527
5171,1.0,after 2015,QLRWQC7JEL,130769
5172,1.0,before 2015,3L0GW8B2PB,315893
5173,1.0,before 2015,ZJ94YI1OX1,55603
5174,1.0,before 2015,2VUVPFC505,966860
5175,1.0,before 2015,ADN2OLWK0I,800943
5176,1.0,before 2015,SC74EBCYF8,599732
5177,1.0,after 2015,FGTIALRI12,139861
5178,1.0,before 2015,H8U61KNJRF,250086
5179,1.0,before 2015,9HRN0X4UWO,590314
5180,0.0,before 2015,KAC7RU3XIP,615002
5181,1.0,before 2015,J4T4DGRHHU,615641
5182,0.0,after 2015,V4SPUCZPNB,548888
5183,0.0,before 2015,OEAQ6JK7S2,88614
5184,1.0,after 2015,M3FTCT74A9,331291
5185,0.0,before 2015,JVTFQARDTU,217002
5186,1.0,before 2015,VTMDEW89E1,909838
5187,1.0,before 2015,NA23V0HXUX,218063
5188,0.0,before 2015,HIS6P8EGI4,174969
5189,0.0,before 2015,V99NIH4RI1,987314
5190,1.0,before 2015,E7LN2SH570,360122
5191,1.0,after 2015,UE2V90D89J,674120
5192,0.0,after 2015,KS7C497UR4,506080
5193,1.0,after 2015,ZMZ5PDPVSN,148676
5194,1.0,before 2015,6XJNN6LS6G,263202
5195,1.0,before 2015,80V487VM1K,397460
5196,0.0,before 2015,4CTJFXNK3I,9574
5197,0.0,before 2015,XOMTR4S7M7,949445
5198,1.0,after 2015,WA492DHDGD,785433
5199,1.0,before 2015,939Z1YTFKL,332232
5200,0.0,before 2015,EIQKCU5OYU,612876
5201,1.0,before 2015,QCFOO1N253,507548
5202,1.0,after 2015,EUGFB0U4TG,829901
5203,1.0,before 2015,BLLXZRGNO4,147267
5204,0.0,before 2015,54PSDWV858,105009
5205,1.0,after 2015,1RCZY8Q1JJ,464094
5206,0.0,before 2015,6N3V104Q8A,657999
5207,0.0,before 2015,V3TSX9QV2Z,511769
5208,1.0,before 2015,TKQW9YDG2J,298277
5209,1.0,after 2015,72ED26SE2K,750105
5210,1.0,before 2015,WI28AM1HPI,489922
5211,1.0,after 2015,ZNWGMOZVT4,701527
5212,1.0,after 2015,XINJLL5E0B,534597
5213,1.0,after 2015,1XEXGTRL6B,28555
5214,1.0,before 2015,GAH1611PVO,893246
5215,0.0,before 2015,RC1TVJTLRB,93567
5216,0.0,before 2015,FQK8H8GHLP,772042
5217,1.0,before 2015,DDT2YB8UGR,673145
5218,1.0,before 2015,GWWZZYEWCI,784982
5219,0.0,before 2015,1J0V45O2K4,873573
5220,1.0,before 2015,4XKDMFLOB8,695076
5221,1.0,after 2015,2ZF3ZUS53L,923637
5222,1.0,before 2015,XKBVKNOMXB,594395
5223,0.0,after 2015,7P0OQOJF0N,728983
5224,1.0,before 2015,D91L4T4UKC,57792
5225,1.0,before 2015,3MZUFU0HCX,604407
5226,1.0,before 2015,OI3GVUR6D9,565694
5227,0.0,before 2015,KHGVHBN8VQ,234567
5228,1.0,after 2015,3Q3CFMCB9I,883688
5229,1.0,after 2015,1EFOE4GS7F,948725
5230,1.0,after 2015,LEUTL11PEK,26790
5231,0.0,before 2015,23AZWS8BEB,402818
5232,0.0,before 2015,DNSISQ4T7W,574832
5233,1.0,after 2015,PLLIM577M8,222143
5234,0.0,after 2015,EPTTCIAYSM,442504
5235,1.0,before 2015,QZHNPMO9VI,241217
5236,0.0,after 2015,NAPUT6MMHF,813027
5237,1.0,after 2015,3PORIHDGXJ,209176
5238,1.0,after 2015,N3K5CZHHPQ,392915
5239,1.0,before 2015,NFL3AL56Q0,971853
5240,1.0,after 2015,5QXNOD4R4I,962859
5241,1.0,after 2015,7LTES1SF5T,80869
5242,1.0,before 2015,EVFTPWEOAZ,781908
5243,1.0,after 2015,LJ2DDHOS6T,252553
5244,0.0,before 2015,JEN3ST4NPT,228488
5245,1.0,before 2015,Z55Q0QHRQ7,863165
5246,0.0,before 2015,87S50QPGAL,122492
5247,1.0,after 2015,89LOX2SXJO,52965
5248,1.0,before 2015,M6ZDMUXDPJ,461594
5249,1.0,after 2015,FOK2N7MFD9,739281
5250,0.0,before 2015,OG7BBAICAA,965034
5251,1.0,before 2015,UNV6AKSK3F,610494
5252,0.0,before 2015,IMLC8M5FKP,322058
5253,1.0,before 2015,ESC7KEV730,710427
5254,1.0,before 2015,C38QXVMHI4,657250
5255,1.0,before 2015,RV36Y1UCU5,421862
5256,1.0,before 2015,UZU00R5G40,809511
5257,1.0,before 2015,HGKFD7GSTF,677174
5258,1.0,after 2015,C5JMO0V4BG,11244
5259,1.0,after 2015,UDV6RGZHIB,74173
5260,0.0,before 2015,4XDD5M2PI8,324309
5261,1.0,before 2015,U6ZPNDMIOQ,698622
5262,0.0,before 2015,2YOJ0026WO,359298
5263,1.0,before 2015,MP8TUSZ33B,751259
5264,1.0,before 2015,881LO0Y0OM,927463
5265,0.0,before 2015,8NUQKN219C,618996
5266,0.0,after 2015,MY2Z0AEFQA,809040
5267,1.0,after 2015,XVDQZZCGK6,778054
5268,1.0,before 2015,YZDC4N3XPC,582739
5269,0.0,before 2015,NC0FAZMJ26,548365
5270,0.0,before 2015,659IA9CI23,419313
5271,1.0,before 2015,UI2TXX9L96,143302
5272,1.0,before 2015,BXX4OW98NV,268143
5273,0.0,before 2015,P7IBG5OGLZ,961840
5274,1.0,before 2015,MF0VZV4EV0,597738
5275,1.0,before 2015,R8626FN985,15411
5276,0.0,before 2015,9L8BJP7OYE,453506
5277,1.0,before 2015,LHTZON690F,537211
5278,0.0,before 2015,9WIIQBNM45,870115
5279,1.0,before 2015,P6JKKJJ1GR,792526
5280,1.0,before 2015,J15LD8I8L5,780469
5281,1.0,before 2015,ACG3M5QEYW,542431
5282,1.0,after 2015,PWQ3YOES8R,27653
5283,1.0,after 2015,XHUUGUQKRP,129323
5284,1.0,before 2015,EY78GEFQDE,206538
