,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
1970,9727,CA,F,5908.0,1122.0,1267.0,991.0,1088.0,81205.0,81.25,25.0
1971,188841,NM,F,848.0,219.0,288.0,299.0,390.0,14894.0,16.0,10.0
1972,15046,NC,female,595.0,289.0,346.0,330.0,381.0,13060.0,2.636363636,10.0
1973,43781,FL,M,1069.0,198.0,257.0,308.0,367.0,16759.0,6.125,10.0
1974,182319,WA,male,874.0,355.0,370.0,389.0,418.0,13393.0,4.04,10.0
1975,130369,CO,F,1017.0,496.0,510.0,537.0,554.0,21385.0,18.17647059,50.0
1976,147758,CA,F,5643.0,772.0,939.0,828.0,971.0,55164.0,13.33333333,25.0
1977,18761,NC,female,714.0,425.0,434.0,419.0,432.0,13695.0,9.083333333,15.0
1978,104234,MO,M,915.0,506.0,513.0,559.0,561.0,18191.0,9.142857143,18.0
1979,30185,GA,F,748.0,352.0,372.0,369.0,423.0,13998.0,10.0,30.0
1980,30907,GA,M,803.0,450.0,495.0,547.0,597.0,21132.0,15.0,15.0
1981,105371,KS,F,208.0,201.0,242.0,255.0,296.0,11136.0,17.17647059,20.0
1982,57058,KY,M,432.0,174.0,230.0,223.0,279.0,8763.0,11.1,25.0
1983,160851,CA,M,1485.0,399.0,478.0,432.0,469.0,15254.0,12.875,16.0
1984,163546,CA,M,4169.0,540.0,670.0,570.0,667.0,24535.0,11.85714286,15.0
1985,176053,OR,M,0.0,0.0,0.0,0.0,0.0,0.0,,12.0
1986,149534,CA,F,5000.0,850.0,931.0,862.0,931.0,39028.0,25.0,30.0
1987,156152,CA,F,1115.0,313.0,340.0,354.0,391.0,,11.4375,16.0
1988,67177,MI,F,709.0,504.0,515.0,522.0,539.0,,,12.0
1989,34475,FL,M,696.0,277.0,314.0,325.0,355.0,12415.0,20.4,20.0
1990,114803,OK,F,911.0,384.0,496.0,497.0,613.0,,6.333333333,20.0
1991,15332,NC,M,723.0,371.0,414.0,398.0,456.0,18915.0,6.538461539,10.0
1992,119966,TX,F,321.0,225.0,264.0,243.0,281.0,9372.0,8.058823529,11.0
1993,152470,CA,F,5725.0,610.0,763.0,698.0,807.0,53158.0,23.72727273,45.0
1994,48527,AL,Male,931.0,407.0,502.0,439.0,496.0,17743.0,4.416666667,3.0
1995,171528,CA,F,1895.0,317.0,389.0,405.0,471.0,17431.0,6.705882353,5.0
1996,50122,Tennessee,F,715.0,318.0,340.0,352.0,370.0,12416.0,,10.0
1997,92293,IL,F,3359.0,878.0,897.0,934.0,973.0,35266.0,5.8,5.0
1998,47191,AL,F,950.0,264.0,,330.0,378.0,20090.0,4.142857143,5.0
1999,89288,IL,F,1243.0,414.0,467.0,464.0,507.0,15884.0,10.4,15.0
2000,101676,MO,M,1162.0,529.0,560.0,571.0,612.0,18860.0,10.125,15.0
2001,30051,GA,F,359.0,205.0,260.0,250.0,292.0,9279.0,9.0,10.0
2002,141500,NV,M,720.0,328.0,357.0,358.0,381.0,12646.0,11.6,18.0
2003,21599,SC,M,1168.0,365.0,430.0,403.0,460.0,18128.0,5.0,7.0
2004,110789,LA,F,324.0,129.0,204.0,226.0,277.0,9585.0,8.2,15.0
2005,139512,NM,M,828.0,318.0,368.0,366.0,416.0,14887.0,20.0,20.0
2006,142662,CA,F,1188.0,166.0,218.0,194.0,243.0,10014.0,8.333333333,10.0
2007,82920,MN,F,915.0,469.0,514.0,514.0,566.0,17112.0,5.52631579,5.0
2008,168186,CA,F,2412.0,549.0,534.0,564.0,549.0,16642.0,20.0,10.0
2009,94503,IL,F,550.0,157.0,173.0,215.0,217.0,6493.0,12.5,10.0
2010,167406,CA,F,4135.0,602.0,608.0,665.0,694.0,33830.0,7.0,7.0
2011,170722,CA,F,2043.0,296.0,569.0,399.0,598.0,15530.0,13.8,20.0
2012,101989,MO,F,523.0,314.0,330.0,327.0,350.0,11799.0,3.0625,5.0
2013,66577,MI,F,2417.0,575.0,835.0,693.0,905.0,34152.0,10.5,10.0
2014,33003,FL,F,831.0,242.0,286.0,281.0,333.0,19039.0,,8.0
2015,70216,MI,M,364.0,312.0,335.0,293.0,315.0,9474.0,9.25,20.0
2016,43086,FL,F,795.0,352.0,406.0,397.0,444.0,18613.0,7.333333333,20.0
2017,122110,TX,U,408.0,254.0,292.0,303.0,324.0,8051.0,4.9375,10.0
2018,150684,CA,M,2476.0,366.0,453.0,470.0,537.0,15702.0,17.66666667,34.0
2019,162341,CA,F,3693.0,358.0,393.0,393.0,442.0,16753.0,11.28571429,14.0
2020,56407,KY,F,382.0,173.0,211.0,,259.0,9037.0,10.64705882,20.0
2021,188988,IN,F,667.0,243.0,311.0,298.0,351.0,12239.0,6.285714286,7.0
2022,35581,FL,M,906.0,296.0,377.0,360.0,473.0,16729.0,10.42857143,15.0
2023,46358,FL,M,715.0,362.0,371.0,388.0,408.0,12806.0,7.466666667,9.0
2024,109533,LA,M,576.0,290.0,318.0,339.0,375.0,9596.0,7.5,25.0
2025,81322,WI,male,335.0,209.0,252.0,268.0,311.0,9461.0,10.05555556,15.0
2026,179275,WA,F,1424.0,419.0,446.0,477.0,506.0,16767.0,9.2,25.0
2027,48691,AL,F,733.0,316.0,378.0,374.0,412.0,19790.0,10.0,20.0
2028,24420,SC,F,1333.0,162.0,451.0,234.0,476.0,4738.0,8.625,12.0
2029,165368,CA,M,3899.0,733.0,786.0,749.0,811.0,,33.33333333,20.0
2030,41545,FL,M,658.0,373.0,392.0,417.0,436.0,14942.0,5.789473684,5.0
2031,106235,KS,M,498.0,273.0,302.0,304.0,346.0,12893.0,5.0,5.0
2032,133640,ID,M,793.0,,372.0,464.0,505.0,19844.0,7.5,10.0
2033,176443,OR,F,641.0,291.0,300.0,356.0,391.0,12815.0,14.0,10.0
2034,190976,AZ,F,558.0,298.0,301.0,327.0,345.0,,14.77777778,20.0
2035,145911,CA,F,3314.0,781.0,755.0,820.0,828.0,25608.0,11.66666667,10.0
2036,32984,AP,Male,0.0,0.0,0.0,0.0,0.0,0.0,9.5,8.0
2037,67541,MI,F,558.0,344.0,366.0,,414.0,14032.0,,7.0
2038,86803,MT,female,419.0,184.0,214.0,253.0,279.0,,7.333333333,10.0
2039,100324,MO,F,1783.0,577.0,603.0,609.0,653.0,26826.0,20.0,20.0
2040,132444,CO,F,543.0,428.0,431.0,421.0,434.0,,15.0,20.0
2041,107235,NE,M,1344.0,639.0,733.0,676.0,758.0,27610.0,7.214285714,11.0
2042,67304,MI,F,1335.0,597.0,682.0,644.0,724.0,28770.0,22.25,20.0
2043,82040,WI,male,493.0,213.0,248.0,,294.0,10815.0,,3.0
2044,43674,FL,F,888.0,328.0,368.0,371.0,410.0,17342.0,5.714285714,10.0
2045,159171,CA,F,1968.0,416.0,485.0,449.0,496.0,16541.0,9.4,15.0
2046,64400,IN,M,1033.0,329.0,460.0,376.0,473.0,,15.0,21.0
2047,11284,FL,M,934.0,324.0,391.0,404.0,478.0,17408.0,6.366666667,4.0
2048,74419,MI,F,578.0,242.0,306.0,279.0,328.0,12451.0,9.857142857,10.0
2049,55840,MS,M,406.0,240.0,243.0,255.0,265.0,6733.0,17.5,16.0
2050,22176,NC,M,474.0,163.0,205.0,218.0,253.0,10597.0,9.133333333,12.0
2051,25678,FL,M,721.0,302.0,339.0,335.0,365.0,12474.0,8.875,20.0
2052,107569,NE,M,443.0,231.0,288.0,281.0,323.0,11042.0,36.11111111,50.0
2053,70301,MI,F,841.0,334.0,409.0,378.0,462.0,17676.0,10.0,5.0
2054,39020,FL,M,724.0,327.0,384.0,319.0,371.0,15784.0,12.5,21.0
2055,125906,TX,F,924.0,414.0,443.0,427.0,438.0,14092.0,4.666666667,6.0
2056,23934,SC,F,1056.0,405.0,498.0,444.0,485.0,15432.0,3.589285714,25.0
2057,112751,OK,F,1017.0,672.0,700.0,647.0,673.0,18233.0,,50.0
2058,3651,MI,F,668.0,300.0,322.0,344.0,385.0,,25.83333333,25.0
2059,1068,CA,F,3528.0,814.0,808.0,867.0,867.0,25564.0,6.162790698,5.0
2060,120128,TX,F,417.0,277.0,300.0,258.0,326.0,10308.0,14.0,15.0
2061,152092,CA,F,1232.0,203.0,229.0,241.0,267.0,10129.0,3.714285714,5.0
2062,85913,SD,M,396.0,248.0,274.0,284.0,304.0,10419.0,9.727272727,14.0
2063,43226,FL,M,764.0,269.0,307.0,317.0,353.0,,15.0,20.0
2064,60738,IN,F,877.0,419.0,473.0,450.0,496.0,16981.0,5.25,5.0
2065,60571,IN,M,,354.0,402.0,407.0,472.0,15493.0,,15.0
2066,131913,CO,F,1109.0,513.0,587.0,606.0,636.0,20235.0,13.25,19.0
2067,172140,CA,F,2099.0,588.0,609.0,610.0,643.0,19738.0,10.7,10.0
2068,147753,CA,F,4778.0,792.0,981.0,849.0,987.0,35530.0,19.25,25.0
2069,161856,CA,M,2264.0,430.0,441.0,,392.0,16795.0,11.0,15.0
2070,140611,NM,F,740.0,240.0,288.0,294.0,324.0,10701.0,4.375,4.0
2071,30068,GA,F,,250.0,295.0,285.0,,9846.0,7.153846154,12.0
2072,96175,IL,M,258.0,60.0,120.0,89.0,209.0,4884.0,5.555555556,5.0
2073,727,IA,F,240.0,232.0,280.0,271.0,315.0,10744.0,2.260869565,2.0
2074,188893,NC,M,701.0,297.0,335.0,405.0,468.0,,15.5,25.0
2075,110425,LA,F,,95.0,103.0,162.0,182.0,6104.0,13.33333333,20.0
2076,54897,GA,F,1271.0,733.0,752.0,743.0,752.0,23282.0,15.09090909,20.0
2077,173772,HI,F,1233.0,310.0,347.0,365.0,399.0,11450.0,,10.0
2078,25560,GA,F,802.0,479.0,488.0,531.0,555.0,16469.0,11.05882353,14.0
2079,185886,WI,male,929.0,315.0,403.0,341.0,438.0,17069.0,5.142857143,5.0
2080,175847,OR,F,2070.0,540.0,781.0,678.0,876.0,33467.0,5.5,10.0
2081,29610,GA,M,387.0,191.0,221.0,285.0,325.0,11604.0,4.923076923,5.0
2082,86926,MT,female,585.0,197.0,244.0,228.0,288.0,11955.0,,15.0
2083,179235,WA,male,1133.0,596.0,596.0,591.0,610.0,19287.0,9.0,12.0
2084,8276,CA,M,5914.0,,1500.0,1275.0,1282.0,58689.0,12.63157895,15.0
2085,27108,GA,F,656.0,304.0,309.0,308.0,312.0,,7.35,15.0
2086,56860,KY,F,439.0,328.0,335.0,350.0,356.0,9955.0,11.25,24.0
2087,157817,CA,F,2356.0,520.0,683.0,651.0,762.0,31180.0,11.28,11.0
2088,135296,AZ,Female,967.0,254.0,359.0,287.0,408.0,19177.0,6.333333333,11.0
2089,80995,WI,male,342.0,174.0,228.0,217.0,262.0,8356.0,5.857142857,5.0
2090,95943,IL,M,435.0,353.0,399.0,345.0,373.0,13341.0,10.0,13.0
2091,188141,FL,F,578.0,248.0,280.0,309.0,338.0,12336.0,14.42857143,25.0
2092,13523,NV,F,463.0,177.0,189.0,221.0,233.0,,14.0,40.0
2093,7518,WI,male,,298.0,330.0,324.0,361.0,12279.0,4.842105263,5.0
2094,7637,Tennessee,F,,179.0,220.0,221.0,258.0,9059.0,9.0,10.0
2095,40655,FL,M,810.0,295.0,373.0,374.0,430.0,19398.0,11.0,20.0
2096,87505,MT,female,375.0,200.0,181.0,225.0,222.0,7976.0,8.388888889,8.0
2097,176380,OR,M,865.0,459.0,536.0,530.0,615.0,21364.0,,15.0
2098,45367,FL,M,1172.0,455.0,502.0,487.0,525.0,18415.0,25.0,30.0
2099,112496,AR,Female,1906.0,512.0,540.0,759.0,896.0,41437.0,8.125,10.0
2100,119576,TX,M,916.0,505.0,571.0,496.0,,,9.2,9.0
2101,9923,TX,F,1234.0,,456.0,441.0,561.0,21054.0,11.23529412,14.0
2102,69963,MI,F,567.0,359.0,395.0,370.0,405.0,14794.0,,25.0
2103,32538,FL,F,752.0,346.0,367.0,374.0,413.0,14353.0,5.307692308,6.0
2104,175139,OR,M,685.0,237.0,305.0,306.0,338.0,11659.0,10.0,15.0
2105,138552,AZ,M,611.0,289.0,302.0,332.0,354.0,9529.0,10.30769231,10.0
2106,160103,CA,F,0.0,0.0,0.0,0.0,0.0,0.0,5.25,5.0
2107,152151,CA,M,1447.0,296.0,402.0,355.0,434.0,17489.0,23.85714286,42.0
2108,174271,HI,M,2786.0,301.0,366.0,340.0,393.0,16808.0,,18.0
2109,41434,FL,M,782.0,435.0,437.0,443.0,451.0,14253.0,6.588235294,5.0
2110,3312,WI,male,930.0,397.0,511.0,441.0,552.0,17794.0,11.44444444,15.0
2111,120805,TX,F,,332.0,339.0,367.0,390.0,15009.0,6.428571429,5.0
2112,2889,OK,F,208.0,210.0,261.0,261.0,305.0,11711.0,3.181818182,3.0
2113,162271,CA,M,4474.0,467.0,608.0,583.0,687.0,27544.0,,15.0
2114,74955,IA,F,334.0,165.0,193.0,219.0,268.0,10461.0,12.61290323,10.0
2115,151846,CA,M,1234.0,284.0,276.0,308.0,284.0,8270.0,5.75,10.0
2116,148546,CA,M,4286.0,811.0,910.0,883.0,947.0,33614.0,5.133333333,6.0
2117,12837,IL,F,1072.0,547.0,597.0,555.0,636.0,17662.0,18.6,10.0
2118,119868,TX,F,696.0,409.0,439.0,439.0,470.0,18427.0,10.42857143,10.0
2119,185517,CA,M,1734.0,607.0,635.0,638.0,674.0,22234.0,8.571428571,10.0
2120,441,IL,F,550.0,91.0,163.0,166.0,254.0,10050.0,5.5,10.0
2121,132347,CA,M,3874.0,776.0,759.0,865.0,852.0,29217.0,,20.0
2122,127444,CO,M,759.0,270.0,307.0,316.0,352.0,,18.5,21.0
2123,149767,CA,M,2105.0,535.0,555.0,557.0,578.0,17785.0,10.44444444,15.0
2124,172315,CA,F,1368.0,379.0,416.0,487.0,528.0,23121.0,6.852941177,8.0
2125,43001,FL,F,1167.0,267.0,274.0,323.0,349.0,14192.0,15.0,15.0
2126,15416,NC,M,859.0,428.0,454.0,442.0,482.0,15841.0,20.0,30.0
2127,141396,NV,M,1291.0,349.0,373.0,402.0,447.0,14894.0,10.5,10.0
2128,137743,AZ,Female,962.0,349.0,379.0,419.0,487.0,,5.733333333,8.0
2129,118487,TX,F,420.0,171.0,234.0,247.0,293.0,10643.0,15.0,20.0
2130,33393,FL,F,1571.0,473.0,496.0,518.0,526.0,21109.0,22.5,10.0
2131,79622,WI,F,842.0,463.0,469.0,492.0,493.0,15371.0,9.913043478,5.0
2132,99209,IL,F,517.0,303.0,344.0,348.0,416.0,15032.0,2.578947368,3.0
2133,23056,SC,F,1299.0,577.0,589.0,590.0,596.0,19461.0,4.0,12.5
2134,105068,KS,U,731.0,354.0,370.0,398.0,423.0,14555.0,5.304347826,7.0
2135,170479,CA,F,670.0,182.0,194.0,239.0,252.0,8448.0,8.857142857,10.0
2136,135174,AZ,Female,593.0,230.0,319.0,272.0,317.0,11405.0,,25.0
2137,116669,TX,M,,203.0,241.0,249.0,286.0,,5.8,10.0
2138,126415,TX,M,509.0,237.0,262.0,263.0,291.0,9830.0,5.333333333,5.0
2139,97736,IL,M,570.0,273.0,322.0,341.0,406.0,15035.0,8.0,15.0
2140,132437,CO,F,516.0,231.0,252.0,275.0,295.0,10607.0,,13.0
2141,169198,CA,F,960.0,288.0,272.0,329.0,314.0,13094.0,23.75,25.0
2142,126949,TX,F,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.0
2143,24040,SC,M,781.0,357.0,375.0,373.0,408.0,13977.0,8.769230769,20.0
2144,51692,Tennessee,F,829.0,345.0,394.0,404.0,432.0,16592.0,10.6,15.0
2145,38539,FL,F,1458.0,275.0,446.0,427.0,597.0,34713.0,5.5,13.0
2146,181462,WA,F,978.0,312.0,329.0,369.0,384.0,12859.0,15.33333333,23.0
2147,153771,CA,F,2111.0,463.0,551.0,529.0,580.0,22198.0,20.0,25.0
2148,25558,GA,M,899.0,489.0,503.0,503.0,513.0,,10.5,15.0
2149,182916,WA,F,666.0,358.0,432.0,394.0,486.0,,20.0,25.0
2150,162213,CA,M,,665.0,780.0,737.0,827.0,37898.0,10.30769231,7.0
2151,177039,OR,F,620.0,232.0,288.0,,331.0,11354.0,9.729166667,21.0
2152,107264,NE,M,612.0,359.0,404.0,380.0,400.0,14320.0,13.0,20.0
2153,60708,IN,U,482.0,344.0,429.0,401.0,447.0,,,5.0
2154,12234,CA,F,2247.0,357.0,425.0,430.0,500.0,18748.0,9.517241379,10.0
2155,59240,IN,F,1395.0,575.0,580.0,687.0,704.0,24518.0,9.0,10.0
2156,127028,TX,F,586.0,242.0,295.0,288.0,348.0,13539.0,9.142857143,18.0
2157,72321,MI,M,628.0,310.0,344.0,337.0,369.0,12788.0,,10.0
2158,161309,CA,M,1601.0,329.0,351.0,453.0,492.0,,11.85714286,18.0
2159,58991,KY,M,277.0,112.0,123.0,154.0,168.0,5611.0,,10.0
2160,136772,AZ,F,801.0,349.0,416.0,410.0,476.0,15610.0,12.22222222,19.0
2161,190560,KS,M,220.0,181.0,238.0,220.0,272.0,9296.0,3.727272727,5.0
2162,158022,CA,F,2380.0,420.0,490.0,567.0,586.0,,8.47826087,15.0
2163,177260,OR,M,492.0,198.0,229.0,247.0,284.0,9629.0,5.916666667,2.0
2164,179257,WA,male,1449.0,605.0,618.0,635.0,657.0,17504.0,6.666666667,10.0
2165,13434,NC,M,1044.0,269.0,299.0,278.0,329.0,12648.0,10.10526316,15.0
2166,45351,FL,F,969.0,356.0,390.0,401.0,460.0,18690.0,,25.0
2167,102534,AZ,M,1390.0,386.0,412.0,457.0,482.0,25272.0,12.55555556,10.0
2168,134159,UT,F,693.0,343.0,357.0,367.0,383.0,9139.0,20.0,15.0
2169,59746,IN,F,537.0,341.0,393.0,388.0,428.0,13705.0,4.848484849,4.0
2170,102953,MO,F,652.0,236.0,309.0,303.0,372.0,,15.0,21.0
2171,149598,CA,F,2679.0,564.0,600.0,595.0,592.0,,8.95,10.0
2172,45968,FL,F,1155.0,328.0,399.0,399.0,458.0,15451.0,12.5,18.0
2173,94486,IL,M,1358.0,447.0,481.0,470.0,501.0,,7.545454545,6.0
2174,165641,CA,F,2192.0,364.0,425.0,407.0,487.0,17677.0,3.777777778,4.0
2175,19779,NC,M,1285.0,608.0,636.0,640.0,676.0,23458.0,17.625,15.0
2176,1249,IL,M,1435.0,423.0,473.0,485.0,517.0,18160.0,9.384615385,32.0
2177,57119,KY,M,556.0,247.0,288.0,274.0,322.0,10031.0,,20.0
2178,158615,CA,F,2875.0,290.0,374.0,347.0,442.0,24936.0,10.0,15.0
2179,153353,CA,F,885.0,207.0,171.0,263.0,220.0,6142.0,18.2,27.0
2180,42686,FL,F,824.0,263.0,289.0,313.0,352.0,13532.0,20.0,20.0
2181,71744,MI,M,727.0,148.0,383.0,260.0,463.0,18187.0,17.0,36.0
2182,116608,TX,F,570.0,226.0,249.0,276.0,301.0,10637.0,10.0625,25.0
2183,176138,OR,M,0.0,0.0,0.0,0.0,0.0,0.0,8.3125,10.0
2184,190789,MI,M,1770.0,712.0,720.0,713.0,730.0,24238.0,12.0,18.0
2185,109450,LA,F,590.0,252.0,282.0,309.0,329.0,11072.0,7.545454545,11.0
2186,102741,MO,F,238.0,176.0,225.0,233.0,287.0,10253.0,14.42857143,20.0
2187,59598,IN,M,521.0,252.0,297.0,293.0,343.0,10057.0,18.18181818,15.0
2188,157481,CA,F,2439.0,521.0,572.0,574.0,619.0,21808.0,17.0,19.0
2189,21922,NC,female,844.0,263.0,286.0,323.0,352.0,12936.0,15.53571429,20.0
2190,35908,FL,F,693.0,373.0,457.0,413.0,463.0,16854.0,15.0,20.0
2191,105331,KS,M,237.0,194.0,222.0,218.0,261.0,9190.0,12.5,20.0
2192,157728,CA,M,2102.0,342.0,412.0,416.0,463.0,16054.0,15.0,20.0
2193,81073,WI,F,571.0,243.0,307.0,295.0,349.0,13144.0,9.166666667,10.0
2194,38471,FL,F,,471.0,545.0,544.0,598.0,22327.0,13.77777778,25.0
2195,163675,CA,F,1693.0,423.0,467.0,457.0,492.0,17493.0,,10.0
2196,11195,MT,M,589.0,289.0,318.0,294.0,334.0,12204.0,11.8,10.0
2197,5144,TX,M,1938.0,171.0,174.0,197.0,205.0,7708.0,10.06060606,15.0
2198,37221,FL,M,775.0,236.0,296.0,308.0,363.0,15628.0,3.956521739,6.0
2199,187959,NC,F,1024.0,360.0,364.0,396.0,429.0,15002.0,7.5,10.0
2200,95536,IL,F,886.0,482.0,465.0,447.0,433.0,13887.0,16.66666667,20.0
2201,103330,MO,F,915.0,377.0,432.0,445.0,492.0,16206.0,10.33333333,50.0
2202,174360,OR,F,1163.0,617.0,631.0,633.0,655.0,24280.0,8.916666667,11.0
2203,173805,HI,F,,449.0,455.0,501.0,517.0,16302.0,8.875,50.0
2204,30745,GA,F,717.0,339.0,388.0,381.0,424.0,14609.0,12.5,25.0
2205,20645,NC,female,405.0,187.0,182.0,216.0,214.0,7303.0,11.33333333,10.0
2206,27928,GA,M,1025.0,425.0,493.0,470.0,519.0,17688.0,13.0,12.0
2207,80866,WI,F,438.0,342.0,360.0,339.0,373.0,11227.0,4.545454546,4.0
2208,55408,MS,M,1449.0,735.0,783.0,720.0,791.0,29612.0,5.25,4.0
2209,54674,MS,M,440.0,270.0,288.0,315.0,364.0,11109.0,4.705882353,5.0
2210,185287,CA,F,1812.0,415.0,452.0,435.0,464.0,16451.0,4.615384615,5.0
2211,178009,OR,M,779.0,215.0,223.0,,262.0,9279.0,4.037037037,5.0
2212,143069,CA,M,3431.0,549.0,626.0,610.0,664.0,20683.0,15.2,20.0
2213,28874,GA,M,928.0,243.0,310.0,396.0,472.0,17216.0,17.5,21.0
2214,144110,CA,F,5882.0,533.0,596.0,623.0,657.0,31652.0,9.777777778,15.0
2215,77116,WI,F,660.0,308.0,326.0,351.0,370.0,11996.0,9.111111111,10.0
2216,3553,WA,male,732.0,411.0,425.0,434.0,445.0,13863.0,16.28571429,20.0
2217,60265,IN,F,225.0,191.0,198.0,185.0,226.0,7426.0,3.15,5.0
2218,74552,MI,F,376.0,253.0,304.0,281.0,321.0,10637.0,4.555555556,3.0
2219,29215,GA,F,920.0,323.0,375.0,404.0,449.0,15305.0,17.375,38.0
2220,3504,OR,F,700.0,360.0,390.0,394.0,424.0,13620.0,15.77777778,17.0
2221,65114,MI,M,764.0,221.0,385.0,305.0,458.0,16824.0,3.966666667,3.0
2222,105823,KS,M,738.0,458.0,509.0,479.0,503.0,17494.0,6.5,2.5
2223,26410,GA,F,821.0,361.0,413.0,407.0,442.0,16822.0,20.33333333,28.0
2224,24080,SC,M,475.0,285.0,302.0,275.0,301.0,9446.0,25.0,25.0
2225,159696,CA,F,1392.0,343.0,381.0,484.0,516.0,19194.0,15.0,15.0
2226,24644,UT,F,866.0,399.0,426.0,446.0,475.0,10550.0,8.166666667,25.0
2227,6457,CA,F,956.0,205.0,272.0,272.0,325.0,13234.0,6.085714286,15.0
2228,168317,CA,U,2341.0,311.0,469.0,427.0,502.0,13577.0,8.0,13.0
2229,159553,WA,male,1009.0,557.0,562.0,615.0,619.0,17660.0,5.333333333,7.0
2230,56049,MS,female,398.0,243.0,277.0,270.0,309.0,9897.0,9.5,14.0
2231,63865,IN,M,448.0,239.0,291.0,274.0,320.0,11284.0,5.578947368,12.0
2232,62084,IN,M,522.0,280.0,293.0,323.0,334.0,10311.0,13.41666667,20.0
2233,165719,CA,F,3567.0,639.0,739.0,710.0,832.0,35491.0,3.411764706,4.0
2234,171950,CA,F,1444.0,439.0,441.0,475.0,485.0,16815.0,6.8,10.0
2235,118367,TX,F,462.0,214.0,266.0,274.0,311.0,10650.0,10.0,19.0
2236,41187,FL,M,514.0,222.0,258.0,268.0,298.0,11184.0,15.0,15.0
2237,132304,CO,F,774.0,360.0,367.0,392.0,396.0,16493.0,5.888888889,10.0
2238,138944,AZ,Female,1436.0,298.0,378.0,395.0,466.0,20792.0,7.571428571,11.0
2239,161204,CA,M,633.0,269.0,273.0,291.0,299.0,9551.0,25.0,20.0
2240,186579,CA,F,1869.0,559.0,560.0,577.0,600.0,20539.0,,5.0
2241,11978,CO,M,1213.0,363.0,416.0,436.0,493.0,18860.0,12.46076923,15.0
2242,117711,TX,F,271.0,114.0,180.0,168.0,258.0,7545.0,13.6,16.0
2243,38924,FL,M,740.0,314.0,318.0,348.0,348.0,11579.0,15.0,20.0
2244,47448,AL,Male,714.0,324.0,463.0,383.0,463.0,,4.571428571,5.0
2245,182479,WA,F,457.0,259.0,323.0,308.0,370.0,12804.0,6.8,15.0
2246,96075,IL,M,568.0,220.0,279.0,282.0,353.0,12599.0,4.7,5.0
2247,138997,AZ,M,480.0,173.0,214.0,214.0,235.0,9091.0,9.714285714,12.0
2248,108989,LA,F,1381.0,631.0,672.0,718.0,776.0,29012.0,15.0,15.0
2249,87016,MT,female,425.0,169.0,163.0,277.0,163.0,17618.0,22.83333333,23.0
2250,12666,AZ,M,863.0,274.0,325.0,368.0,446.0,,68.8,75.0
2251,34302,FL,F,837.0,321.0,341.0,397.0,431.0,13796.0,11.47619048,14.0
2252,3018,CA,F,1429.0,,253.0,315.0,329.0,9400.0,12.0,25.0
2253,145231,CA,F,0.0,303.0,664.0,388.0,725.0,33139.0,5.466666667,6.0
2254,152418,CA,M,1637.0,345.0,405.0,403.0,454.0,15788.0,11.625,12.0
2255,65061,MI,M,1559.0,557.0,621.0,604.0,666.0,25181.0,20.0,25.0
2256,72220,MI,F,835.0,473.0,497.0,477.0,507.0,16227.0,9.375,15.0
2257,112288,CA,F,1259.0,389.0,396.0,434.0,458.0,15213.0,13.16666667,12.0
2258,109539,LA,F,599.0,271.0,335.0,302.0,352.0,11920.0,13.73333333,20.0
2259,7836,CA,M,2123.0,458.0,480.0,517.0,539.0,16611.0,24.11538462,25.0
2260,41448,FL,F,1503.0,396.0,572.0,519.0,659.0,25969.0,9.857142857,15.0
2261,110822,AR,Female,576.0,284.0,311.0,326.0,351.0,10860.0,12.4,20.0
2262,66163,MI,F,922.0,448.0,481.0,504.0,526.0,20513.0,10.5,10.0
2263,6183,WA,male,1598.0,510.0,514.0,557.0,568.0,17443.0,25.8,100.0
2264,124787,TX,F,626.0,235.0,246.0,258.0,272.0,7918.0,,20.0
2265,109644,FL,J,546.0,250.0,258.0,262.0,270.0,10078.0,12.07692308,5.0
2266,105650,KS,F,491.0,325.0,342.0,334.0,356.0,13143.0,4.333333333,10.0
2267,45982,FL,F,607.0,285.0,344.0,331.0,362.0,12378.0,8.0,15.0
2268,14437,CO,M,844.0,350.0,356.0,386.0,393.0,13175.0,8.344827586,20.0
2269,10399,NE,F,275.0,192.0,252.0,286.0,338.0,11164.0,10.0,10.0
2270,151828,CA,M,956.0,190.0,278.0,257.0,303.0,8899.0,9.666666667,10.0
2271,162606,CA,F,2653.0,418.0,417.0,448.0,444.0,13440.0,,9.0
2272,141809,CA,F,788.0,71.0,119.0,116.0,155.0,6409.0,8.2,8.0
2273,178884,WA,male,1244.0,,423.0,450.0,459.0,14816.0,15.0,15.0
2274,178098,OR,F,407.0,186.0,220.0,232.0,271.0,9728.0,4.411764706,6.0
2275,116082,TX,M,569.0,328.0,336.0,342.0,359.0,11879.0,7.333333333,10.0
2276,190769,AR,M,855.0,257.0,267.0,,374.0,14500.0,10.0,10.0
2277,177087,OR,M,619.0,372.0,394.0,409.0,423.0,13208.0,11.4,12.0
2278,101654,MO,F,634.0,322.0,378.0,355.0,406.0,14128.0,15.33333333,18.0
2279,62760,IN,M,397.0,297.0,340.0,317.0,362.0,,3.7,5.0
2280,135406,AZ,M,742.0,395.0,399.0,421.0,441.0,13179.0,,25.0
2281,142409,NV,M,607.0,356.0,397.0,393.0,431.0,13714.0,7.666666667,10.0
2282,79627,WI,male,2083.0,264.0,338.0,393.0,493.0,19012.0,,10.0
